0,1,2,3,4,5,6,7,8,9,10
1124,1,,terna_2023.pdf,305,282,1,What was the petrol consumption for motor vehicles in 2022 measured in tonnes of CO2 equivalent?,103.2,5,3
1125,1,,terna_2023.pdf,305,282,1,What was the quantity of petrol utilized for motor vehicles in 2021 measured in tonnes of CO2 equivalent?,95.7,5,4
1126,1,,terna_2023.pdf,305,282,1,What was the amount of jet fuel used in 2023 measured in tonnes of CO2 equivalent?,1192.8,6,2
1127,1,,terna_2023.pdf,305,282,1,What was the amount of jet fuel used in 2022 measured in tonnes of CO2 equivalent?,595.9,6,3
1128,1,,terna_2023.pdf,305,282,1,What was the quantity of jet fuel consumed in 2021 measured in tonnes of CO2 equivalent?,452,6,4
1129,1,,terna_2023.pdf,305,282,1,What was the amount of fuel oil used for heating and generators in 2023 measured in tonnes of CO2 equivalent?,233.3,7,2
1130,1,,terna_2023.pdf,305,282,1,What was the consumption of fuel oil for heating and generators in 2022 measured in tonnes of CO2 equivalent?,336.5,7,3
1131,1,,terna_2023.pdf,305,282,1,What was the quantity of fuel oil utilized for heating and generators in 2021 measured in tonnes of CO2 equivalent?,279.5,7,4
1132,1,,terna_2023.pdf,305,282,1,What was the amount of natural gas used for heating in 2023 measured in tonnes of CO2 equivalent?,200.7,8,2
1133,1,,terna_2023.pdf,305,282,1,What was the consumption of natural gas for heating in 2022 measured in tonnes of CO2 equivalent?,291.1,8,3
1134,1,,terna_2023.pdf,305,282,1,What was the quantity of natural gas utilized for heating in 2021 measured in tonnes of CO2 equivalent?,196.5,8,4
1135,1,,terna_2023.pdf,305,282,1,What was the amount of refrigerant gas leakages in 2023 measured in tonnes of CO2 equivalent?,487,9,2
1136,1,,terna_2023.pdf,305,282,1,What was the amount of refrigerant gas leakages noted in 2022 measured in tonnes of CO2 equivalent?,219.2,9,3
1137,1,,terna_2023.pdf,305,282,1,What was the total quantity of refrigerant gas leakages in tonnes of CO2 equivalent for the year 2021?,260.3,9,4
1138,1,,terna_2023.pdf,305,282,1,What was the total direct emissions in 2023 measured in tonnes of CO2 equivalent?,71724.8,10,2
1139,1,,terna_2023.pdf,305,282,1,What was the amount of direct emissions documented in 2022 measured in tonnes of CO2 equivalent?,72477.1,10,3
1140,1,,terna_2023.pdf,305,282,1,What were the total direct emissions recorded in 2021 measured in tonnes of CO2 equivalent?,68942,10,4
1141,1,,terna_2023.pdf,305,286,0,What was the amount of direct emissions for the group in tonnes of CO2 equivalent in 2023?,77588.9,3,2
1142,1,,terna_2023.pdf,305,286,0,What was the amount of CO2 equivalent in tonnes for the group's direct emissions in 2022?,76505.6,3,3
1143,1,,terna_2023.pdf,305,286,0,What was the overall quantity of direct emissions for the group in tonnes of CO2 equivalent noted in 2021?,73203.7,3,4
1144,1,,terna_2023.pdf,305,286,0,What was the amount of indirect emissions for the group in tonnes of CO2 equivalent in the year 2023?,1534836.9,4,2
1145,1,,terna_2023.pdf,305,286,0,What was the amount of CO2 equivalent in tonnes for the group's indirect emissions in 2022?,1739906.5,4,3
1146,1,,terna_2023.pdf,305,286,0,What was the total indirect emissions for the group in tonnes of CO2 equivalent noted in 2021?,1662890.5,4,4
1147,1,,terna_2023.pdf,305,286,0,What was the overall CO2 equivalent emissions in tonnes for the year 2023?,1612425.8,5,2
1148,1,,terna_2023.pdf,305,286,0,What was the total amount of CO2 equivalent emissions in tonnes for the year 2022?,1816412.1,5,3
1149,1,,terna_2023.pdf,305,286,0,What was the overall emissions figure in tonnes of CO2 equivalent for the year 2021?,1736094.2,5,4
1150,1,,terna_2023.pdf,305,286,1,What was the total emissions (scope 1 and electricity) measured in tonnes of CO2 equivalent for the year 2023?,127345.5,2,2
1151,1,,terna_2023.pdf,305,286,1,What was the total CO2 equivalent emissions (scope 1 and electricity) recorded in 2022?,136857.7,2,3
1152,1,,terna_2023.pdf,305,286,1,What was the total emissions (scope 1 and electricity) measured in tonnes of CO2 equivalent for the year 2021?,130174.6,2,4
1153,1,,terna_2023.pdf,305,286,1,What was the percentage of emissions (scope 1 and electricity) relative to revenue for the year 2023?,40,3,2
1154,1,,terna_2023.pdf,305,286,1,What percentage of emissions (scope 1 and electricity) relative to revenue was recorded for the year 2022?,46.2,3,3
1155,1,,terna_2023.pdf,305,286,1,What was the percentage of emissions (scope 1 and electricity) relative to revenue for the year 2021?,50,3,4
1156,1,,terna_2023.pdf,305,284,0,What was the total indirect emissions in tonnes of CO2 equivalent for the year 2023?,1534836.9,3,2
1157,1,,terna_2023.pdf,305,284,0,What was the total indirect emissions in tonnes of CO2 equivalent for the group in 2022?,1662890.5,3,3
1158,1,,terna_2023.pdf,305,284,0,What was the amount of indirect emissions in tonnes of CO2 equivalent for the year 2021?,1450131.4,3,4
1159,1,,terna_2023.pdf,305,284,0,What were the total indirect greenhouse gas terna emissions measured in tonnes of CO2 equivalent for the year 2023?,1530657.7,3,5
1160,1,,terna_2023.pdf,305,284,0,What was the total indirect greenhouse gas terna emissions in tonnes of CO2 equivalent for the year 2022?,1735046.6,3,6
1161,1,,terna_2023.pdf,305,284,0,What was the total indirect greenhouse gas terna emissions in tonnes of CO2 equivalent for the year 2021?,1658342.6,3,7
1162,1,,terna_2023.pdf,305,284,1,What was the total electricity usage in 2023 measured in tonnes of CO2 equivalent?,55620.7,2,2
1163,1,,terna_2023.pdf,305,284,1,What was the amount of electricity used in 2022 measured in tonnes of CO2 equivalent?,64380.6,2,3
1164,1,,terna_2023.pdf,305,284,1,What was the amount of electricity used in 2021 measured in tonnes of CO2 equivalent?,61232.6,2,4
1165,1,,terna_2023.pdf,305,284,1,What was the amount of grid losses noted in 2023 measured in tonnes of CO2 equivalent?,1475037,3,2
1166,1,,terna_2023.pdf,305,284,1,What were the CO2 equivalent grid losses recorded in 2022?,1670666,3,3
1167,1,,terna_2023.pdf,305,284,1,What was the amount of grid losses in 2021 measured in tonnes of CO2 equivalent?,1597110,3,4
1168,1,,terna_2023.pdf,305,287,0,What was the CO2 equivalent emissions in tonnes from purchased goods and services for the group in 2023?,152730.8,3,2
1169,1,,terna_2023.pdf,305,287,0,What was the reported emissions from capital goods in tonnes of CO2 equivalent for the group in 2022?,81294.8,4,3
1170,1,,terna_2023.pdf,305,287,0,"What was the total emissions from energy and fuel related activities noted in 2021 for the group, expressed in tonnes of CO2 equivalent?",475907.6,5,4
1171,1,,terna_2023.pdf,305,287,0,What was the total CO2 equivalent emissions in tonnes for upstream transportation and distribution in 2023 according to terna?,6833.7,6,5
1172,1,,terna_2023.pdf,306,287,0,What was the amount of CO2 equivalent emissions in tonnes from waste produced by terna during operations in 2022?,3945.9,7,6
1173,1,,terna_2023.pdf,305,287,0,What was the total emissions in tonnes of CO2 equivalent for business travel in 2021 according to terna?,918,8,7
1174,1,,terna_2023.pdf,305,287,0,What is the CO2 equivalent emissions figure in tonnes for the employee commuting category in 2023?,10075.9,9,2
1175,1,,terna_2023.pdf,305,287,0,What was the reported amount of CO2 equivalent emissions in tonnes from downstream transportation and distribution for the group in 2022?,233.2,10,3
1176,1,,terna_2023.pdf,305,287,0,What were the CO2 equivalent emissions in tonnes associated with the usage of sold products by the group in 2021?,973225.1,11,4
1177,1,,terna_2023.pdf,305,287,0,What is the amount of CO2 equivalent emissions in tonnes attributed to the end-of-life treatment of sold products for the year 2022 from the specified group?,105.4,12,3
1178,1,,terna_2023.pdf,306,295,0,What was the overall amount of waste generated by the group in tonnes for the year 2023?,12368.9,3,3
1179,1,,terna_2023.pdf,306,295,0,What was the quantity of waste sent for recovery in tonnes from the group in 2022?,10948.3,4,4
1180,1,,terna_2023.pdf,306,295,0,What was the recovery rate of the group's waste in 2021?,84,5,5
1181,1,,terna_2023.pdf,306,295,0,What was the overall quantity of terna's waste directed for disposal in tonnes during the year 2023?,1063.4,6,6
1182,1,3.0,terna_2023.pdf,306,295,0,What was the quantity in tonnes of hazardous waste generated by terna in 2022?,517.9,7,7
1183,1,3.0,terna_2023.pdf,306,295,0,What was the amount of non-hazardous waste sent for recovery in tonnes in 2021 by terna?,299.5,8,8
1184,1,3.0,terna_2023.pdf,306,295,0,What was the quantity of non-hazardous special waste generated in tonnes during 2023?,6561.6,20,3
1185,1,3.0,terna_2023.pdf,306,295,0,What was the amount of hazardous special waste that was sent for recovery from the group in tonnes during 2022?,5589.2,39,4
1186,1,3.0,terna_2023.pdf,306,295,0,What was the overall amount of hazardous waste generated in tonnes for the year 2021?,5801.3,38,5
1187,1,3.0,terna_2023.pdf,306,295,0,What is the quantity in tonnes of non-hazardous packaging waste from terna that was recovered in 2023?,520.4,15,6
1188,1,,terna_2023.pdf,308,224,0,What percentage of newly contracted suppliers underwent evaluation for extra social and environmental criteria in 2023?,72.4,3,2
1189,1,,terna_2023.pdf,308,224,0,What was the percentage of newly contracted suppliers assessed for extra social and environmental criteria in 2022?,76.3,3,3
1190,1,,terna_2023.pdf,308,224,0,What percentage of newly contracted suppliers underwent checks for extra social and environmental criteria in 2021?,75.6,3,4
1191,1,,terna_2023.pdf,308,224,0,What was the percentage of newly contracted suppliers that met basic requirements in the year 2023?,100,2,2
1192,1,,terna_2023.pdf,308,224,0,What percentage of newly contracted suppliers met the basic requirements in 2022?,100,2,3
1193,1,,terna_2023.pdf,308,224,0,What was the percentage of newly contracted suppliers assessed for fundamental requirements in 2021?,100,2,4
1194,1,,terna_2023.pdf,308,223,0,What was the total number of active suppliers in the year 2023?,2349,3,2
1195,1,,terna_2023.pdf,308,223,0,What was the proportion of total suppliers that were operational in 2024?,100,3,3
1196,1,,terna_2023.pdf,308,223,0,What is the total amount acquired from suppliers with specific requirements in 2025?,3217,3,4
1197,1,,terna_2023.pdf,308,223,0,What proportion of overall suppliers is expected to be operational in 2026?,100,3,5
1198,1,,terna_2023.pdf,308,223,0,What was the percentage of suppliers that fulfilled basic requirements in the year 2023?,100,3,6
1199,1,,terna_2023.pdf,308,223,0,What proportion of suppliers fulfilled extra social and environmental criteria?,96.5,3,7
1200,1,,terna_2023.pdf,308,223,0,What is the percentage of suppliers that fulfilled the social and environmental qualification criteria?,10.2,3,8
1201,1,,terna_2023.pdf,308,223,0,What percentage of suppliers evaluated their country risk in 2026?,100,3,9
1202,1,,terna_2023.pdf,308,221,0,What was the total number of qualification document checks performed in the year 2023?,526,2,2
1203,1,,terna_2023.pdf,308,221,0,How many qualification document checks were conducted in the year 2022?,1287,2,3
1204,1,,terna_2023.pdf,308,221,0,What was the total count of qualification document checks conducted in the year 2021?,218,2,4
1205,1,,terna_2023.pdf,308,221,0,How many on-site qualification checks were conducted in the year 2023?,17,3,2
1206,1,,terna_2023.pdf,308,221,0,What was the number of on-site qualification checks conducted in 2022?,13,3,3
1207,1,,terna_2023.pdf,308,221,0,How many on-site qualification assessments were performed in 2021?,10,3,4
1208,1,3.0,terna_2023.pdf,308,221,0,What was the number of on-site qualification assessments related to ESG goals conducted in 2023?,14,4,2
1209,1,3.0,terna_2023.pdf,308,221,0,How many on-site qualification checks related to ESG goals were conducted in 2022?,13,4,3
1210,1,3.0,terna_2023.pdf,308,221,0,What was the number of on-site qualification checks related to ESG goals in 2021?,7,4,4
1211,1,,terna_2023.pdf,308,221,1,What is the count of suppliers removed from the list in 2023?,1,2,2
1212,1,,terna_2023.pdf,308,221,1,How many suppliers were suspended in the year 2022?,7,3,3
1213,1,,terna_2023.pdf,308,221,1,What was the total number of suppliers that were warned in 2021?,4,4,4
1214,1,,terna_2023.pdf,308,221,1,How many suppliers received warnings in the year 2023?,4,4,2
1215,1,,terna_2023.pdf,308,221,1,What was the total number of suppliers that faced suspension in 2021?,4,3,4
1216,1,,terna_2023.pdf,308,221,1,How many suppliers were removed from the list in 2022?,0,2,3
1217,1,,terna_2023.pdf,308,221,1,What is the total count of suppliers that were suspended in the year 2023?,10,3,2
1218,1,,terna_2023.pdf,308,221,2,What was the total number of contracted suppliers in the year 2023?,2349,2,3
1219,1,,terna_2023.pdf,308,221,2,How many contracted suppliers were there in 2022?,2354,2,4
1220,1,,terna_2023.pdf,308,221,2,What was the total count of contracted suppliers in the year 2021?,2265,2,5
1221,1,,terna_2023.pdf,308,221,2,What was the percentage of EU tender calls in the year 2023?,89,4,3
1222,1,,terna_2023.pdf,308,221,2,What was the proportion of EU calls for tender in the year 2022?,77,4,4
1223,1,,terna_2023.pdf,308,221,2,What was the percentage of EU tender calls noted in the year 2021?,91,4,5
1224,1,,terna_2023.pdf,308,221,2,What was the proportion of non-EU tender calls in the year 2023?,5,5,3
1225,1,,terna_2023.pdf,308,221,2,What was the percentage of non-EU tender calls in the year 2022?,10,5,4
1226,1,,terna_2023.pdf,308,221,2,What was the proportion of non-EU tender invitations in 2021?,4,5,5
1227,1,,terna_2023.pdf,308,221,2,What was the percentage of suppliers who were previously qualified in the year 2023?,4,6,3
1228,1,,terna_2023.pdf,308,221,2,What was the proportion of previously qualified suppliers in the year 2022?,10,6,4
1229,1,,terna_2023.pdf,308,221,2,What was the percentage of suppliers that were previously qualified in the year 2021?,4,6,5
1230,1,,terna_2023.pdf,308,221,2,What percentage of contracts were one-off in the year 2023?,2,7,3
1231,1,,terna_2023.pdf,308,221,2,What was the percentage of one-time contracts in the year 2022?,2,7,4
1232,1,,terna_2023.pdf,308,221,2,What was the percentage of one-time contracts in the year 2021?,1,7,5
1233,1,,terna_2023.pdf,308,220,0,What was the total count of active qualifications in the year 2023?,634,2,2
1234,1,3.0,terna_2023.pdf,308,220,0,How many new qualifications were introduced in 2022?,88,3,3
1235,1,,terna_2023.pdf,308,220,0,How many qualifications needed an Environmental and Safety management system in the year 2021?,17,4,4
1236,1,3.0,terna_2023.pdf,308,220,0,What was the count of new qualifications in the year 2023?,61,3,2
1237,1,,terna_2023.pdf,308,220,0,What was the overall count of active qualifications in the year 2022?,613,2,3
1238,1,,terna_2023.pdf,308,220,0,What was the number of qualifications that needed an Environmental and Safety management system in the year 2022?,304,4,3
1239,1,,terna_2023.pdf,308,220,1,What was the total count of qualified categories in the year 2023?,53,2,2
1240,1,3.0,terna_2023.pdf,308,220,1,How many categories were newly qualified in the year 2022?,3,3,3
1241,1,,terna_2023.pdf,308,220,1,What was the number of qualifications that necessitated an Environmental and Safety management system in 2021?,17,4,4
1242,1,,terna_2023.pdf,308,220,1,What was the overall count of qualified categories in the year 2022?,53,2,3
1243,1,,terna_2023.pdf,308,220,1,What was the total count of qualifications that necessitated an Environmental and Safety management system in 2023?,26,4,2
1244,1,3.0,terna_2023.pdf,308,220,1,What was the count of newly qualified categories in the year 2021?,5,3,4
1245,1,3.0,terna_2023.pdf,308,222,0,What was the percentage of procurement from Italy in the year 2023?,57,3,2
1246,1,3.0,terna_2023.pdf,308,222,0,What was the proportion of procurement from overseas in the year 2022?,2,4,3
1247,1,3.0,terna_2023.pdf,308,222,0,What was the percentage of procurement for goods in the year 2021?,86,6,4
1248,1,3.0,terna_2023.pdf,308,222,0,What was the percentage of procurement categorized as works in the year 2023?,53,7,2
1249,1,3.0,terna_2023.pdf,308,222,0,What was the percentage of procurement for services in the year 2022?,25,8,3
1250,1,,terna_2023.pdf,308,222,1,What was the number of unresolved disputes with suppliers in 2023?,36,2,2
1251,1,,terna_2023.pdf,308,222,1,How many supplier disputes were unresolved in 2022?,37,2,3
1252,1,,terna_2023.pdf,308,222,1,What was the number of unresolved disputes with suppliers in 2021?,35,2,4
1253,1,,terna_2023.pdf,308,222,1,How many supplier disputes are currently underway in 2023?,5,3,2
1254,1,,terna_2023.pdf,308,222,1,What was the number of disputes with suppliers that were ongoing in 2022?,3,3,3
1255,1,,terna_2023.pdf,308,222,1,How many supplier disputes were classified as in progress in the year 2021?,6,3,4
1256,1,,terna_2023.pdf,308,222,1,What is the number of supplier disputes that were resolved in 2023?,5,4,2
1257,1,,terna_2023.pdf,308,222,1,How many supplier disputes were resolved in 2022?,1,4,3
1258,1,,terna_2023.pdf,308,222,1,What was the number of supplier disputes that were resolved in 2021?,1,4,4
1259,1,,NYSE_AZ_2023.pdf,302,61,1,What was the overall energy usage by the organization in 2023 measured in GJ?,1574357,4,3
1260,1,,NYSE_AZ_2023.pdf,302,61,1,What was the energy usage from office buildings in GJ for the year 2022?,1578675,2,4
1261,1,,NYSE_AZ_2023.pdf,302,61,1,What was the energy usage from data centers in GJ for the year 2023?,286312,3,3
1262,1,,NYSE_AZ_2023.pdf,302,61,1,What was the per employee energy usage from office buildings in 2023 measured in GJ/employee?,8.1,5,3
1263,1,,NYSE_AZ_2023.pdf,302,61,1,What is the percentage decrease in energy usage from office buildings per employee since 2019?,47,6,3
1264,1,,NYSE_AZ_2023.pdf,302,61,1,What is the percentage change in total energy consumption for the organization in GJ from 2022 to 2023?,21.9,2,5
1265,1,,NYSE_AZ_2023.pdf,302,61,1,What is the percentage change in energy consumption from data centers in GJ when comparing 2023 to 2022?,12,3,5
1266,1,,NYSE_AZ_2023.pdf,302,61,1,What is the percentage change in total energy consumption for the organization in GJ from 2022 to 2023?,19.9,4,5
1267,1,,NYSE_AZ_2023.pdf,302,61,1,What is the percentage change in energy consumption per employee from office buildings in GJ/employee when comparing 2023 to 2022?,22.3,5,5
1268,1,,NYSE_AZ_2023.pdf,302,61,2,What percentage of electricity was consumed by the organization in 2023?,72.5,2,2
1269,1,,NYSE_AZ_2023.pdf,302,61,2,What was the percentage of fossil fuel consumption by the organization in 2022?,12.4,3,3
1270,1,,NYSE_AZ_2023.pdf,302,61,2,What percentage of long distance heating was consumed in the year 2023?,16.8,4,2
1271,1,,NYSE_AZ_2023.pdf,302,61,2,What percentage of consumption came from alternative sources in 2022?,1.4,5,3
1272,1,,NYSE_AZ_2023.pdf,302,61,3,What is the total renewable electricity produced in gigajoules for the year 2023?,1122821,2,3
1273,1,,NYSE_AZ_2023.pdf,302,61,3,What was the amount of renewable electricity generated in joules during the year 2022?,1153987,2,4
1274,1,,NYSE_AZ_2023.pdf,302,61,3,What was the proportion of renewable electricity in total electricity for the year 2023?,100,3,3
1275,1,,NYSE_AZ_2023.pdf,302,61,3,What percentage of total electricity was comprised of renewable sources in 2022?,89,3,4
1276,1,,NYSE_AZ_2023.pdf,302,61,3,What is the change in the percentage of renewable electricity from 2022 to 2023?,11,3,5
1277,1,,NYSE_AZ_2023.pdf,302,61,3,What is the percentage change in the renewable electricity generation measured in joules from 2022 to 2023?,2.7,2,5
1278,1,,NYSE_AZ_2023.pdf,305,60,0,What was the amount of Gross Scope 1 GHG emissions in 2023 measured in tonnes of CO2 equivalent?,31774,2,2
1279,1,,NYSE_AZ_2023.pdf,305,60,0,What was the amount of Gross market-based Scope 2 GHG emissions in 2022 measured in tonnes of CO2 equivalent?,30490,3,3
1280,1,,NYSE_AZ_2023.pdf,305,60,0,What was the amount of Gross location-based Scope 2 GHG emissions in 2023 measured in tonnes of CO2 equivalent?,112228,4,2
1281,1,,NYSE_AZ_2023.pdf,305,60,0,What was the amount of Gross Scope 3 GHG emissions in 2023 measured in tonnes of CO2 equivalent?,96745,5,2
1282,1,,NYSE_AZ_2023.pdf,305,60,0,What was the total amount of emissions from the company's operations in 2022 measured in tonnes of CO2 equivalent?,153910,6,3
1283,1,,NYSE_AZ_2023.pdf,305,60,0,What was the percentage change in gross Scope 1 GHG emissions from 2022 to 2023 in tonnes of CO2 equivalent?,2.7,2,4
1284,1,,NYSE_AZ_2023.pdf,305,60,0,What was the change in gross market-based Scope 2 GHG emissions in tonnes of CO2 equivalent from 2022 to 2023?,74,3,4
1285,1,,NYSE_AZ_2023.pdf,305,60,0,What was the percentage change in gross Scope 3 GHG emissions from 2022 to 2023 in tonnes of CO2 equivalent?,4.6,5,4
1286,1,,NYSE_AZ_2023.pdf,305,60,0,What was the percentage change in total emissions from own operations between 2023 and 2022 in tonnes of CO2 equivalent?,11.3,6,4
1287,1,,NYSE_AZ_2023.pdf,305,54,0,What is the projected target for commercial greenhouse gas emissions measured in kt CO2e per million euros for the year 2030?,0.14,2,3
1288,1,,NYSE_AZ_2023.pdf,305,54,0,What was the 2022 baseline figure for retail motor emissions measured in million tons of CO2?,2.1,3,4
1289,1,,NYSE_AZ_2023.pdf,305,54,0,What is the percentage difference between the 2030 target for commercial emissions and the 2022 baseline?,-45,2,5
1290,1,,NYSE_AZ_2023.pdf,305,54,0,What is the percentage change in the target for retail motor emissions in 2030 relative to the baseline from 2022?,-30,3,5
1291,1,,NYSE_AZ_2023.pdf,305,61,0,What is the CO2 equivalent emissions goal set for 2030 in tonnes?,0.828,2,2
1292,1,2.0,NYSE_AZ_2023.pdf,305,61,0,What is the anticipated level of emissions for 2023 in relation to 2022?,We expect in 2023 emissions at a comparable level to 2022 with some post COVID-19 corrections.,,
1293,1,2.0,NYSE_AZ_2023.pdf,305,61,0,What was the carbon footprint per employee in 2023 measured in tonnes of CO2 equivalent?,"Our carbon footprint per employee was 0.9 tons (2022: 1.0). This represents a 62 % reduction (2022: 57 %) against a 2019 baseline. This reduction was mainly the result of sourcing 100% renewable electricity? for our office buildings and data centers and a reduction in our energy consumption, which balanced increasing business travel post COVID-19.",,
1294,1,,NYSE_AZ_2023.pdf,305,61,0,What was the level of emissions in 2023 measured in tonnes of CO2 equivalent?,0.894,2,6
1295,1,,NYSE_AZ_2023.pdf,305,61,0,What was the baseline level of emissions in 2019 measured in tonnes of CO2 equivalent?,2.367,2,7
1296,1,,NYSE_AZ_2023.pdf,305,61,0,What is the percentage difference between the 2030 emissions target and the 2019 baseline?,65,2,8
1297,1,,NYSE_AZ_2023.pdf,305,61,0,What is the percentage difference between the 2025 emissions target and the 2019 baseline?,50,2,9
1298,1,,NYSE_AZ_2023.pdf,305,58,0,What is the target emission level for 2030 in t CO2e per million euros invested for all corporations?,54,2,5
1299,1,3.0,NYSE_AZ_2023.pdf,305,58,0,What is the 2023 carbon emissions figure for listed corporations in million tons of CO2 equivalent?,14,3,6
1300,1,,NYSE_AZ_2023.pdf,305,58,0,What were the emissions in 2019 for listed corporations measured in million tons of CO2 equivalent?,24.9,3,7
1301,1,,NYSE_AZ_2023.pdf,305,58,0,What is the percentage change in target emissions for all corporations?,50,2,8
1302,1,2.0,NYSE_AZ_2023.pdf,305,58,0,What is the 2023 book value in billion euros for organizations that have not set a target yet?,166.6,,
1303,1,2.0,NYSE_AZ_2023.pdf,305,58,0,What is the overall book value across all sectors for the year 2023 expressed in billion euros?,736.8,,
1304,1,2.0,heidelberg-materials_2023.pdf,301,358,0,What percentage of quarry sites were situated close to areas of significant biodiversity value with a biodiversity management plan in 2023?,61,3,4
1305,1,2.0,heidelberg-materials_2023.pdf,301,358,0,What was the percentage of quarries with a restoration plan in 2022?,92,4,3
1306,1,2.0,heidelberg-materials_2023.pdf,301,358,0,What was the share of income generated from sustainable products in the year 2023?,35,6,4
1307,1,2.0,heidelberg-materials_2023.pdf,301,358,0,What was the number of memberships in Green Building Councils and Sustainable Infrastructure Councils in the year 2021?,15,8,2
1308,1,0.0,heidelberg-materials_2023.pdf,301,358,0,What was the amount of recycled aggregates produced in 2022 measured in million tons?,3.8,10,3
1309,1,0.0,heidelberg-materials_2023.pdf,301,358,0,What was the proportion of recycled aggregates in the overall aggregates production for the year 2021?,1.1,11,2
1310,1,0.0,heidelberg-materials_2023.pdf,301,358,0,What was the proportion of alternative raw materials included in other construction materials like asphalt in 2022?,12.1,12,3
1311,1,2.0,heidelberg-materials_2023.pdf,301,358,0,What was the revenue classified as taxonomy-eligible in the year 2023?,53.3,14,4
1312,1,2.0,heidelberg-materials_2023.pdf,301,358,0,What was the percentage of investments that met taxonomy eligibility criteria in 2021?,57,16,2
1313,1,2.0,heidelberg-materials_2023.pdf,301,358,0,What amount of waste was produced in the year 2021?,1276.7,21,2
1314,1,2.0,heidelberg-materials_2023.pdf,301,358,0,"What percentage of waste was directed towards reuse, recycling, and recovery in the year 2023?",39.3,26,4
1315,1,2.0,heidelberg-materials_2023.pdf,301,358,0,What was the overall water intake in the year 2022?,60.7,31,3
1316,1,2.0,heidelberg-materials_2023.pdf,301,358,0,What was the volume of water extracted in regions experiencing water scarcity in 2021?,16.7,32,2
1317,1,0.0,heidelberg-materials_2023.pdf,302,356,0,What was the rate of renewable energy usage in the year 2021?,9.1,2,3
1318,1,0.0,heidelberg-materials_2023.pdf,302,356,0,What was the proportion of renewable energy used in 2022?,10.7,2,4
1319,1,0.0,heidelberg-materials_2023.pdf,302,356,0,What was the share of renewable energy usage in the year 2023?,12.3,2,5
1320,1,3.0,heidelberg-materials_2023.pdf,302,356,0,What was the energy consumption for cement in 1990 measured in MJ/t?,4186,4,2
1321,1,3.0,heidelberg-materials_2023.pdf,302,356,0,What was the energy consumption specific to cement in 2021 measured in MJ/t?,3093,4,3
1322,1,3.0,heidelberg-materials_2023.pdf,302,356,0,What was the energy consumption specific to cement in 2022 measured in MJ/t?,3037,4,4
1323,1,3.0,heidelberg-materials_2023.pdf,302,356,0,What was the energy consumption specific to cement in 2023 measured in MJ/t?,2981,4,5
1324,1,3.0,heidelberg-materials_2023.pdf,302,356,0,What was the energy usage for clinker manufacturing in 1990 measured in MJ/t?,4359,5,2
1325,1,3.0,heidelberg-materials_2023.pdf,302,356,0,What was the specific energy usage for clinker manufacturing in 2021 measured in MJ/t?,3859,5,3
1326,1,3.0,heidelberg-materials_2023.pdf,302,356,0,What was the specific energy usage for clinker manufacturing in 2022 measured in MJ/t?,3880,5,4
1327,1,3.0,heidelberg-materials_2023.pdf,302,356,0,What was the energy usage for clinker manufacturing in 2023 measured in MJ/t?,3864,5,5
1328,1,3.0,heidelberg-materials_2023.pdf,302,356,0,What was the proportion of hard coal utilized in clinker production during the year 2021?,41.7,8,3
1329,1,3.0,heidelberg-materials_2023.pdf,302,356,0,What was the proportion of hard coal utilized in clinker production during 2022?,37.3,8,4
1330,1,3.0,heidelberg-materials_2023.pdf,302,356,0,What was the proportion of hard coal utilized in clinker production for the year 2023?,34.5,8,5
1331,1,3.0,heidelberg-materials_2023.pdf,302,356,0,What was the proportion of petroleum coke utilized in clinker production during the year 2021?,18.9,10,3
1332,1,3.0,heidelberg-materials_2023.pdf,302,356,0,What was the proportion of petroleum coke utilized in clinker production during 2022?,20.9,10,4
1333,1,3.0,heidelberg-materials_2023.pdf,302,356,0,What was the proportion of petroleum coke utilized in clinker production in 2023?,20.9,10,5
1334,1,3.0,heidelberg-materials_2023.pdf,302,356,0,What was the proportion of natural gas utilized in clinker manufacturing in 2021?,10.6,11,3
1335,1,3.0,heidelberg-materials_2023.pdf,302,356,0,What was the proportion of natural gas utilized in clinker manufacturing in 2022?,10.8,11,4
1336,1,3.0,heidelberg-materials_2023.pdf,302,356,0,What was the proportion of natural gas utilized in clinker production in the year 2023?,12.9,11,5
1337,1,3.0,heidelberg-materials_2023.pdf,302,356,0,What was the proportion of alternative fossil fuels utilized in clinker production during the year 2021?,15.4,15,3
1338,1,3.0,heidelberg-materials_2023.pdf,302,356,0,What was the proportion of alternative fossil fuels utilized in clinker production during 2022?,16.1,15,4
1339,1,3.0,heidelberg-materials_2023.pdf,302,356,0,What was the proportion of alternative fossil fuels utilized in clinker production in 2023?,16.7,15,5
1340,1,3.0,heidelberg-materials_2023.pdf,302,356,0,What was the proportion of biomass utilized in clinker production during the year 2021?,11.2,16,3
1341,1,3.0,heidelberg-materials_2023.pdf,302,356,0,What was the proportion of biomass utilized in clinker production during 2022?,12.6,16,4
1342,1,3.0,heidelberg-materials_2023.pdf,302,356,0,What was the proportion of biomass utilized in clinker production in 2023?,13.2,16,5
1343,1,0.0,heidelberg-materials_2023.pdf,302,356,0,"What was the percentage of fuel usage attributed to alternative fuels, including biomass, in the year 2021?",26.4,28,3
1344,1,0.0,heidelberg-materials_2023.pdf,302,356,0,"What percentage of fuel consumption in 2022 was derived from alternative sources, including biomass?",28.7,28,4
