Unnamed: 0,hierarchical,pdf name,gri,gri_finegrained,page nbr,table nbr,question,value,row,column
884,0,['terna_2023.pdf'],301,301-1.1,[294],[0],What was the total amount of steel produced in 2023 in tonnes?,15134,2,3
885,0,['terna_2023.pdf'],301,301-1.1,[294],[0],How many tonnes of copper were produced in 2022?,10226,3,4
886,0,['terna_2023.pdf'],301,301-1.1,[294],[0],What is the production quantity of aluminium in 2021 measured in tonnes?,8988,4,5
887,0,['terna_2023.pdf'],301,301-1.1,[294],[0],How many tonnes of glass were produced in 2023?,1693,5,3
888,0,['terna_2023.pdf'],301,301-1.1,[294],[0],What was the production of dielectric oil in 2022 in tonnes?,1096,6,4
889,1,['terna_2023.pdf'],301,301-1.1,[294],[0],What is the amount of vegetable oil included in the total dielectric oil production for 2023 in tonnes?,376,7,3
890,0,['terna_2023.pdf'],301,301-1.1,[294],[0],How many tonnes of porcelain were produced in 2022?,466,8,4
891,0,['terna_2023.pdf'],301,301-1.1,[294],[0],What was the total production of polymers in 2021 in tonnes?,508,9,5
892,0,['terna_2023.pdf'],302,302-1.7,[287],[1],What was the group’s total consumption in GJ for the year 2023?,908186.3,5,2
893,0,['terna_2023.pdf'],302,302-1.7,[287],[1],What was the group’s total consumption in GJ for the year 2022?,928277.4,5,3
894,0,['terna_2023.pdf'],302,302-1.7,[287],[1],What was the group’s total consumption in GJ for the year 2021?,936980.8,5,4
895,0,['terna_2023.pdf'],302,302-1.7,[287],[1],What was the total consumption in GJ for Terna in the year 2023?,793077.6,5,5
896,0,['terna_2023.pdf'],302,302-1.7,[287],[1],What was the total consumption in GJ for Terna in the year 2022?,806399,5,6
897,0,['terna_2023.pdf'],302,302-1.7,[287],[1],What was the total consumption in GJ for Terna in the year 2021?,812033.5,5,7
898,0,['terna_2023.pdf'],302,302-1.7,[288],[0],What was the total direct consumption of energy in g joules for the year 2023?,101301.6,8,2
899,0,['terna_2023.pdf'],302,"302-1.10, 302-1.6",[288],[0],How much diesel for motor vehicles was consumed in g joules in 2022?,83755.1,3,3
900,0,['terna_2023.pdf'],302,"302-1.10, 302-1.6",[288],[0],What is the amount of petrol for motor vehicles used in g joules for the year 2021?,1382.5,4,4
901,0,['terna_2023.pdf'],302,"302-1.10, 302-1.6",[288],[0],How much jet fuel for helicopters was consumed in g joules in 2023?,16682.1,5,2
902,0,['terna_2023.pdf'],302,"302-1.10, 302-1.6",[288],[0],What was the fuel oil for heating and generators consumption in g joules in 2022?,4547.2,6,3
903,0,['terna_2023.pdf'],302,"302-1.10, 302-1.6",[288],[0],What is the natural gas for heating consumption in g joules for the year 2021?,3505,7,4
904,0,['terna_2023.pdf'],302,302-1.7,[288],[0],How much energy has been indirectly consumed in 2023 in GJ?,691776,10,2
905,0,['terna_2023.pdf'],304,304-3.1,[303],[0],How many lines were involved as bird deterrents in the year 2023?,92,2,3
906,0,['terna_2023.pdf'],304,304-3.1,[303],[0],What was the total number of deterrents installed in 2022?,17445,3,4
907,0,['terna_2023.pdf'],304,304-3.1,[303],[0],Can you tell me the number of lines involved as bird deterrents in 2021?,81,2,5
908,0,['terna_2023.pdf'],304,304-3.1,[303],[0],What is the total number of deterrents installed in 2023?,17638,3,3
909,0,['terna_2023.pdf'],304,304-3.1,[303],[0],How many total deterrents were installed in the year 2021?,16977,3,5
910,0,['terna_2023.pdf'],304,"304-1.1, 304-2.2",[303],[1],What is the length in kilometers of lines impacting on protected areas in 2023?,7253,2,3
911,0,['terna_2023.pdf'],304,"304-1.1, 304-2.2",[303],[1],How many kilometers of lines impacted protected areas in 2022?,6830,2,4
912,0,['terna_2023.pdf'],304,"304-1.1, 304-2.2",[303],[1],What was the length in kilometers of lines impacting on protected areas in 2021?,7110,2,5
913,0,['terna_2023.pdf'],304,"304-1.1, 304-2.2",[303],[1],What percentage of total lines operated by Terna had an impact in 2023?,10.6,3,3
914,0,['terna_2023.pdf'],304,"304-1.1, 304-2.2",[303],[1],What was the percentage of total lines operated by Terna with an impact in 2022?,9.3,3,4
915,0,['terna_2023.pdf'],304,"304-1.1, 304-2.2",[303],[1],What was the impact percentage of total lines operated by Terna in 2021?,10.5,3,5
916,0,['terna_2023.pdf'],305,305-1.1,[282],[0],What were the group’s gross direct GHG emissions in tonnes of CO2 equivalent for the year 2023?,77588.9,3,2
917,0,['terna_2023.pdf'],305,305-1.1,[282],[0],What were the group’s gross direct GHG emissions in tonnes of CO2 equivalent for the year 2022?,76505.6,3,3
918,0,['terna_2023.pdf'],305,305-1.1,[282],[0],What were the group’s gross direct GHG emissions in tonnes of CO2 equivalent for the year 2021?,73203.7,3,4
919,0,['terna_2023.pdf'],305,305-1.1,[282],[0],What were terna’s gross direct GHG emissions in tonnes of CO2 equivalent for the year 2023?,71724.8,3,5
920,0,['terna_2023.pdf'],305,305-1.1,[282],[0],What were terna’s gross direct GHG emissions in tonnes of CO2 equivalent for the year 2022?,72477.1,3,6
921,0,['terna_2023.pdf'],305,305-1.1,[282],[0],What were terna’s gross direct GHG emissions in tonnes of CO2 equivalent for the year 2021?,68942,3,7
922,0,['terna_2023.pdf'],305,305-1.5,[282],[1],What was the amount of leakages of sulphur hexafluoride in 2023 in tonnes of CO2 equivalent?,63956.2,3,2
923,0,['terna_2023.pdf'],305,305-1.5,[282],[1],How much were the leakages of sulphur hexafluoride recorded in 2022 in tonnes of CO2 equivalent?,64732.5,3,3
924,0,['terna_2023.pdf'],305,305-1.5,[282],[1],What is the total amount of leakages of sulphur hexafluoride for the year 2021 in tonnes of CO2 equivalent?,61204.6,3,4
925,0,['terna_2023.pdf'],305,305-*.2,[282],[1],What was the consumption of diesel for motor vehicles in 2023 in tonnes of CO2 equivalent?,4039.6,4,2
926,0,['terna_2023.pdf'],305,305-*.2,[282],[1],How much diesel for motor vehicles was consumed in 2022 in tonnes of CO2 equivalent?,6198.7,4,3
927,0,['terna_2023.pdf'],305,305-*.2,[282],[1],What was the amount of diesel for motor vehicles used in 2021 in tonnes of CO2 equivalent?,6453.4,4,4
928,0,['terna_2023.pdf'],305,305-*.2,[282],[1],What was the petrol consumption for motor vehicles in 2023 in tonnes of CO2 equivalent?,1615.2,5,2
929,0,['terna_2023.pdf'],305,305-*.2,[282],[1],How much petrol for motor vehicles was consumed in 2022 in tonnes of CO2 equivalent?,103.2,5,3
930,0,['terna_2023.pdf'],305,305-*.2,[282],[1],What was the amount of petrol for motor vehicles used in 2021 in tonnes of CO2 equivalent?,95.7,5,4
931,0,['terna_2023.pdf'],305,305-*.2,[282],[1],What was the jet fuel consumption in 2023 in tonnes of CO2 equivalent?,1192.8,6,2
932,0,['terna_2023.pdf'],305,305-*.2,[282],[1],How much jet fuel was consumed in 2022 in tonnes of CO2 equivalent?,595.9,6,3
933,0,['terna_2023.pdf'],305,305-*.2,[282],[1],What was the amount of jet fuel used in 2021 in tonnes of CO2 equivalent?,452,6,4
934,0,['terna_2023.pdf'],305,305-*.2,[282],[1],What was the fuel oil consumption for heating and generators in 2023 in tonnes of CO2 equivalent?,233.3,7,2
935,0,['terna_2023.pdf'],305,305-*.2,[282],[1],How much fuel oil for heating and generators was consumed in 2022 in tonnes of CO2 equivalent?,336.5,7,3
936,0,['terna_2023.pdf'],305,305-*.2,[282],[1],What was the amount of fuel oil for heating and generators used in 2021 in tonnes of CO2 equivalent?,279.5,7,4
937,0,['terna_2023.pdf'],305,305-*.2,[282],[1],What was the natural gas consumption for heating in 2023 in tonnes of CO2 equivalent?,200.7,8,2
938,0,['terna_2023.pdf'],305,305-*.2,[282],[1],How much natural gas for heating was consumed in 2022 in tonnes of CO2 equivalent?,291.1,8,3
939,0,['terna_2023.pdf'],305,305-*.2,[282],[1],What was the amount of natural gas for heating used in 2021 in tonnes of CO2 equivalent?,196.5,8,4
940,0,['terna_2023.pdf'],305,305-*.2,[282],[1],What were the leakages of refrigerant gases in 2023 in tonnes of CO2 equivalent?,487,9,2
941,0,['terna_2023.pdf'],305,305-*.2,[282],[1],How much were the leakages of refrigerant gases recorded in 2022 in tonnes of CO2 equivalent?,219.2,9,3
942,0,['terna_2023.pdf'],305,305-*.2,[282],[1],What was the total amount of leakages of refrigerant gases for the year 2021 in tonnes of CO2 equivalent?,260.3,9,4
943,0,['terna_2023.pdf'],305,305-1.1,[282],[1],What were the direct emissions in 2023 in tonnes of CO2 equivalent?,71724.8,10,2
944,0,['terna_2023.pdf'],305,305-1.1,[282],[1],How much were the direct emissions recorded in 2022 in tonnes of CO2 equivalent?,72477.1,10,3
945,0,['terna_2023.pdf'],305,305-1.1,[282],[1],What was the direct emissions for the year 2021 in tonnes of CO2 equivalent?,68942,10,4
946,0,['terna_2023.pdf'],305,305-1.1,[286],[0],What were the direct emissions of the group in tonnes of CO2 equivalent for the year 2023?,77588.9,3,2
947,0,['terna_2023.pdf'],305,305-1.1,[286],[0],How many tonnes of CO2 equivalent were the direct emissions of the group in 2022?,76505.6,3,3
948,0,['terna_2023.pdf'],305,305-1.1,[286],[0],What is the total amount of direct emissions of the group in tonnes of CO2 equivalent recorded in 2021?,73203.7,3,4
949,0,['terna_2023.pdf'],305,305-*.7,[286],[0],What were the indirect emissions of the group in tonnes of CO2 equivalent for the year 2023?,1534836.9,4,2
950,0,['terna_2023.pdf'],305,305-*.7,[286],[0],How many tonnes of CO2 equivalent were the indirect emissions of the group in 2022?,1739906.5,4,3
951,0,['terna_2023.pdf'],305,305-*.7,[286],[0],What is the total amount of indirect emissions of the group in tonnes of CO2 equivalent recorded in 2021?,1662890.5,4,4
952,0,['terna_2023.pdf'],305,305-*.1,[286],[0],What were the total emissions in tonnes of CO2 equivalent for the year 2023?,1612425.8,5,2
953,0,['terna_2023.pdf'],305,305-*.1,[286],[0],How many tonnes of CO2 equivalent were the total emissions in 2022?,1816412.1,5,3
954,0,['terna_2023.pdf'],305,305-*.1,[286],[0],What is the total amount of emissions in tonnes of CO2 equivalent recorded in 2021?,1736094.2,5,4
955,0,['terna_2023.pdf'],305,305-1.1,[286],[1],What were the emissions (scope 1 and electricity) in tonnes of CO2 equivalent for the year 2023?,127345.5,2,2
956,0,['terna_2023.pdf'],305,305-1.1,[286],[1],How many tonnes of CO2 equivalent were emitted (scope 1 and electricity) in 2022?,136857.7,2,3
957,0,['terna_2023.pdf'],305,305-1.1,[286],[1],What were the emissions (scope 1 and electricity) in tonnes of CO2 equivalent for the year 2021?,130174.6,2,4
958,0,['terna_2023.pdf'],305,305-1.1,[286],[1],What is the percentage of emissions (scope 1 and electricity) in relation to revenue for the year 2023?,40,3,2
959,0,['terna_2023.pdf'],305,305-1.1,[286],[1],What was the emissions (scope 1 and electricity) in relation to revenue percentage for 2022?,46.2,3,3
960,0,['terna_2023.pdf'],305,305-1.1,[286],[1],What is the percentage of emissions (scope 1 and electricity) in relation to revenue for the year 2021?,50,3,4
961,0,['terna_2023.pdf'],305,305-*.7,[284],[0],What were the indirect group emissions in tonnes of CO2 equivalent for the year 2023?,1534836.9,3,2
962,0,['terna_2023.pdf'],305,305-*.7,[284],[0],What were the indirect group emissions in tonnes of CO2 equivalent for the year 2022?,1662890.5,3,3
963,0,['terna_2023.pdf'],305,305-*.7,[284],[0],What were the indirect group emissions in tonnes of CO2 equivalent for the year 2021?,1450131.4,3,4
964,0,['terna_2023.pdf'],305,305-*.7,[284],[0],What were the gross indirect GHG terna emissions in tonnes of CO2 equivalent for the year 2023?,1530657.7,3,5
965,0,['terna_2023.pdf'],305,305-*.7,[284],[0],What were the gross indirect GHG terna emissions in tonnes of CO2 equivalent for the year 2022?,1735046.6,3,6
966,0,['terna_2023.pdf'],305,305-*.7,[284],[0],What were the gross indirect GHG terna emissions in tonnes of CO2 equivalent for the year 2021?,1658342.6,3,7
967,0,['terna_2023.pdf'],305,305-*.2,[284],[1],What was the amount of electricity consumed in 2023 in tonnes of CO2 equivalent?,55620.7,2,2
968,0,['terna_2023.pdf'],305,305-*.2,[284],[1],How much electricity was consumed in 2022 in tonnes of CO2 equivalent?,64380.6,2,3
969,0,['terna_2023.pdf'],305,305-*.2,[284],[1],What was the electricity consumption in 2021 in tonnes of CO2 equivalent?,61232.6,2,4
970,0,['terna_2023.pdf'],305,305-*.2,[284],[1],What were the grid losses recorded in 2023 in tonnes of CO2 equivalent?,1475037,3,2
971,0,['terna_2023.pdf'],305,305-*.2,[284],[1],What were the grid losses for the year 2022 in tonnes of CO2 equivalent?,1670666,3,3
972,0,['terna_2023.pdf'],305,305-*.2,[284],[1],How much were the grid losses in 2021 in tonnes of CO2 equivalent?,1597110,3,4
973,0,['terna_2023.pdf'],305,305-*.2,[287],[0],What was the amount in tonnes of CO2 equivalent of emissions from purchased goods and services from the group in 2023?,152730.8,3,2
974,0,['terna_2023.pdf'],305,305-*.2,[287],[0],How much emissions from capital goods were reported from the group in tonnes of CO2 equivalent in 2022?,81294.8,4,3
975,0,['terna_2023.pdf'],305,305-*.2,[287],[0],What is the amount of emissions from energy and fuel related activities recorded in 2021 from the group in tonnes of CO2 equivalent?,475907.6,5,4
976,0,['terna_2023.pdf'],305,305-*.2,[287],[0],What was the total amount of emissions in tonnes of CO2 equivalent for upstream transportation and distribution in 2023 from terna?,6833.7,6,5
977,0,['terna_2023.pdf'],305,305-*.2,[287],[0],How much emissions in tonnes of CO2 equivalent from waste was generated by terna in operations in 2022?,3945.9,7,6
978,0,['terna_2023.pdf'],305,305-*.2,[287],[0],What was the terna’s business travel amount of emissions in tonnes of CO2 equivalent in 2021?,918,8,7
979,0,['terna_2023.pdf'],305,305-*.2,[287],[0],What is the emissions value in tonnes of CO2 equivalent for group employee commuting for 2023?,10075.9,9,2
980,0,['terna_2023.pdf'],305,305-*.2,[287],[0],How many emissions in tonnes of CO2 equivalent from downstream transportation and distribution from the group was reported in 2022?,233.2,10,3
981,0,['terna_2023.pdf'],305,305-*.2,[287],[0],What was the emissions in tonnes of CO2 equivalent related to the use of products sold by the group in 2021?,973225.1,11,4
982,0,['terna_2023.pdf'],305,305-*.2,[287],[0],What are the emissions in tonnes of CO2 equivalent given by end-of-life treatment of products sold in 2022 from the group?,105.4,12,3
983,0,['terna_2023.pdf'],306,306-3.1,[295],[0],What was the total weight of group’s waste produced in tonnes for the year 2023?,12368.9,3,3
984,0,['terna_2023.pdf'],306,306-4.2,[295],[0],How much waste from the group was sent for recovery in tonnes in 2022?,10948.3,4,4
985,0,['terna_2023.pdf'],306,306-4.2,[295],[0],What percentage of group’s waste was recovered in 2021?,84,5,5
986,0,['terna_2023.pdf'],306,306-5.1,[295],[0],What was the total amount of terna’s waste sent for disposal in tonnes for the year 2023?,1063.4,6,6
987,1,['terna_2023.pdf'],306,306-3.2,[295],[0],How many tonnes of hazardous waste were produced in 2022 by terna?,517.9,7,7
988,1,['terna_2023.pdf'],306,306-3.3,[295],[0],What was the quantity of non-hazardous waste sent for recovery in tonnes in 2021 by terna?,299.5,8,8
989,1,['terna_2023.pdf'],306,306-3.3,[295],[0],How much non-hazardous group special waste was produced in tonnes in 2023?,6561.6,20,3
990,1,['terna_2023.pdf'],306,306-3.2,[295],[0],What was the quantity of hazardous special waste sent for recovery from the group in tonnes in 2022?,5589.2,39,4
991,1,['terna_2023.pdf'],306,306-3.2,[295],[0],What was the total weight of hazardous waste from the group produced in tonnes for the year 2021?,5801.3,38,5
992,1,['terna_2023.pdf'],306,306-3.3,[295],[0],How many tonnes of non-hazardous packaging waste from terna were sent for recovery in 2023?,520.4,15,6
993,0,['terna_2023.pdf'],308,308-1.1,[224],[0],What was the percentage of new suppliers checked for additional social and environmental requirements in 2023?,72.4,3,2
994,0,['terna_2023.pdf'],308,308-1.1,[224],[0],What percentage of new suppliers were evaluated for additional social and environmental requirements in 2022?,76.3,3,3
995,0,['terna_2023.pdf'],308,308-1.1,[224],[0],What was the percentage of new suppliers checked for additional social and environmental requirements in 2021?,75.6,3,4
996,0,['terna_2023.pdf'],308,308-1.1,[224],[0],What percentage of new suppliers were checked for basic requirements in 2023?,100,2,2
997,0,['terna_2023.pdf'],308,308-1.1,[224],[0],What was the percentage of new suppliers checked for basic requirements in 2022?,100,2,3
998,0,['terna_2023.pdf'],308,308-1.1,[224],[0],What percentage of new suppliers were evaluated for basic requirements in 2021?,100,2,4
999,0,['terna_2023.pdf'],308,308-1.1,[223],[0],How many total active suppliers were there in 2023?,2349,3,2
1000,0,['terna_2023.pdf'],308,308-1.1,[223],[0],What percentage of total suppliers were active in 2024?,100,3,3
1001,0,['terna_2023.pdf'],308,308-1.1,[223],[0],What is the amount procured from suppliers subject to specific requirements in 2025?,3217,3,4
1002,0,['terna_2023.pdf'],308,308-1.1,[223],[0],What percentage of total suppliers will be active in 2026?,100,3,5
1003,0,['terna_2023.pdf'],308,308-1.1,[223],[0],What percentage of suppliers met basic requirements in 2023?,100,3,6
1004,0,['terna_2023.pdf'],308,308-1.1,[223],[0],What percentage of suppliers met additional social and environmental requirements?,96.5,3,7
1005,0,['terna_2023.pdf'],308,308-1.1,[223],[0],What percentage of suppliers met social and environmental qualification requirements?,10.2,3,8
1006,0,['terna_2023.pdf'],308,308-1.1,[223],[0],How many suppliers in percentage have assessed their country risk in 2026?,100,3,9
1007,0,['terna_2023.pdf'],308,308-1.1,[221],[0],How many qualification document checks were conducted in 2023?,526,2,2
1008,0,['terna_2023.pdf'],308,308-1.1,[221],[0],What was the total number of qualification document checks performed in 2022?,1287,2,3
1009,0,['terna_2023.pdf'],308,308-1.1,[221],[0],Can you tell me the number of qualification document checks that took place in 2021?,218,2,4
1010,0,['terna_2023.pdf'],308,308-1.1,[221],[0],What is the count of on-site qualification checks that occurred in 2023?,17,3,2
1011,0,['terna_2023.pdf'],308,308-1.1,[221],[0],How many on-site qualification checks were carried out in 2022?,13,3,3
1012,0,['terna_2023.pdf'],308,308-1.1,[221],[0],What was the number of on-site qualification checks conducted in 2021?,10,3,4
1013,1,['terna_2023.pdf'],308,308-1.1,[221],[0],How many on-site qualification checks for ESG objectives were done in 2023?,14,4,2
1014,1,['terna_2023.pdf'],308,308-1.1,[221],[0],What was the number of on-site qualification checks for ESG objectives in 2022?,13,4,3
1015,1,['terna_2023.pdf'],308,308-1.1,[221],[0],Can you provide the count of on-site qualification checks for ESG objectives in 2021?,7,4,4
1016,0,['terna_2023.pdf'],308,308-1.1,[221],[1],How many suppliers were revoked from the list in 2023?,1,2,2
1017,0,['terna_2023.pdf'],308,308-1.1,[221],[1],What was the total number of suppliers suspended in 2022?,7,3,3
1018,0,['terna_2023.pdf'],308,308-1.1,[221],[1],"In 2021, how many suppliers received warnings?",4,4,4
1019,0,['terna_2023.pdf'],308,308-1.1,[221],[1],What is the count of suppliers that were warned in 2023?,4,4,2
1020,0,['terna_2023.pdf'],308,308-1.1,[221],[1],How many suppliers were suspended in 2021?,4,3,4
1021,0,['terna_2023.pdf'],308,308-1.1,[221],[1],What was the number of suppliers revoked from the list in 2022?,0,2,3
1022,0,['terna_2023.pdf'],308,308-1.1,[221],[1],How many suppliers were suspended in 2023?,10,3,2
1023,0,['terna_2023.pdf'],308,308-1.1,[221],[2],How many contracted suppliers were there in 2023?,2349,2,3
1024,0,['terna_2023.pdf'],308,308-1.1,[221],[2],What was the number of contracted suppliers in 2022?,2354,2,4
1025,0,['terna_2023.pdf'],308,308-1.1,[221],[2],Can you tell me the number of contracted suppliers in 2021?,2265,2,5
1026,0,['terna_2023.pdf'],308,308-1.1,[221],[2],What percentage of EU calls for tender was there in 2023?,89,4,3
1027,0,['terna_2023.pdf'],308,308-1.1,[221],[2],What was the percentage of EU calls for tender in 2022?,77,4,4
1028,0,['terna_2023.pdf'],308,308-1.1,[221],[2],What percentage of EU calls for tender was recorded in 2021?,91,4,5
1029,0,['terna_2023.pdf'],308,308-1.1,[221],[2],What was the percentage of non-EU calls for tender in 2023?,5,5,3
1030,0,['terna_2023.pdf'],308,308-1.1,[221],[2],Can you provide the percentage of non-EU calls for tender in 2022?,10,5,4
1031,0,['terna_2023.pdf'],308,308-1.1,[221],[2],What was the percentage of non-EU calls for tender in 2021?,4,5,5
1032,0,['terna_2023.pdf'],308,308-1.1,[221],[2],What percentage of previously qualified suppliers was there in 2023?,4,6,3
1033,0,['terna_2023.pdf'],308,308-1.1,[221],[2],What was the percentage of previously qualified suppliers in 2022?,10,6,4
1034,0,['terna_2023.pdf'],308,308-1.1,[221],[2],Can you tell me the percentage of previously qualified suppliers in 2021?,4,6,5
1035,0,['terna_2023.pdf'],308,308-1.1,[221],[2],What was the percentage of one-off contracts in 2023?,2,7,3
1036,0,['terna_2023.pdf'],308,308-1.1,[221],[2],What percentage of one-off contracts was there in 2022?,2,7,4
1037,0,['terna_2023.pdf'],308,308-1.1,[221],[2],Can you provide the percentage of one-off contracts in 2021?,1,7,5
1038,0,['terna_2023.pdf'],308,308-1.1,[220],[0],How many active qualifications were recorded in 2023?,634,2,2
1039,1,['terna_2023.pdf'],308,308-1.1,[220],[0],What was the count of new qualifications added in 2022?,88,3,3
1040,0,['terna_2023.pdf'],308,308-1.1,[220],[0],What is the number of qualifications requiring an Environmental and Safety management system in 2021?,17,4,4
1041,1,['terna_2023.pdf'],308,308-1.1,[220],[0],How many new qualifications were there in 2023?,61,3,2
1042,0,['terna_2023.pdf'],308,308-1.1,[220],[0],What was the total number of active qualifications in 2022?,613,2,3
1043,0,['terna_2023.pdf'],308,308-1.1,[220],[0],How many qualifications required an Environmental and Safety management system in 2022?,304,4,3
1044,0,['terna_2023.pdf'],308,308-1.1,[220],[1],How many qualified categories were there in 2023?,53,2,2
1045,1,['terna_2023.pdf'],308,308-1.1,[220],[1],What was the number of newly qualified categories in 2022?,3,3,3
1046,0,['terna_2023.pdf'],308,308-1.1,[220],[1],"In 2021, how many qualifications required an Environmental and Safety management system?",17,4,4
1047,0,['terna_2023.pdf'],308,308-1.1,[220],[1],What was the total number of qualified categories in 2022?,53,2,3
1048,0,['terna_2023.pdf'],308,308-1.1,[220],[1],How many qualifications requiring an Environmental and Safety management system were there in 2023?,26,4,2
1049,1,['terna_2023.pdf'],308,308-1.1,[220],[1],How many newly qualified categories were there in 2021?,5,3,4
1050,1,['terna_2023.pdf'],308,308-1.1,[222],[0],What percentage of procurement in Italy was recorded in 2023?,57,3,2
1051,1,['terna_2023.pdf'],308,308-1.1,[222],[0],What was the percentage of overseas procurement in 2022?,2,4,3
1052,1,['terna_2023.pdf'],308,308-1.1,[222],[0],"In 2021, what percentage of procurement was attributed to goods?",86,6,4
1053,1,['terna_2023.pdf'],308,308-1.1,[222],[0],What percentage of procurement in works was noted in 2023?,53,7,2
1054,1,['terna_2023.pdf'],308,308-1.1,[222],[0],What was the percentage of services procurement in 2022?,25,8,3
1055,0,['terna_2023.pdf'],308,308-1.1,[222],[1],How many disputes with suppliers were pending in 2023?,36,2,2
1056,0,['terna_2023.pdf'],308,308-1.1,[222],[1],What was the number of disputes with suppliers that were pending in 2022?,37,2,3
1057,0,['terna_2023.pdf'],308,308-1.1,[222],[1],How many disputes with suppliers were pending in 2021?,35,2,4
1058,0,['terna_2023.pdf'],308,308-1.1,[222],[1],What is the count of disputes with suppliers that are currently in progress in 2023?,5,3,2
1059,0,['terna_2023.pdf'],308,308-1.1,[222],[1],How many disputes with suppliers were in progress in 2022?,3,3,3
1060,0,['terna_2023.pdf'],308,308-1.1,[222],[1],What was the number of disputes with suppliers that were in progress in 2021?,6,3,4
1061,0,['terna_2023.pdf'],308,308-1.1,[222],[1],How many disputes with suppliers were settled in 2023?,5,4,2
1062,0,['terna_2023.pdf'],308,308-1.1,[222],[1],What was the number of disputes with suppliers that were settled in 2022?,1,4,3
1063,0,['terna_2023.pdf'],308,308-1.1,[222],[1],How many disputes with suppliers were settled in 2021?,1,4,4
1064,0,['NYSE_AZ_2023.pdf'],302,302-1.7,[61],[1],What was the total energy consumption within the organization in 2023 in GJ?,1574357,4,3
1065,0,['NYSE_AZ_2023.pdf'],302,302-1.6,[61],[1],How much energy was consumed from office buildings in 2022 in GJ?,1578675,2,4
1066,0,['NYSE_AZ_2023.pdf'],302,302-1.6,[61],[1],What is the energy consumption from data centers in 2023 in GJ?,286312,3,3
1067,0,['NYSE_AZ_2023.pdf'],302,302-1.6,[61],[1],What was the energy consumption from office buildings per employee in 2023 in GJ/employee?,8.1,5,3
1068,0,['NYSE_AZ_2023.pdf'],302,302-1.6,[61],[1],What was the percentage reduction in energy consumption in office buildings per employee in 2023 since 2019?,47,6,3
1069,0,['NYSE_AZ_2023.pdf'],302,302-1.6,[61],[1],What is the percentage difference between 2023 and 2022 for the total energy consumption within the organization from office buildings in GJ?,21.9,2,5
1070,0,['NYSE_AZ_2023.pdf'],302,302-1.6,[61],[1],What is the percentage difference between 2023 and 2022 for the energy consumption from data centers in GJ?,12,3,5
1071,0,['NYSE_AZ_2023.pdf'],302,302-1.7,[61],[1],What is the percentage difference between 2023 and 2022 for the total energy consumption within the organization in GJ?,19.9,4,5
1072,0,['NYSE_AZ_2023.pdf'],302,302-1.6,[61],[1],What is the percentage difference between 2023 and 2022 for the energy consumption from office buildings per employee in GJ/employee?,22.3,5,5
1073,0,['NYSE_AZ_2023.pdf'],302,302-1.2,[61],[2],What was the electricity consumption in 2023 in the organization (%)?,72.5,2,2
1074,0,['NYSE_AZ_2023.pdf'],302,302-1.1,[61],[2],How much fossil fuels were consumed by the organization in 2022 (%)?,12.4,3,3
1075,0,['NYSE_AZ_2023.pdf'],302,302-1.3,[61],[2],What was the long distance heating consumption in 2023 (%)?,16.8,4,2
1076,0,['NYSE_AZ_2023.pdf'],302,302-1.6,[61],[2],What was the consumption from other sources in 2022 (%)?,1.4,5,3
1077,0,['NYSE_AZ_2023.pdf'],302,302-1.12,[61],[3],What was the amount of renewable electricity generated in joules for the year 2023?,1122821,2,3
1078,0,['NYSE_AZ_2023.pdf'],302,302-1.12,[61],[3],How much renewable electricity was produced in joules for the year 2022?,1153987,2,4
1079,0,['NYSE_AZ_2023.pdf'],302,302-1.12,[61],[3],What percentage of all electricity was renewable in 2023?,100,3,3
1080,0,['NYSE_AZ_2023.pdf'],302,302-1.12,[61],[3],What was the share of renewable electricity as a percentage of all electricity in 2022?,89,3,4
1081,0,['NYSE_AZ_2023.pdf'],302,302-1.12,[61],[3],What is the difference between 2023 and 2022 of the percentage of renewable electricity?,11,3,5
1082,0,['NYSE_AZ_2023.pdf'],302,302-1.12,[61],[3],What is the percentage difference between 2023 and 2022 for the amount of renewable electricity generated in joules?,2.7,2,5
1083,0,['NYSE_AZ_2023.pdf'],305,305-1.1,[60],[0],What were the Gross Scope 1 GHG emissions in 2023 in tonnes of CO2 equivalent?,31774,2,2
1084,0,['NYSE_AZ_2023.pdf'],305,305-2.2,[60],[0],What were the Gross market-based Scope 2 GHG emissions in 2022 in tonnes of CO2 equivalent?,30490,3,3
1085,0,['NYSE_AZ_2023.pdf'],305,305-2.1,[60],[0],What were the Gross location-based Scope 2 GHG emissions in 2023 in tonnes of CO2 equivalent?,112228,4,2
1086,0,['NYSE_AZ_2023.pdf'],305,305-3.1,[60],[0],What were the Gross Scope 3 GHG emissions in 2023 in tonnes of CO2 equivalent?,96745,5,2
1087,0,['NYSE_AZ_2023.pdf'],305,305-*.1,[60],[0],What were the Total emissions from own operation in 2022 in tonnes of CO2 equivalent?,153910,6,3
1088,0,['NYSE_AZ_2023.pdf'],305,305-1.1,[60],[0],What was the delta between 2023 and 2022 for the gross Scope 1 GHG emissions in tonnes of CO2 equivalent?,2.7,2,4
1089,0,['NYSE_AZ_2023.pdf'],305,305-2.2,[60],[0],What was the difference between 2023 and 2022 for the gross market-based Scope 2 GHG emissions in tonnes of CO2 equivalent?,74,3,4
1090,0,['NYSE_AZ_2023.pdf'],305,305-3.1,[60],[0],What was the difference between 2023 and 2022 for the gross Scope 3 GHG emissions in tonnes of CO2 equivalent?,4.6,5,4
