,old_index,checked,"Error (0 no error, 1 value err, 2 unrelated, 3 hierarchical)",pdf name,gri,gri_finegrained,page nbr,table nbr,question,value,row,column
924,1119,1,,terna_2023.pdf,305,305-1.5,282,1,What is the total amount of leakages of sulphur hexafluoride for the year 2021 in tonnes of CO2 equivalent?,61204.6,3,4
925,1120,1,,terna_2023.pdf,305,305-*.2,282,1,What was the consumption of diesel for motor vehicles in 2023 in tonnes of CO2 equivalent?,4039.6,4,2
926,1121,1,,terna_2023.pdf,305,305-*.2,282,1,How much diesel for motor vehicles was consumed in 2022 in tonnes of CO2 equivalent?,6198.7,4,3
927,1122,1,,terna_2023.pdf,305,305-*.2,282,1,What was the amount of diesel for motor vehicles used in 2021 in tonnes of CO2 equivalent?,6453.4,4,4
928,1123,1,,terna_2023.pdf,305,305-*.2,282,1,What was the petrol consumption for motor vehicles in 2023 in tonnes of CO2 equivalent?,1615.2,5,2
929,1124,1,,terna_2023.pdf,305,305-*.2,282,1,How much petrol for motor vehicles was consumed in 2022 in tonnes of CO2 equivalent?,103.2,5,3
930,1125,1,,terna_2023.pdf,305,305-*.2,282,1,What was the amount of petrol for motor vehicles used in 2021 in tonnes of CO2 equivalent?,95.7,5,4
931,1126,1,,terna_2023.pdf,305,305-*.2,282,1,What was the jet fuel consumption in 2023 in tonnes of CO2 equivalent?,1192.8,6,2
932,1127,1,,terna_2023.pdf,305,305-*.2,282,1,How much jet fuel was consumed in 2022 in tonnes of CO2 equivalent?,595.9,6,3
933,1128,1,,terna_2023.pdf,305,305-*.2,282,1,What was the amount of jet fuel used in 2021 in tonnes of CO2 equivalent?,452,6,4
934,1129,1,,terna_2023.pdf,305,305-*.2,282,1,What was the fuel oil consumption for heating and generators in 2023 in tonnes of CO2 equivalent?,233.3,7,2
935,1130,1,,terna_2023.pdf,305,305-*.2,282,1,How much fuel oil for heating and generators was consumed in 2022 in tonnes of CO2 equivalent?,336.5,7,3
936,1131,1,,terna_2023.pdf,305,305-*.2,282,1,What was the amount of fuel oil for heating and generators used in 2021 in tonnes of CO2 equivalent?,279.5,7,4
937,1132,1,,terna_2023.pdf,305,305-*.2,282,1,What was the natural gas consumption for heating in 2023 in tonnes of CO2 equivalent?,200.7,8,2
938,1133,1,,terna_2023.pdf,305,305-*.2,282,1,How much natural gas for heating was consumed in 2022 in tonnes of CO2 equivalent?,291.1,8,3
939,1134,1,,terna_2023.pdf,305,305-*.2,282,1,What was the amount of natural gas for heating used in 2021 in tonnes of CO2 equivalent?,196.5,8,4
940,1135,1,,terna_2023.pdf,305,305-*.2,282,1,What were the leakages of refrigerant gases in 2023 in tonnes of CO2 equivalent?,487,9,2
941,1136,1,,terna_2023.pdf,305,305-*.2,282,1,How much were the leakages of refrigerant gases recorded in 2022 in tonnes of CO2 equivalent?,219.2,9,3
942,1137,1,,terna_2023.pdf,305,305-*.2,282,1,What was the total amount of leakages of refrigerant gases for the year 2021 in tonnes of CO2 equivalent?,260.3,9,4
943,1138,1,,terna_2023.pdf,305,305-1.1,282,1,What were the direct emissions in 2023 in tonnes of CO2 equivalent?,71724.8,10,2
944,1139,1,,terna_2023.pdf,305,305-1.1,282,1,How much were the direct emissions recorded in 2022 in tonnes of CO2 equivalent?,72477.1,10,3
945,1140,1,,terna_2023.pdf,305,305-1.1,282,1,What was the direct emissions for the year 2021 in tonnes of CO2 equivalent?,68942,10,4
946,1141,1,,terna_2023.pdf,305,305-1.1,286,0,What were the direct emissions of the group in tonnes of CO2 equivalent for the year 2023?,77588.9,3,2
947,1142,1,,terna_2023.pdf,305,305-1.1,286,0,How many tonnes of CO2 equivalent were the direct emissions of the group in 2022?,76505.6,3,3
948,1143,1,,terna_2023.pdf,305,305-1.1,286,0,What is the total amount of direct emissions of the group in tonnes of CO2 equivalent recorded in 2021?,73203.7,3,4
949,1144,1,,terna_2023.pdf,305,305-*.7,286,0,What were the indirect emissions of the group in tonnes of CO2 equivalent for the year 2023?,1534836.9,4,2
950,1145,1,,terna_2023.pdf,305,305-*.7,286,0,How many tonnes of CO2 equivalent were the indirect emissions of the group in 2022?,1739906.5,4,3
951,1146,1,,terna_2023.pdf,305,305-*.7,286,0,What is the total amount of indirect emissions of the group in tonnes of CO2 equivalent recorded in 2021?,1662890.5,4,4
952,1147,1,,terna_2023.pdf,305,305-*.1,286,0,What were the total emissions in tonnes of CO2 equivalent for the year 2023?,1612425.8,5,2
953,1148,1,,terna_2023.pdf,305,305-*.1,286,0,How many tonnes of CO2 equivalent were the total emissions in 2022?,1816412.1,5,3
954,1149,1,,terna_2023.pdf,305,305-*.1,286,0,What is the total amount of emissions in tonnes of CO2 equivalent recorded in 2021?,1736094.2,5,4
955,1150,1,,terna_2023.pdf,305,305-1.1,286,1,What were the emissions (scope 1 and electricity) in tonnes of CO2 equivalent for the year 2023?,127345.5,2,2
956,1151,1,,terna_2023.pdf,305,305-1.1,286,1,How many tonnes of CO2 equivalent were emitted (scope 1 and electricity) in 2022?,136857.7,2,3
957,1152,1,,terna_2023.pdf,305,305-1.1,286,1,What were the emissions (scope 1 and electricity) in tonnes of CO2 equivalent for the year 2021?,130174.6,2,4
958,1153,1,,terna_2023.pdf,305,305-1.1,286,1,What is the percentage of emissions (scope 1 and electricity) in relation to revenue for the year 2023?,40,3,2
959,1154,1,,terna_2023.pdf,305,305-1.1,286,1,What was the emissions (scope 1 and electricity) in relation to revenue percentage for 2022?,46.2,3,3
960,1155,1,,terna_2023.pdf,305,305-1.1,286,1,What is the percentage of emissions (scope 1 and electricity) in relation to revenue for the year 2021?,50,3,4
961,1156,1,,terna_2023.pdf,305,305-*.7,284,0,What were the indirect group emissions in tonnes of CO2 equivalent for the year 2023?,1534836.9,3,2
962,1157,1,,terna_2023.pdf,305,305-*.7,284,0,What were the indirect group emissions in tonnes of CO2 equivalent for the year 2022?,1662890.5,3,3
963,1158,1,,terna_2023.pdf,305,305-*.7,284,0,What were the indirect group emissions in tonnes of CO2 equivalent for the year 2021?,1450131.4,3,4
964,1159,1,,terna_2023.pdf,305,305-*.7,284,0,What were the gross indirect GHG terna emissions in tonnes of CO2 equivalent for the year 2023?,1530657.7,3,5
965,1160,1,,terna_2023.pdf,305,305-*.7,284,0,What were the gross indirect GHG terna emissions in tonnes of CO2 equivalent for the year 2022?,1735046.6,3,6
966,1161,1,,terna_2023.pdf,305,305-*.7,284,0,What were the gross indirect GHG terna emissions in tonnes of CO2 equivalent for the year 2021?,1658342.6,3,7
967,1162,1,,terna_2023.pdf,305,305-*.2,284,1,What was the amount of electricity consumed in 2023 in tonnes of CO2 equivalent?,55620.7,2,2
968,1163,1,,terna_2023.pdf,305,305-*.2,284,1,How much electricity was consumed in 2022 in tonnes of CO2 equivalent?,64380.6,2,3
969,1164,1,,terna_2023.pdf,305,305-*.2,284,1,What was the electricity consumption in 2021 in tonnes of CO2 equivalent?,61232.6,2,4
970,1165,1,,terna_2023.pdf,305,305-*.2,284,1,What were the grid losses recorded in 2023 in tonnes of CO2 equivalent?,1475037,3,2
971,1166,1,,terna_2023.pdf,305,305-*.2,284,1,What were the grid losses for the year 2022 in tonnes of CO2 equivalent?,1670666,3,3
972,1167,1,,terna_2023.pdf,305,305-*.2,284,1,How much were the grid losses in 2021 in tonnes of CO2 equivalent?,1597110,3,4
973,1168,1,,terna_2023.pdf,305,305-*.2,287,0,What was the amount in tonnes of CO2 equivalent of emissions from purchased goods and services from the group in 2023?,152730.8,3,2
974,1169,1,,terna_2023.pdf,305,305-*.2,287,0,How much emissions from capital goods were reported from the group in tonnes of CO2 equivalent in 2022?,81294.8,4,3
975,1170,1,,terna_2023.pdf,305,305-*.2,287,0,What is the amount of emissions from energy and fuel related activities recorded in 2021 from the group in tonnes of CO2 equivalent?,475907.6,5,4
976,1171,1,,terna_2023.pdf,305,305-*.2,287,0,What was the total amount of emissions in tonnes of CO2 equivalent for upstream transportation and distribution in 2023 from terna?,6833.7,6,5
977,1172,1,,terna_2023.pdf,305,305-*.2,287,0,How much emissions in tonnes of CO2 equivalent from waste was generated by terna in operations in 2022?,3945.9,7,6
978,1173,1,,terna_2023.pdf,305,305-*.2,287,0,What was the terna’s business travel amount of emissions in tonnes of CO2 equivalent in 2021?,918,8,7
979,1174,1,,terna_2023.pdf,305,305-*.2,287,0,What is the emissions value in tonnes of CO2 equivalent for group employee commuting for 2023?,10075.9,9,2
980,1175,1,,terna_2023.pdf,305,305-*.2,287,0,How many emissions in tonnes of CO2 equivalent from downstream transportation and distribution from the group was reported in 2022?,233.2,10,3
981,1176,1,,terna_2023.pdf,305,305-*.2,287,0,What was the emissions in tonnes of CO2 equivalent related to the use of products sold by the group in 2021?,973225.1,11,4
982,1177,1,,terna_2023.pdf,305,305-*.2,287,0,What are the emissions in tonnes of CO2 equivalent given by end-of-life treatment of products sold in 2022 from the group?,105.4,12,3
983,1178,1,,terna_2023.pdf,306,306-3.1,295,0,What was the total weight of group’s waste produced in tonnes for the year 2023?,12368.9,3,3
984,1179,1,,terna_2023.pdf,306,306-4.2,295,0,How much waste from the group was sent for recovery in tonnes in 2022?,10948.3,4,4
985,1180,1,,terna_2023.pdf,306,306-4.2,295,0,What percentage of group’s waste was recovered in 2021?,84,5,5
986,1181,1,,terna_2023.pdf,306,306-5.1,295,0,What was the total amount of terna’s waste sent for disposal in tonnes for the year 2023?,1063.4,6,6
987,1182,1,3,terna_2023.pdf,306,306-3.2,295,0,How many tonnes of hazardous waste were produced in 2022 by terna?,517.9,7,7
988,1183,1,3,terna_2023.pdf,306,306-3.3,295,0,What was the quantity of non-hazardous waste sent for recovery in tonnes in 2021 by terna?,299.5,8,8
989,1184,1,3,terna_2023.pdf,306,306-3.3,295,0,How much non-hazardous group special waste was produced in tonnes in 2023?,6561.6,20,3
990,1185,1,3,terna_2023.pdf,306,306-3.2,295,0,What was the quantity of hazardous special waste sent for recovery from the group in tonnes in 2022?,5589.2,39,4
991,1186,1,3,terna_2023.pdf,306,306-3.2,295,0,What was the total weight of hazardous waste from the group produced in tonnes for the year 2021?,5801.3,38,5
992,1187,1,3,terna_2023.pdf,306,306-3.3,295,0,How many tonnes of non-hazardous packaging waste from terna were sent for recovery in 2023?,520.4,15,6
993,1188,1,,terna_2023.pdf,308,308-1.1,224,0,What was the percentage of new suppliers checked for additional social and environmental requirements in 2023?,72.4,3,2
994,1189,1,,terna_2023.pdf,308,308-1.1,224,0,What percentage of new suppliers were evaluated for additional social and environmental requirements in 2022?,76.3,3,3
995,1190,1,,terna_2023.pdf,308,308-1.1,224,0,What was the percentage of new suppliers checked for additional social and environmental requirements in 2021?,75.6,3,4
996,1191,1,,terna_2023.pdf,308,308-1.1,224,0,What percentage of new suppliers were checked for basic requirements in 2023?,100,2,2
997,1192,1,,terna_2023.pdf,308,308-1.1,224,0,What was the percentage of new suppliers checked for basic requirements in 2022?,100,2,3
998,1193,1,,terna_2023.pdf,308,308-1.1,224,0,What percentage of new suppliers were evaluated for basic requirements in 2021?,100,2,4
999,1194,1,,terna_2023.pdf,308,308-1.1,223,0,How many total active suppliers were there in 2023?,2349,3,2
1000,1195,1,,terna_2023.pdf,308,308-1.1,223,0,What percentage of total suppliers were active in 2024?,100,3,3
1001,1196,1,,terna_2023.pdf,308,308-1.1,223,0,What is the amount procured from suppliers subject to specific requirements in 2025?,3217,3,4
1002,1197,1,,terna_2023.pdf,308,308-1.1,223,0,What percentage of total suppliers will be active in 2026?,100,3,5
1003,1198,1,,terna_2023.pdf,308,308-1.1,223,0,What percentage of suppliers met basic requirements in 2023?,100,3,6
1004,1199,1,,terna_2023.pdf,308,308-1.1,223,0,What percentage of suppliers met additional social and environmental requirements?,96.5,3,7
1005,1200,1,,terna_2023.pdf,308,308-1.1,223,0,What percentage of suppliers met social and environmental qualification requirements?,10.2,3,8
1006,1201,1,,terna_2023.pdf,308,308-1.1,223,0,How many suppliers in percentage have assessed their country risk in 2026?,100,3,9
1007,1202,1,,terna_2023.pdf,308,308-1.1,221,0,How many qualification document checks were conducted in 2023?,526,2,2
1008,1203,1,,terna_2023.pdf,308,308-1.1,221,0,What was the total number of qualification document checks performed in 2022?,1287,2,3
1009,1204,1,,terna_2023.pdf,308,308-1.1,221,0,Can you tell me the number of qualification document checks that took place in 2021?,218,2,4
1010,1205,1,,terna_2023.pdf,308,308-1.1,221,0,What is the count of on-site qualification checks that occurred in 2023?,17,3,2
1011,1206,1,,terna_2023.pdf,308,308-1.1,221,0,How many on-site qualification checks were carried out in 2022?,13,3,3
1012,1207,1,,terna_2023.pdf,308,308-1.1,221,0,What was the number of on-site qualification checks conducted in 2021?,10,3,4
1013,1208,1,3,terna_2023.pdf,308,308-1.1,221,0,How many on-site qualification checks for ESG objectives were done in 2023?,14,4,2
1014,1209,1,3,terna_2023.pdf,308,308-1.1,221,0,What was the number of on-site qualification checks for ESG objectives in 2022?,13,4,3
1015,1210,1,3,terna_2023.pdf,308,308-1.1,221,0,Can you provide the count of on-site qualification checks for ESG objectives in 2021?,7,4,4
1016,1211,1,,terna_2023.pdf,308,308-1.1,221,1,How many suppliers were revoked from the list in 2023?,1,2,2
1017,1212,1,,terna_2023.pdf,308,308-1.1,221,1,What was the total number of suppliers suspended in 2022?,7,3,3
1018,1213,1,,terna_2023.pdf,308,308-1.1,221,1,"In 2021, how many suppliers received warnings?",4,4,4
1019,1214,1,,terna_2023.pdf,308,308-1.1,221,1,What is the count of suppliers that were warned in 2023?,4,4,2
1020,1215,1,,terna_2023.pdf,308,308-1.1,221,1,How many suppliers were suspended in 2021?,4,3,4
1021,1216,1,,terna_2023.pdf,308,308-1.1,221,1,What was the number of suppliers revoked from the list in 2022?,0,2,3
1022,1217,1,,terna_2023.pdf,308,308-1.1,221,1,How many suppliers were suspended in 2023?,10,3,2
1023,1218,1,,terna_2023.pdf,308,308-1.1,221,2,How many contracted suppliers were there in 2023?,2349,2,3
1024,1219,1,,terna_2023.pdf,308,308-1.1,221,2,What was the number of contracted suppliers in 2022?,2354,2,4
1025,1220,1,,terna_2023.pdf,308,308-1.1,221,2,Can you tell me the number of contracted suppliers in 2021?,2265,2,5
1026,1221,1,,terna_2023.pdf,308,308-1.1,221,2,What percentage of EU calls for tender was there in 2023?,89,4,3
1027,1222,1,,terna_2023.pdf,308,308-1.1,221,2,What was the percentage of EU calls for tender in 2022?,77,4,4
1028,1223,1,,terna_2023.pdf,308,308-1.1,221,2,What percentage of EU calls for tender was recorded in 2021?,91,4,5
1029,1224,1,,terna_2023.pdf,308,308-1.1,221,2,What was the percentage of non-EU calls for tender in 2023?,5,5,3
1030,1225,1,,terna_2023.pdf,308,308-1.1,221,2,Can you provide the percentage of non-EU calls for tender in 2022?,10,5,4
1031,1226,1,,terna_2023.pdf,308,308-1.1,221,2,What was the percentage of non-EU calls for tender in 2021?,4,5,5
1032,1227,1,,terna_2023.pdf,308,308-1.1,221,2,What percentage of previously qualified suppliers was there in 2023?,4,6,3
1033,1228,1,,terna_2023.pdf,308,308-1.1,221,2,What was the percentage of previously qualified suppliers in 2022?,10,6,4
1034,1229,1,,terna_2023.pdf,308,308-1.1,221,2,Can you tell me the percentage of previously qualified suppliers in 2021?,4,6,5
1035,1230,1,,terna_2023.pdf,308,308-1.1,221,2,What was the percentage of one-off contracts in 2023?,2,7,3
1036,1231,1,,terna_2023.pdf,308,308-1.1,221,2,What percentage of one-off contracts was there in 2022?,2,7,4
1037,1232,1,,terna_2023.pdf,308,308-1.1,221,2,Can you provide the percentage of one-off contracts in 2021?,1,7,5
1038,1233,1,,terna_2023.pdf,308,308-1.1,220,0,How many active qualifications were recorded in 2023?,634,2,2
1039,1234,1,3,terna_2023.pdf,308,308-1.1,220,0,What was the count of new qualifications added in 2022?,88,3,3
1040,1235,1,,terna_2023.pdf,308,308-1.1,220,0,What is the number of qualifications requiring an Environmental and Safety management system in 2021?,17,4,4
1041,1236,1,3,terna_2023.pdf,308,308-1.1,220,0,How many new qualifications were there in 2023?,61,3,2
1042,1237,1,,terna_2023.pdf,308,308-1.1,220,0,What was the total number of active qualifications in 2022?,613,2,3
1043,1238,1,,terna_2023.pdf,308,308-1.1,220,0,How many qualifications required an Environmental and Safety management system in 2022?,304,4,3
1044,1239,1,,terna_2023.pdf,308,308-1.1,220,1,How many qualified categories were there in 2023?,53,2,2
1045,1240,1,3,terna_2023.pdf,308,308-1.1,220,1,What was the number of newly qualified categories in 2022?,3,3,3
1046,1241,1,,terna_2023.pdf,308,308-1.1,220,1,"In 2021, how many qualifications required an Environmental and Safety management system?",17,4,4
1047,1242,1,,terna_2023.pdf,308,308-1.1,220,1,What was the total number of qualified categories in 2022?,53,2,3
1048,1243,1,,terna_2023.pdf,308,308-1.1,220,1,How many qualifications requiring an Environmental and Safety management system were there in 2023?,26,4,2
1049,1244,1,3,terna_2023.pdf,308,308-1.1,220,1,How many newly qualified categories were there in 2021?,5,3,4
1050,1245,1,3,terna_2023.pdf,308,308-1.1,222,0,What percentage of procurement in Italy was recorded in 2023?,57,3,2
1051,1246,1,3,terna_2023.pdf,308,308-1.1,222,0,What was the percentage of overseas procurement in 2022?,2,4,3
1052,1247,1,3,terna_2023.pdf,308,308-1.1,222,0,"In 2021, what percentage of procurement was attributed to goods?",86,6,4
1053,1248,1,3,terna_2023.pdf,308,308-1.1,222,0,What percentage of procurement in works was noted in 2023?,53,7,2
1054,1249,1,3,terna_2023.pdf,308,308-1.1,222,0,What was the percentage of services procurement in 2022?,25,8,3
1055,1250,1,,terna_2023.pdf,308,308-1.1,222,1,How many disputes with suppliers were pending in 2023?,36,2,2
1056,1251,1,,terna_2023.pdf,308,308-1.1,222,1,What was the number of disputes with suppliers that were pending in 2022?,37,2,3
1057,1252,1,,terna_2023.pdf,308,308-1.1,222,1,How many disputes with suppliers were pending in 2021?,35,2,4
1058,1253,1,,terna_2023.pdf,308,308-1.1,222,1,What is the count of disputes with suppliers that are currently in progress in 2023?,5,3,2
1059,1254,1,,terna_2023.pdf,308,308-1.1,222,1,How many disputes with suppliers were in progress in 2022?,3,3,3
1060,1255,1,,terna_2023.pdf,308,308-1.1,222,1,What was the number of disputes with suppliers that were in progress in 2021?,6,3,4
1061,1256,1,,terna_2023.pdf,308,308-1.1,222,1,How many disputes with suppliers were settled in 2023?,5,4,2
1062,1257,1,,terna_2023.pdf,308,308-1.1,222,1,What was the number of disputes with suppliers that were settled in 2022?,1,4,3
1063,1258,1,,terna_2023.pdf,308,308-1.1,222,1,How many disputes with suppliers were settled in 2021?,1,4,4
1064,1259,1,,NYSE_AZ_2023.pdf,302,302-1.7,61,1,What was the total energy consumption within the organization in 2023 in GJ?,1574357,4,3
1065,1260,1,,NYSE_AZ_2023.pdf,302,302-1.6,61,1,How much energy was consumed from office buildings in 2022 in GJ?,1578675,2,4
1066,1261,1,,NYSE_AZ_2023.pdf,302,302-1.6,61,1,What is the energy consumption from data centers in 2023 in GJ?,286312,3,3
1067,1262,1,,NYSE_AZ_2023.pdf,302,302-1.6,61,1,What was the energy consumption from office buildings per employee in 2023 in GJ/employee?,8.1,5,3
1068,1263,1,,NYSE_AZ_2023.pdf,302,302-1.6,61,1,What was the percentage reduction in energy consumption in office buildings per employee since 2019?,47,6,3
1069,1264,1,,NYSE_AZ_2023.pdf,302,302-1.6,61,1,What is the percentage difference between 2023 and 2022 for the total energy consumption within the organization from office buildings in GJ?,21.9,2,5
1070,1265,1,,NYSE_AZ_2023.pdf,302,302-1.6,61,1,What is the percentage difference between 2023 and 2022 for the energy consumption from data centers in GJ?,12,3,5
1071,1266,1,,NYSE_AZ_2023.pdf,302,302-1.7,61,1,What is the percentage difference between 2023 and 2022 for the total energy consumption within the organization in GJ?,19.9,4,5
1072,1267,1,,NYSE_AZ_2023.pdf,302,302-1.6,61,1,What is the percentage difference between 2023 and 2022 for the energy consumption from office buildings per employee in GJ/employee?,22.3,5,5
1073,1268,1,,NYSE_AZ_2023.pdf,302,302-1.2,61,2,What was the electricity consumption in 2023 in the organization (%)?,72.5,2,2
1074,1269,1,,NYSE_AZ_2023.pdf,302,302-1.1,61,2,How much fossil fuels were consumed by the organization in 2022 (%)?,12.4,3,3
1075,1270,1,,NYSE_AZ_2023.pdf,302,302-1.3,61,2,What was the long distance heating consumption in 2023 (%)?,16.8,4,2
1076,1271,1,,NYSE_AZ_2023.pdf,302,302-1.6,61,2,What was the consumption from other sources in 2022 (%)?,1.4,5,3
1077,1272,1,,NYSE_AZ_2023.pdf,302,302-1.12,61,3,What was the amount of renewable electricity generated in joules for the year 2023?,1122821,2,3
1078,1273,1,,NYSE_AZ_2023.pdf,302,302-1.12,61,3,How much renewable electricity was produced in joules for the year 2022?,1153987,2,4
1079,1274,1,,NYSE_AZ_2023.pdf,302,302-1.12,61,3,What percentage of all electricity was renewable in 2023?,100,3,3
1080,1275,1,,NYSE_AZ_2023.pdf,302,302-1.12,61,3,What was the share of renewable electricity as a percentage of all electricity in 2022?,89,3,4
1081,1276,1,,NYSE_AZ_2023.pdf,302,302-1.12,61,3,What is the difference between 2023 and 2022 of the percentage of renewable electricity?,11,3,5
1082,1277,1,,NYSE_AZ_2023.pdf,302,302-1.12,61,3,What is the percentage difference between 2023 and 2022 for the amount of renewable electricity generated in joules?,2.7,2,5
1083,1278,1,,NYSE_AZ_2023.pdf,305,305-1.1,60,0,What were the Gross Scope 1 GHG emissions in 2023 in tonnes of CO2 equivalent?,31774,2,2
1084,1279,1,,NYSE_AZ_2023.pdf,305,305-2.2,60,0,What were the Gross market-based Scope 2 GHG emissions in 2022 in tonnes of CO2 equivalent?,30490,3,3
1085,1280,1,,NYSE_AZ_2023.pdf,305,305-2.1,60,0,What were the Gross location-based Scope 2 GHG emissions in 2023 in tonnes of CO2 equivalent?,112228,4,2
1086,1281,1,,NYSE_AZ_2023.pdf,305,305-3.1,60,0,What were the Gross Scope 3 GHG emissions in 2023 in tonnes of CO2 equivalent?,96745,5,2
1087,1282,1,,NYSE_AZ_2023.pdf,305,305-*.1,60,0,What were the Total emissions from own operation in 2022 in tonnes of CO2 equivalent?,153910,6,3
1088,1283,1,,NYSE_AZ_2023.pdf,305,305-1.1,60,0,What was the delta between 2023 and 2022 for the gross Scope 1 GHG emissions in tonnes of CO2 equivalent?,2.7,2,4
1089,1284,1,,NYSE_AZ_2023.pdf,305,305-2.2,60,0,What was the difference between 2023 and 2022 for the gross market-based Scope 2 GHG emissions in tonnes of CO2 equivalent?,74,3,4
1090,1285,1,,NYSE_AZ_2023.pdf,305,305-3.1,60,0,What was the difference between 2023 and 2022 for the gross Scope 3 GHG emissions in tonnes of CO2 equivalent?,4.6,5,4
1091,1286,1,,NYSE_AZ_2023.pdf,305,305-*.1,60,0,What was the difference between 2023 and 2022 for the total emissions from own operation in tonnes of CO2 equivalent?,11.3,6,4
1092,1287,1,,NYSE_AZ_2023.pdf,305,305-*.2,54,0,What is the target value for commercial emissions in kt CO2e/€ mn GWP for the year 2030?,0.14,2,3
1093,1288,1,,NYSE_AZ_2023.pdf,305,305-*.2,54,0,What was the baseline value for retail motor emissions in mn t CO2 for the year 2022?,2.1,3,4
1094,1289,1,,NYSE_AZ_2023.pdf,305,305-*.2,54,0,By what percentage does the target for commercial emissions in 2030 exceed the baseline for 2022?,-45,2,5
1095,1290,1,,NYSE_AZ_2023.pdf,305,305-*.2,54,0,What is the percentage difference between the target and baseline for retail motor emissions in 2030 compared to 2022?,-30,3,5
1096,1291,1,,NYSE_AZ_2023.pdf,305,305-*.1,61,0,What is the emissions target for the year 2030 in tonnes of CO2 equivalent?,0.828,2,2
1097,1294,1,,NYSE_AZ_2023.pdf,305,305-*.1,61,0,What were the emissions in 2023 in tonnes of CO2 equivalent?,0.894,2,6
1098,1295,1,,NYSE_AZ_2023.pdf,305,305-*.1,61,0,What is the emissions baseline in 2019 in tonnes of CO2 equivalent?,2.367,2,7
1099,1296,1,,NYSE_AZ_2023.pdf,305,305-*.1,61,0,What is the percentage delta of the target for 2030 compared to the baseline of 2019?,65,2,8
1100,1297,1,,NYSE_AZ_2023.pdf,305,305-*.1,61,0,What is the percentage delta of the target for 2025 compared to the baseline of 2019?,50,2,9
1101,1298,1,,NYSE_AZ_2023.pdf,305,305-*.1,58,0,What are the 2030 target emissions in t CO2e/€ mn for all corporates invested?,54,2,5
1102,1299,1,3,NYSE_AZ_2023.pdf,305,305-*.1,58,0,What are the 2023 emissions for listed corporates in mn t CO2e?,14,3,6
1103,1300,1,,NYSE_AZ_2023.pdf,305,305-*.1,58,0,What are the 2019 emissions for listed corporates in mn t CO2e?,24.9,3,7
1104,1301,1,,NYSE_AZ_2023.pdf,305,305-*.1,58,0,What is the delta target emissions for all corporates (%)?,50,2,8
1105,1308,1,0,heidelberg-materials_2023.pdf,301,301-3.1,358,0,What was the production volume of recycled aggregates in 2022 in million t?,3.8,10,3
1106,1309,1,0,heidelberg-materials_2023.pdf,301,301-3.1,358,0,What percentage of total aggregates production was made up of recycled aggregates in 2021?,1.1,11,2
1107,1310,1,0,heidelberg-materials_2023.pdf,301,301-1.1,358,0,What was the percentage of alternative raw materials contained in other building materials such as asphalt in 2022?,12.1,12,3
1108,1317,1,0,heidelberg-materials_2023.pdf,302,302-1.8,356,0,What was the percentage of renewable energy consumption in 2021?,9.1,2,3
1109,1318,1,0,heidelberg-materials_2023.pdf,302,302-1.8,356,0,What was the percentage of renewable energy consumption in 2022?,10.7,2,4
1110,1319,1,0,heidelberg-materials_2023.pdf,302,302-1.8,356,0,What was the percentage of renewable energy consumption in 2023?,12.3,2,5
1111,1320,1,3,heidelberg-materials_2023.pdf,302,302-1.6,356,0,What was the specific energy consumption for cement in 1990 in MJ/t?,4186,4,2
1112,1321,1,3,heidelberg-materials_2023.pdf,302,302-1.6,356,0,What was the specific energy consumption for cement in 2021 in MJ/t?,3093,4,3
1113,1322,1,3,heidelberg-materials_2023.pdf,302,302-1.6,356,0,What was the specific energy consumption for cement in 2022 in MJ/t?,3037,4,4
1114,1323,1,3,heidelberg-materials_2023.pdf,302,302-1.6,356,0,What was the specific energy consumption for cement in 2023 in MJ/t?,2981,4,5
1115,1324,1,3,heidelberg-materials_2023.pdf,302,302-1.6,356,0,What was the energy consumption for clinker production in 1990 in MJ/t?,4359,5,2
1116,1325,1,3,heidelberg-materials_2023.pdf,302,302-1.6,356,0,What was the energy consumption for clinker production in 2021 in MJ/t?,3859,5,3
1117,1326,1,3,heidelberg-materials_2023.pdf,302,302-1.6,356,0,What was the energy consumption for clinker production in 2022 in MJ/t?,3880,5,4
1118,1327,1,3,heidelberg-materials_2023.pdf,302,302-1.6,356,0,What was the energy consumption for clinker production in 2023 in MJ/t?,3864,5,5
1119,1328,1,3,heidelberg-materials_2023.pdf,301,301-1.1,356,0,What was the percentage of hard coal used in clinker production in 2021?,41.7,8,3
1120,1329,1,3,heidelberg-materials_2023.pdf,301,301-1.1,356,0,What was the percentage of hard coal used in clinker production in 2022?,37.3,8,4
1121,1330,1,3,heidelberg-materials_2023.pdf,301,301-1.1,356,0,What was the percentage of hard coal used in clinker production in 2023?,34.5,8,5
1122,1331,1,3,heidelberg-materials_2023.pdf,301,301-1.1,356,0,What was the percentage of petroleum coke used in clinker production in 2021?,18.9,10,3
1123,1332,1,3,heidelberg-materials_2023.pdf,301,301-1.1,356,0,What was the percentage of petroleum coke used in clinker production in 2022?,20.9,10,4
1124,1333,1,3,heidelberg-materials_2023.pdf,301,301-1.1,356,0,What was the percentage of petroleum coke used in clinker production in 2023?,20.9,10,5
1125,1334,1,3,heidelberg-materials_2023.pdf,301,301-1.1,356,0,What was the percentage of natural gas used in clinker production in 2021?,10.6,11,3
1126,1335,1,3,heidelberg-materials_2023.pdf,301,301-1.1,356,0,What was the percentage of natural gas used in clinker production in 2022?,10.8,11,4
