Unnamed: 0,pdf name,page nbr,table nbr,answer_value,answer_company,unit,years,question,question_type_ext,gri,value
132,"['OTC_BAMGF_2023', 'OTC_BAYZF_2023', 'OTC_CRERF_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['310', '132', '72', '139', '47']","['0', '0', '0', '0', '0']",1.8,['OTC_BAYZF'],,"[2023, 2022]",Which company has the smallest percentage variation in water consumption from 2022 to 2023 among the following companies?,multistep_sup,303,OTC_BAYZF
133,"['OTC_DPSGY_2023', 'deutsche-telekom-ag_2023', 'heidelberg-materials_2023', 'munich-re_2023', 'prosiebensat1-media_2023']","['3', '46', '374', '47', '64']","['0', '0', '0', '1', '0']",94006.05,['heidelberg-materials'],GWh,"[2023, 2022]",Which company has the highest average energy consumed in the last 2 years among the following companies in GWh?,multistep_sup,302,heidelberg-materials
134,"['NYSE_TTE_2023', 'OTC_DPSGY_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'prosiebensat1-media_2023']","['381', '3', '310', '374', '64']","['0', '0', '1', '0', '0']",66.59,['prosiebensat1-media'],,"[2023, 2022]",Which company has the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,multistep_sup,302,prosiebensat1-media
135,"['NYSE_TTE_2023', 'OTC_BAMGF_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'vivendi_2023']","['387', '311', '309', '358', '140']","['3', '0', '0', '0', '0']",873.13,['OTC_BAMGF'],kt,"[2023, 2022]",What is the highest average amount of waste generated in the years 2023 and 2022 among the following companies in kt?,multistep_sup,306,873.13
136,"['OTC_ADDDF_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'munich-re_2023', 'vivendi_2023']","['84', '137', '79', '46', '105']","['0', '0', '0', '0', '0']",1605647.0,['vivendi'],tons CO2e,"[2023, 2022]",Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tons CO2e?,multistep_sup,305,vivendi
137,"['OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023', 'axa_2023', 'vivendi_2023']","['84', '63', '79', '179', '105']","['0', '0', '0', '0', '0']",109.3,['OTC_RWNEF'],Million metric tons of CO2 equivalents,[2022],What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in Million metric tons of CO2 equivalents?,multistep_sup,305,109.3
138,"['NASDAQ_DASTY_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'munich-re_2023', 'vivendi_2023']","['141', '137', '79', '46', '105']","['0', '0', '0', '0', '0']",358.82,['OTC_RWNEF'],,[2022],What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,multistep_sup,305,358.82
139,"['NASDAQ_DASTY_2023', 'OTC_BAYZF_2023', 'axa_2023', 'munich-re_2023', 'vivendi_2023']","['141', '63', '179', '46', '105']","['0', '0', '0', '0', '0']",[0.   0.01 0.02],"['NASDAQ_DASTY', 'vivendi', 'axa']",Million metric tons of CO2 equivalents,"[2023, 2022]",Which companies have the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in Million metric tons of CO2 equivalents?,multistep_rank,305,"NASDAQ_DASTY, vivendi, axa"
140,"['OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023', 'axa_2023', 'munich-re_2023']","['84', '63', '79', '179', '46']","['0', '0', '0', '0', '0']",[7.365e+01 1.900e+00 4.000e-02],"['OTC_RWNEF', 'OTC_BAYZF', 'munich-re']",million mt CO2e,"[2023, 2022]",What are the 3 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in million mt CO2e?,multistep_rank,305,"73.65, 1.9, 0.04"
141,"['NASDAQ_DASTY_2023', 'OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'axa_2023']","['141', '84', '63', '137', '179']","['0', '0', '0', '0', '0']",18.12,[],,[2023],What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,multistep_mean,305,18.12
142,"['OTC_BAMGF_2023', 'OTC_BAYZF_2023', 'OTC_CRERF_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['310', '132', '72', '139', '47']","['0', '0', '0', '0', '0']",[ 909727. 9889305.],"['munich-re', 'OTC_BAMGF']",m3,"[2023, 2022]",Which companies have the top 2 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in m3?,multistep_rank,303,"munich-re, OTC_BAMGF"
143,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_DPSGY_2023', 'OTC_SU_2023', 'munich-re_2023']","['117', '381', '3', '310', '47']","['0', '0', '0', '1', '1']",9.49,[],,"[2023, 2022]",What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,multistep_mean,302,9.49
144,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023', 'axa_2023']","['60', '84', '63', '79', '179']","['0', '0', '0', '0', '0']",[7.36500e+07 1.90000e+06 3.13635e+04 2.18175e+04],"['OTC_RWNEF', 'OTC_BAYZF', 'NYSE_AZ', 'OTC_ADDDF']",tCO2e,"[2023, 2022]",Which companies have the 4 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2e?,multistep_rank,305,"OTC_RWNEF, OTC_BAYZF, NYSE_AZ, OTC_ADDDF"
145,"['OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'axa_2023', 'munich-re_2023', 'vivendi_2023']","['63', '137', '179', '46', '105']","['0', '0', '0', '0', '0']",0.96,['axa'],MtCO2eq,"[2023, 2022]",What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in MtCO2eq?,multistep_sup,305,0.96
146,"['NASDAQ_DASTY_2023', 'OTC_DPSGY_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'munich-re_2023']","['117', '3', '310', '374', '47']","['0', '0', '1', '0', '1']",20.01,['munich-re'],,"[2023, 2022]",Which company has the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,multistep_sup,302,munich-re
147,"['NASDAQ_DASTY_2023', 'NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_RWNEF_2023', 'axa_2023']","['141', '60', '84', '79', '179']","['0', '0', '0', '0', '0']",83.7,['OTC_RWNEF'],million mt CO2e,[2023],What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in million mt CO2e?,multistep_sup,305,83.7
148,"['OTC_ADDDF_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'munich-re_2023', 'vivendi_2023']","['84', '137', '79', '46', '105']","['0', '0', '0', '0', '0']",1605647.0,['vivendi'],tons CO2e,"[2023, 2022]",What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tons CO2e?,multistep_sup,305,1605647.0
