,GRI,GRI finegrained,Operation,PDF name,Page numbers,Table numbers,Row numbers
48,302,302-1.7,rel_superlative,"['OTC_SU_2023.pdf', 'fresenius_2023.pdf', 'NYSE_TTE_2023.pdf', 'NYSE_TTE_2023.pdf', 'OTC_DPSGY_2023.pdf', 'OTC_DPSGY_2023.pdf', 'prosiebensat1-media_2023.pdf', 'OTC_BAYZF_2023.pdf', 'NASDAQ_DASTY_2023.pdf', 'terna_2023.pdf', 'terna_2023.pdf', 'NYSE_AZ_2023.pdf', 'heidelberg-materials_2023.pdf', 'munich-re_2023.pdf', 'OTC_SAPMY_2023.pdf', 'vivendi_2023.pdf', 'OTC_BAMGF_2023.pdf', 'deutsche-telekom-ag_2023.pdf', 'deutsche-telekom-ag_2023.pdf', 'deutsche-telekom-ag_2023.pdf', 'OTC_CRERF_2023.pdf']","[[310], [191], [381, 619], [68, 3], [64], [132], [117], [287, 288], [61], [374], [47], [144], [141], [308], [2, 46, 136], [87]]","[[1], [0], [0, 2], [0, 0], [0], [0], [0], [1, 0], [1], [0], [1], [0], [0], [0], [0, 0, 0], [0]]","[['4'], ['5'], ['25', '2'], ['2', '4'], ['2'], ['21'], ['4'], ['5', '8'], ['4'], ['16'], ['11'], ['3'], ['19'], ['3'], ['44', '4', '5'], ['6']]"
49,302,302-1.8,rel_ranking,"['OTC_SU_2023.pdf', 'OTC_SU_2023.pdf', 'NYSE_TTE_2023.pdf', 'NYSE_TTE_2023.pdf', 'OTC_DPSGY_2023.pdf', 'OTC_DPSGY_2023.pdf', 'prosiebensat1-media_2023.pdf', 'NASDAQ_DASTY_2023.pdf', 'NASDAQ_DASTY_2023.pdf', 'heidelberg-materials_2023.pdf', 'heidelberg-materials_2023.pdf', 'munich-re_2023.pdf', 'OTC_SAPMY_2023.pdf', 'OTC_SAPMY_2023.pdf', 'vivendi_2023.pdf', 'vivendi_2023.pdf', 'OTC_BAMGF_2023.pdf', 'OTC_MBGAF_2023.pdf', 'OTC_CRERF_2023.pdf']","[[311, 310], [381, 619], [68, 3], [64], [110, 117], [356, 374], [47], [144, 145], [106, 106], [308], [86], [86]]","[[0, 1], [0, 2], [0, 0], [0], [0, 0], [0, 0], [1], [0, 0], [0, 1], [0], [0], [0]]","[['3', '11'], ['26', '3'], ['7', '5'], ['3'], ['2', '6'], ['2', '19'], ['7'], ['6', '8'], ['5', '3'], ['17'], ['4'], ['16']]"
50,305,305-*.1,quant_sum,"['fresenius_2023.pdf', 'OTC_DPSGY_2023.pdf', 'OTC_DPSGY_2023.pdf', 'commerzbank_2023.pdf', 'prosiebensat1-media_2023.pdf', 'prosiebensat1-media_2023.pdf', 'NASDAQ_DASTY_2023.pdf', 'talanx_2023.pdf', 'terna_2023.pdf', 'NYSE_AZ_2023.pdf', 'NYSE_AZ_2023.pdf', 'NYSE_AZ_2023.pdf', 'heidelberg-materials_2023.pdf', 'heidelberg-materials_2023.pdf', 'heidelberg-materials_2023.pdf', 'heidelberg-materials_2023.pdf', 'OTC_ESOCF_2023.pdf', 'OTC_ESOCF_2023.pdf', 'munich-re_2023.pdf', 'munich-re_2023.pdf', 'munich-re_2023.pdf', 'OTC_SAPMY_2023.pdf', 'OTC_BAMGF_2023.pdf', 'deutsche-telekom-ag_2023.pdf', 'hugo-boss_2023.pdf', 'OTC_ADDDF_2023.pdf', 'OTC_RWNEF_2023.pdf', 'OTC_RWNEF_2023.pdf', 'OTC_RWNEF_2023.pdf']","[[197], [66, 68], [69], [65, 66], [141], [97], [286], [60, 61, 58], [374, 37, 81, 118], [88, 137], [46, 29, 29], [148], [306], [2], [81], [84], [79, 80, 45]]","[[0], [0, 1], [0], [0, 0], [0], [0], [0], [0, 0, 0], [0, 0, 0, 0], [0, 0], [1, 0, 1], [0], [0], [0], [0], [0], [0, 1, 1]]","[['11'], ['17', '2'], ['6'], ['15', '2'], ['23'], ['15'], ['5'], ['6', '2', '2'], ['4', '7', '4', '2'], ['7', '12'], ['4', '2', '2'], ['5'], ['2'], ['45'], ['18'], ['18'], ['16', '2', '9']]"
51,305,"305-*.1, 305-*.2",quant_avg,"['OTC_ESOCF_2023.pdf', 'brenntag_2023.pdf', 'brenntag_2023.pdf', 'OTC_SAPMY_2023.pdf', 'vivendi_2023.pdf', 'vivendi_2023.pdf', 'OTC_BAMGF_2023.pdf', 'OTC_BAMGF_2023.pdf', 'OTC_BAMGF_2023.pdf', 'OTC_MBGAF_2023.pdf', 'hugo-boss_2023.pdf', 'OTC_LVMUY_2023.pdf', 'OTC_ADDDF_2023.pdf', 'OTC_CRERF_2023.pdf', 'OTC_CRERF_2023.pdf', 'OTC_CRERF_2023.pdf', 'OTC_RWNEF_2023.pdf']","[[137], [110, 112], [147], [142, 108], [306, 307, 309], [350], [81], [167], [84], [87, 91, 88], [45]]","[[0], [1, 0], [1], [0, 0], [0, 0, 0], [0], [0], [0], [0], [0, 0, 0], [1]]","[['6'], ['11', '2'], ['2'], ['20', '2'], ['6', '4', '3'], ['8'], ['2'], ['2'], ['6'], ['2', '4', '4'], ['5']]"
52,305,305-1.1,multistep,"['axa_2023.pdf', 'OTC_SU_2023.pdf', 'fresenius_2023.pdf', 'NYSE_TTE_2023.pdf', 'OTC_DPSGY_2023.pdf', 'commerzbank_2023.pdf', 'prosiebensat1-media_2023.pdf', 'OTC_BAYZF_2023.pdf', 'NASDAQ_DASTY_2023.pdf', 'terna_2023.pdf', 'terna_2023.pdf', 'terna_2023.pdf', 'terna_2023.pdf', 'NYSE_AZ_2023.pdf', 'heidelberg-materials_2023.pdf', 'heidelberg-materials_2023.pdf', 'OTC_ESOCF_2023.pdf', 'brenntag_2023.pdf', 'munich-re_2023.pdf', 'munich-re_2023.pdf', 'vivendi_2023.pdf', 'vivendi_2023.pdf', 'hugo-boss_2023.pdf', 'OTC_ADDDF_2023.pdf', 'OTC_CRERF_2023.pdf', 'OTC_RWNEF_2023.pdf']","[[179], [311], [197], [184], [66], [69], [65], [63], [141], [282, 282, 286, 286], [60], [374, 37], [137], [110], [46, 46], [142, 105], [81], [84], [86], [79]]","[[0], [1], [0], [0], [0], [0], [0], [0], [0], [0, 1, 0, 1], [0], [0, 0], [0], [1], [0, 1], [0, 0], [0], [0], [0], [0]]","[['3'], ['6'], ['12'], ['3'], ['3'], ['2'], ['2'], ['3'], ['5'], ['3', '10', '3', '2'], ['2'], ['3', '2'], ['2'], ['3'], ['3', '4'], ['6', '2'], ['4'], ['2'], ['4'], ['2']]"
53,305,305-2.2,multistep,"['axa_2023.pdf', 'OTC_DPSGY_2023.pdf', 'commerzbank_2023.pdf', 'OTC_BAYZF_2023.pdf', 'NASDAQ_DASTY_2023.pdf', 'NYSE_AZ_2023.pdf', 'OTC_ESOCF_2023.pdf', 'brenntag_2023.pdf', 'munich-re_2023.pdf', 'vivendi_2023.pdf', 'vivendi_2023.pdf', 'hugo-boss_2023.pdf', 'OTC_ADDDF_2023.pdf', 'OTC_CRERF_2023.pdf']","[[179], [66], [69], [63], [141], [60], [137], [110], [46], [142, 105], [81], [84], [86]]","[[0], [0], [0], [0], [0], [0], [0], [1], [1], [0, 0], [0], [0], [0]]","[['5'], ['9'], ['4'], ['4'], ['11'], ['3'], ['4'], ['10'], ['6'], ['7', '3'], ['7'], ['7'], ['5']]"
54,305,305-3.1,multistep,"['OTC_SU_2023.pdf', 'OTC_SU_2023.pdf', 'NYSE_TTE_2023.pdf', 'NYSE_TTE_2023.pdf', 'NYSE_TTE_2023.pdf', 'OTC_DPSGY_2023.pdf', 'commerzbank_2023.pdf', 'prosiebensat1-media_2023.pdf', 'OTC_BAYZF_2023.pdf', 'NASDAQ_DASTY_2023.pdf', 'NYSE_AZ_2023.pdf', 'heidelberg-materials_2023.pdf', 'OTC_ESOCF_2023.pdf', 'munich-re_2023.pdf', 'munich-re_2023.pdf', 'vivendi_2023.pdf', 'vivendi_2023.pdf', 'vivendi_2023.pdf', 'OTC_BAMGF_2023.pdf', 'hugo-boss_2023.pdf', 'OTC_ADDDF_2023.pdf', 'OTC_CRERF_2023.pdf', 'OTC_RWNEF_2023.pdf']","[[312, 311], [619, 17, 383], [66], [69], [65], [63], [141], [60], [37], [137], [46, 46], [142, 105, 106], [307], [81], [84], [91], [79]]","[[0, 1], [0, 0, 0], [0], [0], [0], [0], [0], [0], [0], [0], [0, 1], [0, 0, 0], [0], [0], [0], [0], [0]]","[['3', '20'], ['2', '8', '2'], ['12'], ['5'], ['9'], ['6'], ['14'], ['5'], ['6'], ['5'], ['6', '7'], ['26', '7', '3'], ['3'], ['17'], ['12'], ['2'], ['4']]"
55,306,306-3.1,multistep,"['axa_2023.pdf', 'OTC_SU_2023.pdf', 'OTC_BAYZF_2023.pdf', 'NASDAQ_DASTY_2023.pdf', 'NASDAQ_DASTY_2023.pdf', 'terna_2023.pdf', 'heidelberg-materials_2023.pdf', 'OTC_SAPMY_2023.pdf', 'vivendi_2023.pdf', 'OTC_BAMGF_2023.pdf', 'OTC_CRERF_2023.pdf']","[[183], [309], [132], [125, 141], [295], [358], [154], [140], [311], [79]]","[[0], [0], [0], [0, 0], [0], [0], [0], [0], [0], [0]]","[['33'], ['3'], ['24'], ['2', '31'], ['3'], ['21'], ['3'], ['9'], ['2'], ['3']]"
56,302,302-1.7,rel_superlative,"['OTC_SU_2023.pdf', 'fresenius_2023.pdf', 'NYSE_TTE_2023.pdf', 'NYSE_TTE_2023.pdf', 'OTC_DPSGY_2023.pdf', 'OTC_DPSGY_2023.pdf', 'prosiebensat1-media_2023.pdf', 'OTC_BAYZF_2023.pdf', 'NASDAQ_DASTY_2023.pdf', 'terna_2023.pdf', 'terna_2023.pdf', 'NYSE_AZ_2023.pdf', 'heidelberg-materials_2023.pdf', 'munich-re_2023.pdf', 'OTC_SAPMY_2023.pdf', 'vivendi_2023.pdf', 'OTC_BAMGF_2023.pdf', 'deutsche-telekom-ag_2023.pdf', 'deutsche-telekom-ag_2023.pdf', 'deutsche-telekom-ag_2023.pdf', 'OTC_CRERF_2023.pdf']","[[310], [191], [381, 619], [68, 3], [64], [132], [117], [287, 288], [61], [374], [47], [144], [141], [308], [2, 46, 136], [87]]","[[1], [0], [0, 2], [0, 0], [0], [0], [0], [1, 0], [1], [0], [1], [0], [0], [0], [0, 0, 0], [0]]","[['4'], ['5'], ['25', '2'], ['2', '4'], ['2'], ['21'], ['4'], ['5', '8'], ['4'], ['16'], ['11'], ['3'], ['19'], ['3'], ['44', '4', '5'], ['6']]"
57,302,302-1.8,rel_ranking,"['OTC_SU_2023.pdf', 'OTC_SU_2023.pdf', 'NYSE_TTE_2023.pdf', 'NYSE_TTE_2023.pdf', 'OTC_DPSGY_2023.pdf', 'OTC_DPSGY_2023.pdf', 'prosiebensat1-media_2023.pdf', 'NASDAQ_DASTY_2023.pdf', 'NASDAQ_DASTY_2023.pdf', 'heidelberg-materials_2023.pdf', 'heidelberg-materials_2023.pdf', 'munich-re_2023.pdf', 'OTC_SAPMY_2023.pdf', 'OTC_SAPMY_2023.pdf', 'vivendi_2023.pdf', 'vivendi_2023.pdf', 'OTC_BAMGF_2023.pdf', 'OTC_MBGAF_2023.pdf', 'OTC_CRERF_2023.pdf']","[[311, 310], [381, 619], [68, 3], [64], [110, 117], [356, 374], [47], [144, 145], [106, 106], [308], [86], [86]]","[[0, 1], [0, 2], [0, 0], [0], [0, 0], [0, 0], [1], [0, 0], [0, 1], [0], [0], [0]]","[['3', '11'], ['26', '3'], ['7', '5'], ['3'], ['2', '6'], ['2', '19'], ['7'], ['6', '8'], ['5', '3'], ['17'], ['4'], ['16']]"
58,305,305-*.1,quant_sum,"['fresenius_2023.pdf', 'OTC_DPSGY_2023.pdf', 'OTC_DPSGY_2023.pdf', 'commerzbank_2023.pdf', 'prosiebensat1-media_2023.pdf', 'prosiebensat1-media_2023.pdf', 'NASDAQ_DASTY_2023.pdf', 'talanx_2023.pdf', 'terna_2023.pdf', 'NYSE_AZ_2023.pdf', 'NYSE_AZ_2023.pdf', 'NYSE_AZ_2023.pdf', 'heidelberg-materials_2023.pdf', 'heidelberg-materials_2023.pdf', 'heidelberg-materials_2023.pdf', 'heidelberg-materials_2023.pdf', 'OTC_ESOCF_2023.pdf', 'OTC_ESOCF_2023.pdf', 'munich-re_2023.pdf', 'munich-re_2023.pdf', 'munich-re_2023.pdf', 'OTC_SAPMY_2023.pdf', 'OTC_BAMGF_2023.pdf', 'deutsche-telekom-ag_2023.pdf', 'hugo-boss_2023.pdf', 'OTC_ADDDF_2023.pdf', 'OTC_RWNEF_2023.pdf', 'OTC_RWNEF_2023.pdf', 'OTC_RWNEF_2023.pdf']","[[197], [66, 68], [69], [65, 66], [141], [97], [286], [60, 61, 58], [374, 37, 81, 118], [88, 137], [46, 29, 29], [148], [306], [2], [81], [84], [79, 80, 45]]","[[0], [0, 1], [0], [0, 0], [0], [0], [0], [0, 0, 0], [0, 0, 0, 0], [0, 0], [1, 0, 1], [0], [0], [0], [0], [0], [0, 1, 1]]","[['11'], ['17', '2'], ['6'], ['15', '2'], ['23'], ['15'], ['5'], ['6', '2', '2'], ['4', '7', '4', '2'], ['7', '12'], ['4', '2', '2'], ['5'], ['2'], ['45'], ['18'], ['18'], ['16', '2', '9']]"
59,305,"305-*.1, 305-*.2",quant_avg,"['OTC_ESOCF_2023.pdf', 'brenntag_2023.pdf', 'brenntag_2023.pdf', 'OTC_SAPMY_2023.pdf', 'vivendi_2023.pdf', 'vivendi_2023.pdf', 'OTC_BAMGF_2023.pdf', 'OTC_BAMGF_2023.pdf', 'OTC_BAMGF_2023.pdf', 'OTC_MBGAF_2023.pdf', 'hugo-boss_2023.pdf', 'OTC_LVMUY_2023.pdf', 'OTC_ADDDF_2023.pdf', 'OTC_CRERF_2023.pdf', 'OTC_CRERF_2023.pdf', 'OTC_CRERF_2023.pdf', 'OTC_RWNEF_2023.pdf']","[[137], [110, 112], [147], [142, 108], [306, 307, 309], [350], [81], [167], [84], [87, 91, 88], [45]]","[[0], [1, 0], [1], [0, 0], [0, 0, 0], [0], [0], [0], [0], [0, 0, 0], [1]]","[['6'], ['11', '2'], ['2'], ['20', '2'], ['6', '4', '3'], ['8'], ['2'], ['2'], ['6'], ['2', '4', '4'], ['5']]"
60,305,305-1.1,multistep,"['axa_2023.pdf', 'OTC_SU_2023.pdf', 'fresenius_2023.pdf', 'NYSE_TTE_2023.pdf', 'OTC_DPSGY_2023.pdf', 'commerzbank_2023.pdf', 'prosiebensat1-media_2023.pdf', 'OTC_BAYZF_2023.pdf', 'NASDAQ_DASTY_2023.pdf', 'terna_2023.pdf', 'terna_2023.pdf', 'terna_2023.pdf', 'terna_2023.pdf', 'NYSE_AZ_2023.pdf', 'heidelberg-materials_2023.pdf', 'heidelberg-materials_2023.pdf', 'OTC_ESOCF_2023.pdf', 'brenntag_2023.pdf', 'munich-re_2023.pdf', 'munich-re_2023.pdf', 'vivendi_2023.pdf', 'vivendi_2023.pdf', 'hugo-boss_2023.pdf', 'OTC_ADDDF_2023.pdf', 'OTC_CRERF_2023.pdf', 'OTC_RWNEF_2023.pdf']","[[179], [311], [197], [184], [66], [69], [65], [63], [141], [282, 282, 286, 286], [60], [374, 37], [137], [110], [46, 46], [142, 105], [81], [84], [86], [79]]","[[0], [1], [0], [0], [0], [0], [0], [0], [0], [0, 1, 0, 1], [0], [0, 0], [0], [1], [0, 1], [0, 0], [0], [0], [0], [0]]","[['3'], ['6'], ['12'], ['3'], ['3'], ['2'], ['2'], ['3'], ['5'], ['3', '10', '3', '2'], ['2'], ['3', '2'], ['2'], ['3'], ['3', '4'], ['6', '2'], ['4'], ['2'], ['4'], ['2']]"
61,305,305-2.2,multistep,"['axa_2023.pdf', 'OTC_DPSGY_2023.pdf', 'commerzbank_2023.pdf', 'OTC_BAYZF_2023.pdf', 'NASDAQ_DASTY_2023.pdf', 'NYSE_AZ_2023.pdf', 'OTC_ESOCF_2023.pdf', 'brenntag_2023.pdf', 'munich-re_2023.pdf', 'vivendi_2023.pdf', 'vivendi_2023.pdf', 'hugo-boss_2023.pdf', 'OTC_ADDDF_2023.pdf', 'OTC_CRERF_2023.pdf']","[[179], [66], [69], [63], [141], [60], [137], [110], [46], [142, 105], [81], [84], [86]]","[[0], [0], [0], [0], [0], [0], [0], [1], [1], [0, 0], [0], [0], [0]]","[['5'], ['9'], ['4'], ['4'], ['11'], ['3'], ['4'], ['10'], ['6'], ['7', '3'], ['7'], ['7'], ['5']]"
62,305,305-3.1,multistep,"['OTC_SU_2023.pdf', 'OTC_SU_2023.pdf', 'NYSE_TTE_2023.pdf', 'NYSE_TTE_2023.pdf', 'NYSE_TTE_2023.pdf', 'OTC_DPSGY_2023.pdf', 'commerzbank_2023.pdf', 'prosiebensat1-media_2023.pdf', 'OTC_BAYZF_2023.pdf', 'NASDAQ_DASTY_2023.pdf', 'NYSE_AZ_2023.pdf', 'heidelberg-materials_2023.pdf', 'OTC_ESOCF_2023.pdf', 'munich-re_2023.pdf', 'munich-re_2023.pdf', 'vivendi_2023.pdf', 'vivendi_2023.pdf', 'vivendi_2023.pdf', 'OTC_BAMGF_2023.pdf', 'hugo-boss_2023.pdf', 'OTC_ADDDF_2023.pdf', 'OTC_CRERF_2023.pdf', 'OTC_RWNEF_2023.pdf']","[[312, 311], [619, 17, 383], [66], [69], [65], [63], [141], [60], [37], [137], [46, 46], [142, 105, 106], [307], [81], [84], [91], [79]]","[[0, 1], [0, 0, 0], [0], [0], [0], [0], [0], [0], [0], [0], [0, 1], [0, 0, 0], [0], [0], [0], [0], [0]]","[['3', '20'], ['2', '8', '2'], ['12'], ['5'], ['9'], ['6'], ['14'], ['5'], ['6'], ['5'], ['6', '7'], ['26', '7', '3'], ['3'], ['17'], ['12'], ['2'], ['4']]"
63,306,306-3.1,multistep,"['axa_2023.pdf', 'OTC_SU_2023.pdf', 'OTC_BAYZF_2023.pdf', 'NASDAQ_DASTY_2023.pdf', 'NASDAQ_DASTY_2023.pdf', 'terna_2023.pdf', 'heidelberg-materials_2023.pdf', 'OTC_SAPMY_2023.pdf', 'vivendi_2023.pdf', 'OTC_BAMGF_2023.pdf', 'OTC_CRERF_2023.pdf']","[[183], [309], [132], [125, 141], [295], [358], [154], [140], [311], [79]]","[[0], [0], [0], [0, 0], [0], [0], [0], [0], [0], [0]]","[['33'], ['3'], ['24'], ['2', '31'], ['3'], ['21'], ['3'], ['9'], ['2'], ['3']]"
64,302,302-1.7,rel_superlative,"['OTC_SU_2023.pdf', 'fresenius_2023.pdf', 'NYSE_TTE_2023.pdf', 'NYSE_TTE_2023.pdf', 'OTC_DPSGY_2023.pdf', 'OTC_DPSGY_2023.pdf', 'prosiebensat1-media_2023.pdf', 'OTC_BAYZF_2023.pdf', 'NASDAQ_DASTY_2023.pdf', 'terna_2023.pdf', 'terna_2023.pdf', 'NYSE_AZ_2023.pdf', 'heidelberg-materials_2023.pdf', 'munich-re_2023.pdf', 'OTC_SAPMY_2023.pdf', 'vivendi_2023.pdf', 'OTC_BAMGF_2023.pdf', 'deutsche-telekom-ag_2023.pdf', 'deutsche-telekom-ag_2023.pdf', 'deutsche-telekom-ag_2023.pdf', 'OTC_CRERF_2023.pdf']","[[310], [191], [381, 619], [68, 3], [64], [132], [117], [287, 288], [61], [374], [47], [144], [141], [308], [2, 46, 136], [87]]","[[1], [0], [0, 2], [0, 0], [0], [0], [0], [1, 0], [1], [0], [1], [0], [0], [0], [0, 0, 0], [0]]","[['4'], ['5'], ['25', '2'], ['2', '4'], ['2'], ['21'], ['4'], ['5', '8'], ['4'], ['16'], ['11'], ['3'], ['19'], ['3'], ['44', '4', '5'], ['6']]"
65,302,302-1.8,rel_ranking,"['OTC_SU_2023.pdf', 'OTC_SU_2023.pdf', 'NYSE_TTE_2023.pdf', 'NYSE_TTE_2023.pdf', 'OTC_DPSGY_2023.pdf', 'OTC_DPSGY_2023.pdf', 'prosiebensat1-media_2023.pdf', 'NASDAQ_DASTY_2023.pdf', 'NASDAQ_DASTY_2023.pdf', 'heidelberg-materials_2023.pdf', 'heidelberg-materials_2023.pdf', 'munich-re_2023.pdf', 'OTC_SAPMY_2023.pdf', 'OTC_SAPMY_2023.pdf', 'vivendi_2023.pdf', 'vivendi_2023.pdf', 'OTC_BAMGF_2023.pdf', 'OTC_MBGAF_2023.pdf', 'OTC_CRERF_2023.pdf']","[[311, 310], [381, 619], [68, 3], [64], [110, 117], [356, 374], [47], [144, 145], [106, 106], [308], [86], [86]]","[[0, 1], [0, 2], [0, 0], [0], [0, 0], [0, 0], [1], [0, 0], [0, 1], [0], [0], [0]]","[['3', '11'], ['26', '3'], ['7', '5'], ['3'], ['2', '6'], ['2', '19'], ['7'], ['6', '8'], ['5', '3'], ['17'], ['4'], ['16']]"
66,305,305-*.1,quant_sum,"['fresenius_2023.pdf', 'OTC_DPSGY_2023.pdf', 'OTC_DPSGY_2023.pdf', 'commerzbank_2023.pdf', 'prosiebensat1-media_2023.pdf', 'prosiebensat1-media_2023.pdf', 'NASDAQ_DASTY_2023.pdf', 'talanx_2023.pdf', 'terna_2023.pdf', 'NYSE_AZ_2023.pdf', 'NYSE_AZ_2023.pdf', 'NYSE_AZ_2023.pdf', 'heidelberg-materials_2023.pdf', 'heidelberg-materials_2023.pdf', 'heidelberg-materials_2023.pdf', 'heidelberg-materials_2023.pdf', 'OTC_ESOCF_2023.pdf', 'OTC_ESOCF_2023.pdf', 'munich-re_2023.pdf', 'munich-re_2023.pdf', 'munich-re_2023.pdf', 'OTC_SAPMY_2023.pdf', 'OTC_BAMGF_2023.pdf', 'deutsche-telekom-ag_2023.pdf', 'hugo-boss_2023.pdf', 'OTC_ADDDF_2023.pdf', 'OTC_RWNEF_2023.pdf', 'OTC_RWNEF_2023.pdf', 'OTC_RWNEF_2023.pdf']","[[197], [66, 68], [69], [65, 66], [141], [97], [286], [60, 61, 58], [374, 37, 81, 118], [88, 137], [46, 29, 29], [148], [306], [2], [81], [84], [79, 80, 45]]","[[0], [0, 1], [0], [0, 0], [0], [0], [0], [0, 0, 0], [0, 0, 0, 0], [0, 0], [1, 0, 1], [0], [0], [0], [0], [0], [0, 1, 1]]","[['11'], ['17', '2'], ['6'], ['15', '2'], ['23'], ['15'], ['5'], ['6', '2', '2'], ['4', '7', '4', '2'], ['7', '12'], ['4', '2', '2'], ['5'], ['2'], ['45'], ['18'], ['18'], ['16', '2', '9']]"
67,305,"305-*.1, 305-*.2",quant_avg,"['OTC_ESOCF_2023.pdf', 'brenntag_2023.pdf', 'brenntag_2023.pdf', 'OTC_SAPMY_2023.pdf', 'vivendi_2023.pdf', 'vivendi_2023.pdf', 'OTC_BAMGF_2023.pdf', 'OTC_BAMGF_2023.pdf', 'OTC_BAMGF_2023.pdf', 'OTC_MBGAF_2023.pdf', 'hugo-boss_2023.pdf', 'OTC_LVMUY_2023.pdf', 'OTC_ADDDF_2023.pdf', 'OTC_CRERF_2023.pdf', 'OTC_CRERF_2023.pdf', 'OTC_CRERF_2023.pdf', 'OTC_RWNEF_2023.pdf']","[[137], [110, 112], [147], [142, 108], [306, 307, 309], [350], [81], [167], [84], [87, 91, 88], [45]]","[[0], [1, 0], [1], [0, 0], [0, 0, 0], [0], [0], [0], [0], [0, 0, 0], [1]]","[['6'], ['11', '2'], ['2'], ['20', '2'], ['6', '4', '3'], ['8'], ['2'], ['2'], ['6'], ['2', '4', '4'], ['5']]"
68,305,305-1.1,multistep,"['axa_2023.pdf', 'OTC_SU_2023.pdf', 'fresenius_2023.pdf', 'NYSE_TTE_2023.pdf', 'OTC_DPSGY_2023.pdf', 'commerzbank_2023.pdf', 'prosiebensat1-media_2023.pdf', 'OTC_BAYZF_2023.pdf', 'NASDAQ_DASTY_2023.pdf', 'terna_2023.pdf', 'terna_2023.pdf', 'terna_2023.pdf', 'terna_2023.pdf', 'NYSE_AZ_2023.pdf', 'heidelberg-materials_2023.pdf', 'heidelberg-materials_2023.pdf', 'OTC_ESOCF_2023.pdf', 'brenntag_2023.pdf', 'munich-re_2023.pdf', 'munich-re_2023.pdf', 'vivendi_2023.pdf', 'vivendi_2023.pdf', 'hugo-boss_2023.pdf', 'OTC_ADDDF_2023.pdf', 'OTC_CRERF_2023.pdf', 'OTC_RWNEF_2023.pdf']","[[179], [311], [197], [184], [66], [69], [65], [63], [141], [282, 282, 286, 286], [60], [374, 37], [137], [110], [46, 46], [142, 105], [81], [84], [86], [79]]","[[0], [1], [0], [0], [0], [0], [0], [0], [0], [0, 1, 0, 1], [0], [0, 0], [0], [1], [0, 1], [0, 0], [0], [0], [0], [0]]","[['3'], ['6'], ['12'], ['3'], ['3'], ['2'], ['2'], ['3'], ['5'], ['3', '10', '3', '2'], ['2'], ['3', '2'], ['2'], ['3'], ['3', '4'], ['6', '2'], ['4'], ['2'], ['4'], ['2']]"
69,305,305-2.2,multistep,"['axa_2023.pdf', 'OTC_DPSGY_2023.pdf', 'commerzbank_2023.pdf', 'OTC_BAYZF_2023.pdf', 'NASDAQ_DASTY_2023.pdf', 'NYSE_AZ_2023.pdf', 'OTC_ESOCF_2023.pdf', 'brenntag_2023.pdf', 'munich-re_2023.pdf', 'vivendi_2023.pdf', 'vivendi_2023.pdf', 'hugo-boss_2023.pdf', 'OTC_ADDDF_2023.pdf', 'OTC_CRERF_2023.pdf']","[[179], [66], [69], [63], [141], [60], [137], [110], [46], [142, 105], [81], [84], [86]]","[[0], [0], [0], [0], [0], [0], [0], [1], [1], [0, 0], [0], [0], [0]]","[['5'], ['9'], ['4'], ['4'], ['11'], ['3'], ['4'], ['10'], ['6'], ['7', '3'], ['7'], ['7'], ['5']]"
70,305,305-3.1,multistep,"['OTC_SU_2023.pdf', 'OTC_SU_2023.pdf', 'NYSE_TTE_2023.pdf', 'NYSE_TTE_2023.pdf', 'NYSE_TTE_2023.pdf', 'OTC_DPSGY_2023.pdf', 'commerzbank_2023.pdf', 'prosiebensat1-media_2023.pdf', 'OTC_BAYZF_2023.pdf', 'NASDAQ_DASTY_2023.pdf', 'NYSE_AZ_2023.pdf', 'heidelberg-materials_2023.pdf', 'OTC_ESOCF_2023.pdf', 'munich-re_2023.pdf', 'munich-re_2023.pdf', 'vivendi_2023.pdf', 'vivendi_2023.pdf', 'vivendi_2023.pdf', 'OTC_BAMGF_2023.pdf', 'hugo-boss_2023.pdf', 'OTC_ADDDF_2023.pdf', 'OTC_CRERF_2023.pdf', 'OTC_RWNEF_2023.pdf']","[[312, 311], [619, 17, 383], [66], [69], [65], [63], [141], [60], [37], [137], [46, 46], [142, 105, 106], [307], [81], [84], [91], [79]]","[[0, 1], [0, 0, 0], [0], [0], [0], [0], [0], [0], [0], [0], [0, 1], [0, 0, 0], [0], [0], [0], [0], [0]]","[['3', '20'], ['2', '8', '2'], ['12'], ['5'], ['9'], ['6'], ['14'], ['5'], ['6'], ['5'], ['6', '7'], ['26', '7', '3'], ['3'], ['17'], ['12'], ['2'], ['4']]"
71,306,306-3.1,multistep,"['axa_2023.pdf', 'OTC_SU_2023.pdf', 'OTC_BAYZF_2023.pdf', 'NASDAQ_DASTY_2023.pdf', 'NASDAQ_DASTY_2023.pdf', 'terna_2023.pdf', 'heidelberg-materials_2023.pdf', 'OTC_SAPMY_2023.pdf', 'vivendi_2023.pdf', 'OTC_BAMGF_2023.pdf', 'OTC_CRERF_2023.pdf']","[[183], [309], [132], [125, 141], [295], [358], [154], [140], [311], [79]]","[[0], [0], [0], [0, 0], [0], [0], [0], [0], [0], [0]]","[['33'], ['3'], ['24'], ['2', '31'], ['3'], ['21'], ['3'], ['9'], ['2'], ['3']]"
