,companies,answer_value,answer_company,unit,years,question,operation,GRI,out
215,"['NYSE_AZ_2023_60_0', 'OTC_ADDDF_2023_84_0']",[ 30490. 142293.],['NYSE_AZ' 'OTC_ADDDF'],tons CO2e,[2022],Which companies have the 2 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in tons CO2e?,rank,305,"NYSE_AZ, OTC_ADDDF"
216,"['NASDAQ_DASTY_2023_141_0', 'NYSE_AZ_2023_60_0']",168709.0,NASDAQ_DASTY,tCO2-eq,[2022],Which company has the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in tCO2-eq?,sup,305,NASDAQ_DASTY
217,"['NYSE_TTE_2023_387_3', 'vivendi_2023_140_0']",521000.0,NYSE_TTE,tons,"[2023, 2022]",What is the highest amount of waste generated in the years 2023 and 2022 among the following companies in tons?,sup,306,521000.0
218,"['OTC_ADDDF_2023_84_0', 'vivendi_2023_105_0']",78339.0,,tons CO2e,[2023],What is the average amount of market-based scope 2 GHG emissions in 2023 among the following companies in tons CO2e?,mean,305,78339.0
219,"['OTC_RWNEF_2023_79_0', 'munich-re_2023_46_0']",19226.07,,,"[2023, 2022]",What is the average of direct GHG emissions from 2022 to 2023 among the following companies?,mean,305,19226.07
220,"['NASDAQ_DASTY_2023_141_0', 'OTC_BAYZF_2023_63_0']",9720000.0,OTC_BAYZF,tCO2-eq,[2022],Which company has the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in tCO2-eq?,sup,305,OTC_BAYZF
221,"['OTC_ESOCF_2023_137_0', 'axa_2023_179_0']",2.27,,MtCO2eq,[2023],What is the average amount of market-based scope 2 GHG emissions in 2023 among the following companies in MtCO2eq?,mean,305,2.27
222,"['OTC_ADDDF_2023_84_0', 'OTC_BAYZF_2023_63_0']",1.12,OTC_BAYZF,Million metric tons of CO2 equivalents,[2022],Which company has the maximum amount of market-based scope 2 GHG emissions in 2022 among the following companies in Million metric tons of CO2 equivalents?,sup,305,OTC_BAYZF
223,"['OTC_BAMGF_2023_310_0', 'OTC_BAYZF_2023_132_0']",6.78,OTC_BAYZF,million cubic meters,"[2023, 2022]",Which company has the highest water consumption in the years 2023 and 2022 for the following companies in million cubic meters?,sup,303,OTC_BAYZF
224,"['NYSE_TTE_2023_381_0', 'heidelberg-materials_2023_374_0']",91.6,heidelberg-materials,TWh,"[2023, 2022, 2021]",What is the lowest energy consumption over the last 3 years among the following companies in TWh?,sup,302,91.6
225,"['NYSE_AZ_2023_60_0', 'OTC_ESOCF_2023_137_0']",[3.4510e+07 3.1774e+04],['OTC_ESOCF' 'NYSE_AZ'],tCO2e,[2023],Which companies have the 2 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in tCO2e?,rank,305,"OTC_ESOCF, NYSE_AZ"
226,"['NYSE_TTE_2023_387_3', 'vivendi_2023_140_0']",22414,,,"[2023, 2022]",What is the total amount of waste generated from 2022 to 2023 among the following companies?,sum,306,22414
227,"['NASDAQ_DASTY_2023_141_0', 'OTC_RWNEF_2023_79_0']",[6.190e+07 4.178e+03],['OTC_RWNEF' 'NASDAQ_DASTY'],tCO2-eq,[2023],Which companies have the 2 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in tCO2-eq?,rank,305,"OTC_RWNEF, NASDAQ_DASTY"
228,"['OTC_SU_2023_310_1', 'munich-re_2023_47_1']",[1124327  250916],['OTC_SU' 'munich-re'],MWh,[2023],What are the top 2 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in MWh?,rank,302,"1124327, 250916"
229,"['OTC_ADDDF_2023_84_0', 'OTC_BAYZF_2023_63_0']",[7.64 9.72],['OTC_ADDDF' 'OTC_BAYZF'],Million metric tons of CO2 equivalents,[2022],Which companies have the 2 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in Million metric tons of CO2 equivalents?,rank,305,"OTC_ADDDF, OTC_BAYZF"
230,"['NYSE_AZ_2023_60_0', 'vivendi_2023_105_0']",[19496. 30490.],['vivendi' 'NYSE_AZ'],tCO2e,[2022],Which companies have the 2 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in tCO2e?,rank,305,"vivendi, NYSE_AZ"
231,"['NASDAQ_DASTY_2023_117_0', 'deutsche-telekom-ag_2023_46_0']",[   71218 12241000],['NASDAQ_DASTY' 'deutsche-telekom-ag'],MWh,[2023],What are the top 2 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in MWh?,rank,302,"71218, 12241000"
232,"['OTC_BAYZF_2023_63_0', 'OTC_ESOCF_2023_137_0']",4.51,OTC_ESOCF,MtCO2eq,[2023],Which company has the maximum amount of market-based scope 2 GHG emissions in 2023 among the following companies in MtCO2eq?,sup,305,OTC_ESOCF
233,"['OTC_SU_2023_309_0', 'vivendi_2023_140_0']",[123311   8430],['OTC_SU' 'vivendi'],tons,[2022],Which companies have the 2 highest amounts of non-hazardous waste produced in 2022 (sorted in descending order) among the following companies in tons?,rank,306,"OTC_SU, vivendi"
234,"['OTC_RWNEF_2023_79_0', 'vivendi_2023_105_0']",23.8,OTC_RWNEF,million mt CO2e,[2022],What is the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in million mt CO2e?,sup,305,23.8
235,"['NYSE_AZ_2023_60_0', 'OTC_BAYZF_2023_63_0']",[1120000.   30490.],['OTC_BAYZF' 'NYSE_AZ'],tCO2e,[2022],What are the 2 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tCO2e?,rank,305,"1120000.0, 30490.0"
236,"['NYSE_TTE_2023_381_0', 'heidelberg-materials_2023_374_0']",347068,heidelberg-materials,,"[2023, 2022]",Which company has the largest energy consumption from 2022 to 2023 among the following companies?,sup,302,heidelberg-materials
237,"['NYSE_TTE_2023_387_3', 'OTC_SU_2023_309_0']",521.0,NYSE_TTE,kt,"[2023, 2022]",What is the highest amount of waste generated in the years 2023 and 2022 among the following companies in kt?,sup,306,521.0
238,"['OTC_ESOCF_2023_137_0', 'OTC_RWNEF_2023_79_0']",[0.2  3.28],['OTC_RWNEF' 'OTC_ESOCF'],MtCO2eq,[2023],What are the 2 lowest values of location-based scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in MtCO2eq?,rank,305,"0.2, 3.28"
239,"['OTC_ADDDF_2023_84_0', 'OTC_RWNEF_2023_79_0']",[2.00e-02 6.19e+01],['OTC_ADDDF' 'OTC_RWNEF'],million mt CO2e,[2023],Which companies have the 2 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in million mt CO2e?,rank,305,"OTC_ADDDF, OTC_RWNEF"
240,"['NASDAQ_DASTY_2023_141_0', 'vivendi_2023_105_0']",[770748. 168709.],['vivendi' 'NASDAQ_DASTY'],TCO2eq,[2022],Which companies have the 2 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in TCO2eq?,rank,305,"vivendi, NASDAQ_DASTY"
241,"['NYSE_AZ_2023_60_0', 'munich-re_2023_46_0']",3039435,munich-re,tCO2e,[2023],What is the maximum amount of GHG emissions Scope 3 in 2023 among the following companies in tCO2e?,sup,305,3039435
242,"['NYSE_AZ_2023_60_0', 'OTC_ESOCF_2023_137_0']",56530000.0,OTC_ESOCF,tCO2e,[2023],Which company has the maximum amount of GHG emissions Scope 3 in 2023 among the following companies in tCO2e?,sup,305,OTC_ESOCF
243,"['NASDAQ_DASTY_2023_117_0', 'prosiebensat1-media_2023_64_0']",[33.09 71.22],['prosiebensat1-media' 'NASDAQ_DASTY'],GWh,[2023],Which companies have the top 2 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in GWh?,rank,302,"prosiebensat1-media, NASDAQ_DASTY"
244,"['NASDAQ_DASTY_2023_141_0', 'munich-re_2023_46_0']",3086777.0,munich-re,tCO2e,[2023],What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tCO2e?,sup,305,3086777.0
245,"['OTC_BAYZF_2023_132_0', 'OTC_CRERF_2023_72_0']",12.2,OTC_CRERF,million cubic meters,"[2023, 2022]",What is the highest water consumption in the years 2023 and 2022 for the following companies in million cubic meters?,sup,303,12.2
246,"['OTC_CRERF_2023_79_0', 'vivendi_2023_140_0']",11388.0,vivendi,tonnes,"[2023, 2022]",What is the highest amount of waste generated in the years 2023 and 2022 among the following companies in tonnes?,sup,306,11388.0
247,"['NASDAQ_DASTY_2023_141_0', 'munich-re_2023_46_0']",[ 3193. 14249.],['NASDAQ_DASTY' 'munich-re'],tCO2e,[2023],What are the 2 lowest values of scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in tCO2e?,rank,305,"3193.0, 14249.0"
248,"['NASDAQ_DASTY_2023_117_0', 'deutsche-telekom-ag_2023_46_0']",71.22,NASDAQ_DASTY,GWh,"[2023, 2022]",What is the lowest energy consumption over the last 2 years among the following companies in GWh?,sup,302,71.22
249,"['OTC_DPSGY_2023_3_0', 'OTC_SU_2023_310_1']",[35056.    1124.33],['OTC_DPSGY' 'OTC_SU'],million kWh,[2023],Which companies have the top 2 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in million kWh?,rank,302,"OTC_DPSGY, OTC_SU"
250,"['NYSE_AZ_2023_60_0', 'axa_2023_179_0']",42423.0,axa,tCO2e,"[2023, 2022]",What is the lowest location-based scope 2 GHG emissions in the last 2 years among the following companies in tCO2e?,sup,305,42423.0
251,"['heidelberg-materials_2023_358_0', 'vivendi_2023_140_0']",22824.6,,,"[2023, 2022]",What is the total amount of waste generated from 2022 to 2023 among the following companies?,sum,306,22824.6
252,"['NYSE_AZ_2023_60_0', 'munich-re_2023_46_0']",1568090.0,,tCO2e,[2023],What is the average amount of GHG emissions Scope 3 in 2023 among the following companies in tCO2e?,mean,305,1568090.0
253,"['OTC_SU_2023_309_0', 'vivendi_2023_140_0']",257521,,tons,"[2023, 2022]",What is the total amount of non-hazardous waste produced in the years 2023 and 2022 among the following companies in tons?,sum,306,257521
254,"['OTC_ADDDF_2023_84_0', 'OTC_BAYZF_2023_63_0']",[ 142457. 1110000.],['OTC_ADDDF' 'OTC_BAYZF'],tons CO2e,[2023],What are the 2 lowest values of scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in tons CO2e?,rank,305,"142457.0, 1110000.0"
255,"['NYSE_AZ_2023_60_0', 'OTC_ADDDF_2023_84_0']",[ 30490. 142293.],['NYSE_AZ' 'OTC_ADDDF'],tons CO2e,[2022],What are the 2 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in tons CO2e?,rank,305,"30490.0, 142293.0"
256,"['deutsche-telekom-ag_2023_46_0', 'prosiebensat1-media_2023_64_0']",[   33.09 12241.  ],['prosiebensat1-media' 'deutsche-telekom-ag'],GWh,[2023],Which companies have the top 2 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in GWh?,rank,302,"prosiebensat1-media, deutsche-telekom-ag"
257,"['OTC_RWNEF_2023_79_0', 'vivendi_2023_105_0']",23.8,OTC_RWNEF,million mt CO2e,[2022],Which company has the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in million mt CO2e?,sup,305,OTC_RWNEF
258,"['NASDAQ_DASTY_2023_141_0', 'OTC_ADDDF_2023_84_0']",[142457.   3193.],['OTC_ADDDF' 'NASDAQ_DASTY'],tCO2-eq,[2023],Which companies have the 2 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tCO2-eq?,rank,305,"OTC_ADDDF, NASDAQ_DASTY"
259,"['OTC_RWNEF_2023_79_0', 'vivendi_2023_105_0']",[0.2  0.02],['OTC_RWNEF' 'vivendi'],million mt CO2e,[2023],Which companies have the 2 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in million mt CO2e?,rank,305,"OTC_RWNEF, vivendi"
260,"['NYSE_TTE_2023_381_0', 'munich-re_2023_47_1']",[157.     0.25],['NYSE_TTE' 'munich-re'],TWh,[2023],Which companies have the top 2 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in TWh?,rank,302,"NYSE_TTE, munich-re"
261,"['NYSE_TTE_2023_381_0', 'deutsche-telekom-ag_2023_46_0']",166.0,NYSE_TTE,TWh,"[2023, 2022, 2021, 2020]",Which company has the highest energy consumed in the last 4 years among the following companies in TWh?,sup,302,NYSE_TTE
262,"['deutsche-telekom-ag_2023_46_0', 'prosiebensat1-media_2023_64_0']",[12241.      33.09],['deutsche-telekom-ag' 'prosiebensat1-media'],GWh,[2023],Which companies have the top 2 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in GWh?,rank,302,"deutsche-telekom-ag, prosiebensat1-media"
263,"['OTC_RWNEF_2023_79_0', 'axa_2023_179_0']",[2.00e-02 6.19e+01],['axa' 'OTC_RWNEF'],million mt CO2e,[2023],Which companies have the 2 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in million mt CO2e?,rank,305,"axa, OTC_RWNEF"
264,"['OTC_ADDDF_2023_84_0', 'OTC_BAYZF_2023_63_0']",9.18,OTC_BAYZF,Million metric tons of CO2 equivalents,[2023],What is the maximum amount of GHG emissions Scope 3 in 2023 among the following companies in Million metric tons of CO2 equivalents?,sup,305,9.18
265,"['deutsche-telekom-ag_2023_46_0', 'munich-re_2023_47_1']",[  250916 12241000],['munich-re' 'deutsche-telekom-ag'],MWh,[2023],What are the top 2 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in MWh?,rank,302,"250916, 12241000"
266,"['NASDAQ_DASTY_2023_141_0', 'munich-re_2023_46_0']",6642979.0,,tCO2-eq,"[2023, 2022]",What is the sum of total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2-eq?,sum,305,6642979.0
267,"['OTC_ESOCF_2023_137_0', 'vivendi_2023_105_0']",3842603.0,,TCO2eq,[2022],What is the sum of location-based scope 2 GHG emissions in 2022 among the following companies in TCO2eq?,sum,305,3842603.0
268,"['NYSE_TTE_2023_381_0', 'munich-re_2023_47_1']",[157.     0.25],['NYSE_TTE' 'munich-re'],TWh,[2023],What are the top 2 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in TWh?,rank,302,"157.0, 0.25"
269,"['OTC_CRERF_2023_79_0', 'heidelberg-materials_2023_358_0']",953.1,heidelberg-materials,kt,"[2023, 2022]",What is the highest amount of waste generated in the years 2023 and 2022 among the following companies in kt?,sup,306,953.1
270,"['NYSE_AZ_2023_60_0', 'OTC_ADDDF_2023_84_0']",[7635784.   92467.],['OTC_ADDDF' 'NYSE_AZ'],tons CO2e,[2022],What are the 2 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tons CO2e?,rank,305,"7635784.0, 92467.0"
271,"['OTC_SU_2023_310_1', 'deutsche-telekom-ag_2023_46_0']",1124327,OTC_SU,MWh,"[2023, 2022, 2021, 2020]",Which company has the lowest energy consumption over the last 4 years among the following companies in MWh?,sup,302,OTC_SU
272,"['OTC_ESOCF_2023_137_0', 'axa_2023_179_0']",3.87,,MtCO2eq,[2022],What is the sum of location-based scope 2 GHG emissions in 2022 among the following companies in MtCO2eq?,sum,305,3.87
273,"['OTC_CRERF_2023_79_0', 'OTC_SU_2023_309_0']",256799,,,"[2023, 2022]",What is the total amount of waste generated from 2022 to 2023 among the following companies?,sum,306,256799
274,"['NASDAQ_DASTY_2023_141_0', 'OTC_RWNEF_2023_79_0']",0.2,,million mt CO2e,[2023],What is the sum of GHG emissions Scope 2 in 2023 among the following companies in million mt CO2e?,sum,305,0.2
275,"['OTC_CRERF_2023_72_0', 'OTC_ESOCF_2023_139_0']",[35.4  8.2],['OTC_ESOCF' 'OTC_CRERF'],millions of cu.m,[2023],What are the top 2 highest water consumption values (in descending order) for the year 2023 among the following companies in millions of cu.m?,rank,303,"35.4, 8.2"
276,"['OTC_BAYZF_2023_63_0', 'vivendi_2023_105_0']",1120000.0,OTC_BAYZF,TCO2eq,[2022],What is the maximum amount of market-based scope 2 GHG emissions in 2022 among the following companies in TCO2eq?,sup,305,1120000.0
277,"['OTC_BAMGF_2023_310_0', 'OTC_ESOCF_2023_139_0']",45200000.0,OTC_ESOCF,m3,"[2023, 2022]",What is the highest water consumption in the years 2023 and 2022 for the following companies in m3?,sup,303,45200000.0
278,"['NYSE_AZ_2023_60_0', 'OTC_BAYZF_2023_63_0']",[  92467. 9720000.],['NYSE_AZ' 'OTC_BAYZF'],tCO2e,[2022],What are the 2 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in tCO2e?,rank,305,"92467.0, 9720000.0"
279,"['OTC_BAYZF_2023_63_0', 'OTC_RWNEF_2023_79_0']",85.4,OTC_RWNEF,million mt CO2e,"[2023, 2022]",What is the highest direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in million mt CO2e?,sup,305,85.4
280,"['NYSE_TTE_2023_381_0', 'OTC_SU_2023_310_1']",[1.570000e+08 1.124327e+06],['NYSE_TTE' 'OTC_SU'],MWh,[2023],What are the top 2 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in MWh?,rank,302,"157000000.0, 1124327.0"
281,"['NASDAQ_DASTY_2023_141_0', 'OTC_BAYZF_2023_63_0']",1.12,,Million metric tons of CO2 equivalents,[2022],What is the sum of GHG emissions Scope 2 in 2022 among the following companies in Million metric tons of CO2 equivalents?,sum,305,1.12
282,"['NASDAQ_DASTY_2023_141_0', 'OTC_ADDDF_2023_84_0']",[142457.   3193.],['OTC_ADDDF' 'NASDAQ_DASTY'],tCO2-eq,[2023],What are the 2 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tCO2-eq?,rank,305,"142457.0, 3193.0"
283,"['OTC_BAMGF_2023_310_0', 'OTC_CRERF_2023_72_0']",[5049144. 8200000.],['OTC_BAMGF' 'OTC_CRERF'],m3,[2023],What are the top 2 lowest water consumption values (in ascending order) for the year 2023 among the following companies in m3?,rank,303,"5049144.0, 8200000.0"
284,"['OTC_ADDDF_2023_84_0', 'OTC_RWNEF_2023_79_0']",[0.2  0.14],['OTC_RWNEF' 'OTC_ADDDF'],million mt CO2e,[2023],What are the 2 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in million mt CO2e?,rank,305,"0.2, 0.14"
285,"['OTC_BAYZF_2023_63_0', 'OTC_RWNEF_2023_79_0']",1.31,,million mt CO2e,[2023],What is the sum of GHG emissions Scope 2 in 2023 among the following companies in million mt CO2e?,sum,305,1.31
286,"['NASDAQ_DASTY_2023_141_0', 'OTC_BAYZF_2023_63_0']",1910000.0,OTC_BAYZF,tCO2-eq,"[2023, 2022]",Which company has the highest direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2-eq?,sup,305,OTC_BAYZF
287,"['deutsche-telekom-ag_2023_46_0', 'prosiebensat1-media_2023_64_0']",[12241.      33.09],['deutsche-telekom-ag' 'prosiebensat1-media'],GWh,[2023],What are the top 2 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in GWh?,rank,302,"12241.0, 33.09"
288,"['NASDAQ_DASTY_2023_141_0', 'vivendi_2023_105_0']",[770748. 168709.],['vivendi' 'NASDAQ_DASTY'],TCO2eq,[2022],What are the 2 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in TCO2eq?,rank,305,"770748.0, 168709.0"
289,"['NYSE_AZ_2023_60_0', 'OTC_RWNEF_2023_79_0']",[ 0.09 23.8 ],['NYSE_AZ' 'OTC_RWNEF'],million mt CO2e,[2022],Which companies have the 2 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in million mt CO2e?,rank,305,"NYSE_AZ, OTC_RWNEF"
290,"['NYSE_TTE_2023_381_0', 'OTC_DPSGY_2023_3_0']",35056,OTC_DPSGY,,"[2023, 2022]",What is the largest energy consumption from 2022 to 2023 among the following companies?,sup,302,35056
291,"['OTC_BAYZF_2023_63_0', 'OTC_ESOCF_2023_137_0']",[1.12 5.1 ],['OTC_BAYZF' 'OTC_ESOCF'],MtCO2eq,[2022],Which companies have the 2 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in MtCO2eq?,rank,305,"OTC_BAYZF, OTC_ESOCF"
292,"['NYSE_TTE_2023_387_3', 'OTC_SU_2023_309_0']",98.42,,kt,"[2023, 2022]",What is the average amount of hazardous waste produced in the years 2023 and 2022 among the following companies in kt?,mean,306,98.42
293,"['OTC_RWNEF_2023_79_0', 'munich-re_2023_46_0']",[200000.  14249.],['OTC_RWNEF' 'munich-re'],tCO2e,[2023],What are the 2 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tCO2e?,rank,305,"200000.0, 14249.0"
294,"['OTC_BAMGF_2023_310_0', 'munich-re_2023_47_0']",432730,munich-re,m3,"[2023, 2022]",What is the smallest water consumption from 2022 to 2023 among the following companies in m3?,sup,303,432730
295,"['OTC_ADDDF_2023_84_0', 'munich-re_2023_46_0']",7799933.0,OTC_ADDDF,tCO2e,[2022],What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tCO2e?,sup,305,7799933.0
296,"['OTC_ADDDF_2023_84_0', 'vivendi_2023_105_0']",[142293.  19496.],['OTC_ADDDF' 'vivendi'],tons CO2e,[2022],What are the 2 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tons CO2e?,rank,305,"142293.0, 19496.0"
297,"['NYSE_AZ_2023_60_0', 'axa_2023_179_0']",37172.0,axa,tCO2eq,[2022],Which company has the maximum amount of market-based scope 2 GHG emissions in 2022 among the following companies in tCO2eq?,sup,305,axa
298,"['NYSE_AZ_2023_60_0', 'axa_2023_179_0']",[37172. 30490.],['axa' 'NYSE_AZ'],tCO2e,[2022],What are the 2 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tCO2e?,rank,305,"37172.0, 30490.0"
299,"['OTC_ESOCF_2023_137_0', 'axa_2023_179_0']",0.04,axa,MtCO2eq,"[2023, 2022]",What is the lowest location-based scope 2 GHG emissions in the last 2 years among the following companies in MtCO2eq?,sup,305,0.04
300,"['NYSE_AZ_2023_60_0', 'OTC_ESOCF_2023_137_0']",3.96,,MtCO2eq,[2022],What is the sum of location-based scope 2 GHG emissions in 2022 among the following companies in MtCO2eq?,sum,305,3.96
301,"['NASDAQ_DASTY_2023_141_0', 'OTC_BAYZF_2023_63_0']",9720000.0,OTC_BAYZF,tCO2-eq,[2022],What is the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in tCO2-eq?,sup,305,9720000.0
302,"['NYSE_AZ_2023_60_0', 'OTC_BAYZF_2023_63_0']",1.11,OTC_BAYZF,Million metric tons of CO2 equivalents,[2023],Which company has the maximum amount of market-based scope 2 GHG emissions in 2023 among the following companies in Million metric tons of CO2 equivalents?,sup,305,OTC_BAYZF
303,"['OTC_BAMGF_2023_310_0', 'OTC_CRERF_2023_72_0']",[5049144. 8200000.],['OTC_BAMGF' 'OTC_CRERF'],m3,[2023],Which companies have the top 2 lowest water consumption values (in ascending order) for the year 2023 among the following companies in m3?,rank,303,"OTC_BAMGF, OTC_CRERF"
304,"['OTC_DPSGY_2023_3_0', 'prosiebensat1-media_2023_64_0']",35056.0,OTC_DPSGY,,"[2023, 2022]",Which company has the largest energy consumption from 2022 to 2023 among the following companies?,sup,302,OTC_DPSGY
305,"['OTC_ADDDF_2023_84_0', 'OTC_RWNEF_2023_79_0']",[0.2  0.14],['OTC_RWNEF' 'OTC_ADDDF'],million mt CO2e,[2023],Which companies have the 2 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in million mt CO2e?,rank,305,"OTC_RWNEF, OTC_ADDDF"
306,"['NASDAQ_DASTY_2023_141_0', 'OTC_ESOCF_2023_137_0']",[34.51  0.  ],['OTC_ESOCF' 'NASDAQ_DASTY'],MtCO2eq,[2023],What are the 2 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in MtCO2eq?,rank,305,"34.51, 0.0"
307,"['NYSE_AZ_2023_60_0', 'vivendi_2023_105_0']",[112228.  22042.],['NYSE_AZ' 'vivendi'],TCO2eq,[2023],What are the 2 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in TCO2eq?,rank,305,"112228.0, 22042.0"
308,"['OTC_CRERF_2023_79_0', 'vivendi_2023_140_0']",11388.0,vivendi,tonnes,"[2023, 2022]",Which company has the highest amount of waste generated in the years 2023 and 2022 among the following companies in tonnes?,sup,306,vivendi
309,"['OTC_RWNEF_2023_79_0', 'axa_2023_179_0']",[200000.  42423.],['OTC_RWNEF' 'axa'],tCO2eq,[2023],What are the 2 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tCO2eq?,rank,305,"200000.0, 42423.0"
