index,question,value,response
1039,What was the count of new qualifications added in 2022?,88,88.00
1040,What is the number of qualifications requiring an Environmental and Safety management system in 2021?,17,17.00
1041,How many new qualifications were there in 2023?,61,61.00
1042,What was the total number of active qualifications in 2022?,613,613.00
1043,How many qualifications required an Environmental and Safety management system in 2022?,304,304
1044,How many qualified categories were there in 2023?,53,53
1045,What was the number of newly qualified categories in 2022?,3,3.00
1046,"In 2021, how many qualifications required an Environmental and Safety management system?",17,17
1047,What was the total number of qualified categories in 2022?,53,53.00
1048,How many qualifications requiring an Environmental and Safety management system were there in 2023?,26,26.00
1049,How many newly qualified categories were there in 2021?,5,5.00
1050,What percentage of procurement in Italy was recorded in 2023?,57,57.00
1051,What was the percentage of overseas procurement in 2022?,2,2.00
1052,"In 2021, what percentage of procurement was attributed to goods?",86,86.00
1053,What percentage of procurement in works was noted in 2023?,53,53.00
1054,What was the percentage of services procurement in 2022?,25,25.00
1055,How many disputes with suppliers were pending in 2023?,36,36.00
1056,What was the number of disputes with suppliers that were pending in 2022?,37,37.00
1057,How many disputes with suppliers were pending in 2021?,35,35.00
1058,What is the count of disputes with suppliers that are currently in progress in 2023?,5,5.00
1059,How many disputes with suppliers were in progress in 2022?,3,3.00
1060,What was the number of disputes with suppliers that were in progress in 2021?,6,6.00
1061,How many disputes with suppliers were settled in 2023?,5,5.00
1062,What was the number of disputes with suppliers that were settled in 2022?,1,1.00
1063,How many disputes with suppliers were settled in 2021?,1,1.00
1064,What was the total energy consumption within the organization in 2023 in GJ?,1574357,1574357.00
1065,How much energy was consumed from office buildings in 2022 in GJ?,1578675,1578675.00
1066,What is the energy consumption from data centers in 2023 in GJ?,286312,286312.00
1067,What was the energy consumption from office buildings per employee in 2023 in GJ/employee?,8.1,8.10
1068,What was the percentage reduction in energy consumption in office buildings per employee in 2023 since 2019?,47,47.00
1069,What is the percentage difference between 2023 and 2022 for the total energy consumption within the organization from office buildings in GJ?,21.9,21.90
1070,What is the percentage difference between 2023 and 2022 for the energy consumption from data centers in GJ?,12,12.00
1071,What is the percentage difference between 2023 and 2022 for the total energy consumption within the organization in GJ?,19.9,19.90
1072,What is the percentage difference between 2023 and 2022 for the energy consumption from office buildings per employee in GJ/employee?,22.3,22.30
1073,What was the electricity consumption in 2023 in the organization (%)?,72.5,72.50
1074,How much fossil fuels were consumed by the organization in 2022 (%)?,12.4,12.40
1075,What was the long distance heating consumption in 2023 (%)?,16.8,16.80
1076,What was the consumption from other sources in 2022 (%)?,1.4,1.40
1077,What was the amount of renewable electricity generated in joules for the year 2023?,1122821,1122821000000.00
1078,How much renewable electricity was produced in joules for the year 2022?,1153987,1153987000000.00
1079,What percentage of all electricity was renewable in 2023?,100,100.00
1080,What was the share of renewable electricity as a percentage of all electricity in 2022?,89,89.00
1081,What is the difference between 2023 and 2022 of the percentage of renewable electricity?,11,11.00
1082,What is the percentage difference between 2023 and 2022 for the amount of renewable electricity generated in joules?,2.7,-2.70
1083,What were the Gross Scope 1 GHG emissions in 2023 in tonnes of CO2 equivalent?,31774,31774.00
1084,What were the Gross market-based Scope 2 GHG emissions in 2022 in tonnes of CO2 equivalent?,30490,30490.00
1085,What were the Gross location-based Scope 2 GHG emissions in 2023 in tonnes of CO2 equivalent?,112228,112228.00
1086,What were the Gross Scope 3 GHG emissions in 2023 in tonnes of CO2 equivalent?,96745,96745.00
1087,What were the Total emissions from own operation in 2022 in tonnes of CO2 equivalent?,153910,153910.00
1088,What was the delta between 2023 and 2022 for the gross Scope 1 GHG emissions in tonnes of CO2 equivalent?,2.7,821.00
1089,What was the difference between 2023 and 2022 for the gross market-based Scope 2 GHG emissions in tonnes of CO2 equivalent?,74,-21561.00
1090,What was the difference between 2023 and 2022 for the gross Scope 3 GHG emissions in tonnes of CO2 equivalent?,4.6,1778.00
1091,What was the difference between 2023 and 2022 for the total emissions from own operation in tonnes of CO2 equivalent?,11.3,-17462.00
1092,What is the target value for commercial emissions in kt CO2e/€ mn GWP for the year 2030?,0.14,0.14
1093,What was the baseline value for retail motor emissions in mn t CO2 for the year 2022?,2.1,2.10
1094,By what percentage does the target for commercial emissions in 2030 exceed the baseline for 2022?,-45,-45.00
1095,What is the percentage difference between the target and baseline for retail motor emissions in 2030 compared to 2022?,-30,30.00
1096,What is the emissions target for the year 2030 in tonnes of CO2 equivalent?,0.828,0.83
1097,What were the emissions in 2023 in tonnes of CO2 equivalent?,0.894,0.89
1098,What is the emissions baseline in 2019 in tonnes of CO2 equivalent?,2.367,2.37
1099,What is the percentage delta of the target for 2030 compared to the baseline of 2019?,65,-65.00%
1100,What is the percentage delta of the target for 2025 compared to the baseline of 2019?,50,50.00%
1101,What are the 2030 target emissions in t CO2e/€ mn for all corporates invested?,54,54.00
1102,What are the 2023 emissions for listed corporates in mn t CO2e?,14,14.00
1103,What are the 2019 emissions for listed corporates in mn t CO2e?,249,249.00
1104,What is the delta target emissions for all corporates (%)?,50,50.00
1105,What was the production volume of recycled aggregates in 2022 in million t?,3.8,3.80
1106,What percentage of total aggregates production was made up of recycled aggregates in 2021?,1.1,1.10
1107,What was the percentage of alternative raw materials contained in other building materials such as asphalt in 2022?,12.1,12.10%
1108,What was the percentage of renewable energy consumption in 2021?,9.1,9.10
1109,What was the percentage of renewable energy consumption in 2022?,10.7,10.70
1110,What was the percentage of renewable energy consumption in 2023?,12.3,12.30
1111,What was the specific energy consumption for cement in 1990 in MJ/t?,4186,4186.00
1112,What was the specific energy consumption for cement in 2021 in MJ/t?,3093,3093.00
1113,What was the specific energy consumption for cement in 2022 in MJ/t?,3037,3037.00
1114,What was the specific energy consumption for cement in 2023 in MJ/t?,2981,2981.00
1115,What was the energy consumption for clinker production in 1990 in MJ/t?,4359,4359.00
1116,What was the energy consumption for clinker production in 2021 in MJ/t?,3859,3859.00
1117,What was the energy consumption for clinker production in 2022 in MJ/t?,3880,3880.00
1118,What was the energy consumption for clinker production in 2023 in MJ/t?,3864,3864.00
1119,What was the percentage of hard coal used in clinker production in 2021?,41.7,41.70
1120,What was the percentage of hard coal used in clinker production in 2022?,37.3,37.30
1121,What was the percentage of hard coal used in clinker production in 2023?,34.5,34.50
1122,What was the percentage of petroleum coke used in clinker production in 2021?,18.9,18.90%
1123,What was the percentage of petroleum coke used in clinker production in 2022?,20.9,20.90
1124,What was the percentage of petroleum coke used in clinker production in 2023?,20.9,20.90
1125,What was the percentage of natural gas used in clinker production in 2021?,10.6,10.60
1126,What was the percentage of natural gas used in clinker production in 2022?,10.8,10.80%
1127,What was the percentage of natural gas used in clinker production in 2023?,12.9,12.90
1128,What was the percentage of alternative fossil fuels used in clinker production in 2021?,15.4,15.40
1129,What was the percentage of alternative fossil fuels used in clinker production in 2022?,16.1,16.10
1130,What was the percentage of alternative fossil fuels used in clinker production in 2023?,16.7,16.70
1131,What was the percentage of biomass used in clinker production in 2021?,11.2,11.20
1132,What was the percentage of biomass used in clinker production in 2022?,12.6,12.60
1133,What was the percentage of biomass used in clinker production in 2023?,13.2,13.20
1134,"What percentage of fuel consumption was accounted for by alternative fuels, including biomass, in 2021?",26.4,28.70%
1135,"In 2022, what proportion of fuel usage came from alternative sources, such as biomass (%)?",28.7,12.60
1136,"What was the rate of alternative fuel usage, including biomass, in 2023 (%)?",29.9,29.90
1137,"In 2021, what proportion of cementitious material consisted of clinker (%)?",72.9,72.90
1138,What was the clinker content in cementitious material in 2022 (%)?,71.6,71.60
1139,What fraction of clinker was included in cementitious material in 2023 (%)?,70.2,70.20%
1140,What was the total energy consumed in terajoules for the year 2021?,363226,363226.00
1141,How much total energy was consumed in terajoules in 2022?,347068,347068.00
1142,What was the total energy consumed in terajoules for the year 2023?,329775,329775.00
1143,What was the percentage of renewable energy used in 2021?,9.1,9.10%
1144,What was the percentage of renewable energy used in 2022?,10.4,10.40%
1145,What was the percentage of renewable energy used in 2023?,12.3,12.30%
1146,What was the percentage of alternative energy sources in 2021?,21.7,21.70%
1147,What was the percentage of alternative energy sources in 2022?,23.7,23.70%
1148,What was the percentage of alternative energy sources in 2023?,24.4,24.40%
1149,What was the percentage of grid electricity used in 2021?,12.2,12.20%
1150,What was the percentage of grid electricity used in 2022?,12.5,12.50%
1151,What was the percentage of grid electricity used in 2023?,12.5,12.50%
1152,"What was the total energy consumption from cement production in 2023, measured in TJ?",318671,318671.00
1153,"How much energy was consumed for clinker production in 2022, expressed in TJ?",309153,291023.00
1154,"What was the energy consumption for aggregates in 2023, in TJ?",11104,11104.00
1155,What was the total surface water withdrawal in 2021 in million m3?,28.6,28.60
1156,How much groundwater was withdrawn in 2022 in million m3?,9.9,9.90
1157,What was the total seawater withdrawal in 2023 in million m3?,3.5,3.50
1158,"What was the total water withdrawal for the aggregates business line in 2021, measured in million cubic meters (m³)?",243.8,243.80
1159,What was the total surface water discharge in 2022 in million m3?,23.3,28.90
1160,How much groundwater was discharged in 2023 in million m3?,0.1,7.80
1161,What was the total seawater discharge in 2021 in million m3?,3.9,3.50
1162,What was the total discharge in million m3 to third-party water sources in 2022?,0.6,0.60
1163,What was the total water consumption in million m3 for the aggregates business line in 2021?,42.1,42.10
1164,How much water in million m3 was consumed in areas with water scarcity in 2023?,7.5,7.20
1165,What percentage of water recycling systems were implemented in 2023?,60,"60.00%, 82.00%"
1166,What percentage of aggregate sites in water-risk areas implemented water management plans in 2023?,5,5.00%
1167,What percentage of cement sites in water-risk areas implemented water management plans in 2023?,8,"5.00, 8.00"
1168,What percentage of cement sites in water-risk areas implemented water recycling systems in 2023?,82,"60.00, 82.00"
1169,What was the total water withdrawal in 2021 measured in million m³?,60.3,60.30
1170,How much total water withdrawal was recorded in 2022 in million m³?,60.7,60.70
1171,What was the total water withdrawal in 2023 measured in million m³?,58.2,58.20
1172,What is the total water withdrawal in 2021 in million m³ for areas with water scarcity?,16.7,16.70
1173,What was the total water withdrawal in 2022 in million m³ for areas with water scarcity?,15.6,15.60
1174,How much total water withdrawal was recorded in 2023 in million m³ for areas with water scarcity?,14.8,14.80
1175,What percentage of quarries had a biodiversity management plan in 2021?,43,43.00%
1176,What was the percentage of quarries with a restoration plan in 2022?,92,92.00%
1177,What proportion of quarries located near an area of high biodiversity value had a biodiversity management plan in 2023 (%)?,61,61.00%
1178,What percentage of quarries had a restoration plan in 2023?,76,76.00%
1179,What were the absolute gross CO2 emissions (Scope 1) of the cement business line in million t for the year 2022?,65.4,65.40
1180,How much were the absolute net CO2 emissions (Scope 1) of the cement business line in million t in 2023?,57.1,57.10
1181,What was the specific gross CO2 emissions per tonne of cementitious material (Scope 1) in kg CO2/t for the year 2021 in the cement business line?,598.7,598.70
1182,"In the cement business line, what were the specific net CO2 emissions per tonne of cementitious material (Scope 1) in kg CO2/t in 2022?",551,551.00
1183,What were the absolute CO2 emissions from external electrical power and thermal energy production (Scope 2) - location based approach in million t for the year 2023 in the aggregates business line?,0.25,0.25
1184,What was the absolute CO2 emissions from external electrical power and thermal energy production (Scope 2) - market based approach in million t for the year 1990 in the cement business line?,4.5,4.50
1185,What were the specific CO2 emissions from external electrical power and thermal energy production per tonne of cementitious material (Scope 2) - location based approach in kg CO2/t for the year 2023 in the cement business line?,41,0.94
1186,What were the CO2 emissions from purchased materials (Scope 3) in million t for the year 2022?,9.7,9.70
1187,What were the CO2 emissions from purchased fuels (Scope 3) in million t for the year 2023?,3.7,3.70
1188,What was the CO2 emissions from processing of sold products (Scope 3) in million t for the year 2023?,0.2,0.20
1189,What were the specific CO2 emissions per Group revenue in kt CO2/€m for the year 2023?,3.9,3.90
1190,What were the absolute CO2 emissions from fuels (Scope 1) in million t for the year 2022 in the aggregates business line?,0.51,0.51
1191,What were the absolute CO2 emissions from external electrical and thermal production (Scope 2) - market based approach in million t for the year 2023 in the cement business line?,0.25,0.25
1192,What was the amount of Gross global Scope 1 emissions in million metric tonnes CO2 for the year 2021?,69.5,69.50
1193,How many million metric tonnes CO2-e were emitted as Gross global Scope 1 emissions in 2022?,65.9,65.90
1194,What was the value of Gross global Scope 1 emissions in million metric tonnes CO2-e for the year 2023?,63.3,63.30
1195,What percentage of emissions was covered under emissions-limiting regulations in 2021?,47,47%
1196,What was the percentage of emissions covered under emissions-limiting regulations in 2022?,38,38%
1197,What percentage of emissions was covered under emissions-limiting regulations in 2023?,41,41%
1198,How many milligrammes of dioxins / furans were emitted in 2021?,3380,3380.00
1199,What was the emission level of dioxins / furans in milligrammes for the year 2022?,4933,4933.00
1200,What was the amount of dioxins / furans emitted in milligrammes in 2023?,4013,4013.00
1201,What was the total amount of volatile organic compounds (VOCs) emitted in metric tonnes in 2021?,3695,3695.00
1202,How many metric tonnes of volatile organic compounds (VOCs) were emitted in 2022?,3520,3520.00
1203,What was the emission level of volatile organic compounds (VOCs) in metric tonnes for the year 2023?,2950,2950.00
1204,How many kilogrammes of heavy metals (mercury) were reported in 2021?,1458,1458.00
1205,What was the amount of heavy metals (mercury) in kilogrammes for the year 2022?,1129,1129.00
1206,How many kilogrammes of heavy metals (mercury) were reported in 2023?,1226,1226.00
1207,What was the absolute NO emissions in 2008 measured in tonnes?,84571,84571.00
1208,How much were the specific NO emissions in 2021 in grams per tonne of clinker?,1235,1235.00
1209,What was the absolute SO emissions in 2022 measured in tonnes?,27636,27636.00
1210,What were the specific SO emissions in 2023 in grams per tonne of clinker?,326,326.00
1211,What was the absolute dust emissions in 2021 measured in tonnes?,3250,3250.00
1212,How much were the specific dust emissions in 2022 in grams per tonne of clinker?,28,36.00
1213,What percentage of clinker was produced in kilns with continuous or discontinuous measurement of all emissions in 2022?,77,77.00
1214,"What was the proportion of clinker produced in kilns with continuous measurement of dust, NOx, and SOx emissions in 2023 (%)?",87,87.00
1215,What was the specific emissions of mercury in 2022 in grams per tonne of clinker?,0.015,0.015
1216,What was the specific emissions of dioxins and furans in 2023 in micrograms TEQ per tonne of clinker?,0.057,0.057
1217,What is the Scope 1 CO2 gross emissions reduction target in kilograms per tonne of cementitious material in 2023?,400,400.00
1218,What is the expected percentage reduction in gross Scope 1 CO2 emissions in 2030 compared to 2020?,-24,24.00
1219,What is the expected percentage reduction in gross Scope 2 CO2 emissions in 2023 compared to 2020?,-65,-65.00%
1220,What is the expected percentage reduction for Scope 3 CO2 emissions in absolute terms in 2030 compared to 2020?,-25,-25.00%
1221,How many milions of tonnes of CO2 are expected to be captured cumulatively through CCUS projects by 2030?,10,10.00
1222,What is the expected reduction percentage for NOx emissions in 2030 compared to 2008?,40,40.00
1223,What is the expected reduction percentage for SOx emissions in 2030 compared to 2008?,40,40.00
1224,How much are the specific net CO2 emissions in 2023 in kg CO2 per tonne of cementitious material?,534,534.00
1225,What were the specific net CO2 emissions in kg CO2/t cementitious material for the year 2021?,565,565.00
1226,What were the specific net CO2 emissions in kg CO2/t cementitious material for the year 2022?,551,551.00
1227,What were the specific net CO2 emissions in kg CO2/t cementitious material for the year 2023?,534,534.00
1228,What was the specific NO emissions in grams per tonne of clinker for the year 2021?,1235,1235.00
1229,How many grams per tonne of clinker were the specific SO emissions in 2022?,349,349.00
1230,What was the value of specific dust emissions in grams per tonne of clinker for the year 2023?,36,36.00
1231,What were the specific NO emissions in grams per tonne of clinker for the year 2022?,1249,1249.00
1232,What was the specific SO emissions in grams per tonne of clinker for the year 2023?,326,326.00
1233,What were the specific dust emissions in grams per tonne of clinker for the year 2021?,39,39.00
1234,What was the total amount of waste generated in 2021 in kilotonnes?,1276.7,1276.70
1235,What was the total amount of waste generated in 2022 in kilotonnes?,953.1,953.10
1236,What was the total amount of waste generated in 2023 in kilotonnes?,476.5,476.50
1237,What percentage of the total waste generated in 2021 was non-hazardous?,93,7.29
1238,What percentage of the total waste generated in 2022 was non-hazardous?,98,10.30
1239,What percentage of the total waste generated in 2023 was non-hazardous?,94,19.69
1240,What percentage of the total waste generated in 2021 was hazardous?,7,0.55
1241,What percentage of the total waste generated in 2022 was hazardous?,2,0.21
1242,What percentage of the total waste generated in 2023 was hazardous?,6,1.26
1243,What was the share of waste sent to incineration in 2023 (%)?,5.8,5.80
1244,"What was the share of waste sent to reuse, recycling, recovery in 2021 (%)?",66,66.00
1245,"What was the share of waste sent to reuse, recycling, recovery in 2022 (%)?",73,73.00
1246,"What was the share of waste sent to reuse, recycling, recovery in 2023 (%)?",39.3,39.30
1247,What was the share of waste sent to landfill in 2023 (%)?,47.2,47.20
1248,What was the share of waste sent to other disposal operations in 2021 (%)?,34,34.00
1249,What was the share of waste sent to other disposal operations in 2022 (%)?,27,27.00
1250,What was the share of waste sent to other disposal operations in 2023 (%)?,6.1,6.10
1251,What was the total closing balance at December 31 for energy efficiency certificates in 2023 (TOE)?,477835,477835.00
1252,What was the total closing balance at December 31 for energy efficiency certificates in 2022 (TOE)?,416174,477835.00
1253,What was the total water withdrawals in millions of m3 for the year 2022?,76,76.00
1254,What percentage of water withdrawals occurred in water-stressed areas in 2022?,19.3,19.30
1255,What was the total specific withdrawals of fresh water in V/kWh for the year 2022?,0.23,0.23
1256,What was the total water consumption in millions of m3 for the year 2022?,45.2,45.20
1257,What percentage of water consumption occurred in water-stressed areas in 2022?,20.5,20.50
1258,What is the total water withdrawals in millions of m3 for the year 2028?,55,55.00
1259,What is the expected percentage of water withdrawals in water-stressed areas in 2028?,23.3,23.30
1260,What is the total specific withdrawals of fresh water in V/kWh for the year 2028?,0.2,0.20
1261,What is the total water consumption in millions of m3 for the year 2028?,35.4,35.40
1262,What is the expected percentage of water consumption in water-stressed areas in 2028?,22.1,22.10
1263,What is the intensity of scope 1 GHG emissions related to power generation for the year 2026 in grams of CO2 equivalent per kilowatt-hour?,125,125.00
1264,What is the intensity of scope 1 GHG emissions related to power generation for the year 2030 in grams of CO2 equivalent per kilowatt-hour?,72,72.00
1265,What is the intensity of scope 1 GHG emissions related to power generation for the year 2040 in grams of CO2 equivalent per kilowatt-hour?,0,0.00
1266,What is the percentage reduction that must be applied to Scope 1 GHG emissions related to power generation and generated in 2023 to reach the target set for 2026?,-22,22.00
1267,What is the percentage reduction that must be applied to Scope 1 GHG emissions related to power generation and generated in 2017 to reach the target set for 2040?,-100,"66.00, 80.00, 100.00"
1268,What is the percentage reduction that must be applied to Scope 1 GHG emissions related to power generation and generated in 2017 to reach the target set for 2030?,-80,80.00
1269,What is the percentage reduction that must be applied to Scope 1 GHG emissions related to power generation and generated in 2023 to reach the target set for 2040?,-100,-100.00
1270,What is the intensity of Scope 1 and Scope 3 GHG emissions related to integrated power for the year 2023 in grams of CO2 equivalent per kilowatt-hour?,168,168.00
1271,What are the expected Scope 1 and Scope 3 GHG emissions related to integrated power for the year 2026 in grams of CO2 equivalent per kilowatt-hour?,135,"135.00, 0.00"
1272,What is the percentage reduction that must be applied to emissions related to integrated power and generated in 2023 to reach the target set for 2026?,-20,20.00%
1273,What is the percentage reduction that must be applied to emissions related to integrated power and generated in 2017 to reach the target set for 2030?,-78,"59.00%, 78.00%, 100.00%"
1274,"What is the target value for CO2 emissions, including scopes 1, 2, and 3, in megatonnes for the year 2030?",10.4,10.40
1275,"What is the percentage reduction that must be applied to additional scope 1, 2 and 3 emissions generated in 2017 to reach the target set for 2040?",-90,-90.00%
1276,What were the direct greenhouse gas emissions (Scope 1) in 2023 in megatonnes of CO2?,34.51,34.51
1277,How much were the indirect greenhouse gas emissions from energy consumption (Scope 2) location-based in 2023 in megatonnes of CO2?,3.28,3.28
1278,What is the value of indirect greenhouse gas emissions from energy consumption (Scope 2) market-based in 2023 in megatonnes of CO2?,4.51,4.51
1279,What were the Scope 3 indirect GHG emissions in 2023 in megatonnes of CO2?,56.53,56.53
1280,What is the amount of emissions connected with gas sales in 2023 in megatonnes of CO2?,16.79,16.79
1281,What was the intensity of Scope 1 GHG emissions related to power generation in 2023 in grams of CO2 equivalent per kilowatt-hour?,160,160.00
1282,What was the intensity of Scope 1 and Scope 3 GHG emissions related to Integrated Power in 2023 in grams of CO2 equivalent per kilowatt-hour?,168,168.00
1283,What were the specific emissions of SO2 in 2023 in grams per kilowatt-hour?,0.09,0.09
1284,What were the specific emissions of NOx in 2023 in grams per kilowatt-hour?,0.26,0.26
1285,What were the specific emissions of particulates in 2023 in grams per kilowatt-hour?,0.006,0.006
1286,What proportion of the total energy generation in 2023 came from zero-emission sources (%)?,73.2,73.20
1287,What was the intensity of Scope 1 GHG emissions related to power generation in 2023 in grams of CO2 equivalent per kilowatt-hour?,160,160.00
1288,What is the expected intensity of Scope 1 GHG emissions related to power generation for the year 2024 (gCO2eq/kWh)?,148,140.00
1289,What is the expected intensity of Scope 1 GHG emissions related to power generation in 2025 in grams of CO2 equivalent per kilowatt-hour?,130,130.00
1290,What was the expected intensity of Scope 1 GHG emissions related to power generation in 2026 in grams of CO2 equivalent per kilowatt-hour?,125,125.00
1291,What is the expected intensity of Scope 1 GHG emissions related to power generation in 2030 in grams of CO2 equivalent per kilowatt-hour?,72,72.00
1292,What is the expected intensity of Scope 1 GHG emissions related to power generation in 2040 in grams of CO2 equivalent per kilowatt-hour?,0,0.00
1293,What was the expected intensity of Scope 1 and Scope 3 GHG emissions related to Integrated Power in 2025 in grams of CO2 equivalent per kilowatt-hour?,135,135.00
1294,What is the expected absolute Scope 3 GHG emissions related to retail gas in 2025 in megatonnes of CO2?,20.9,20.90
1295,What was the expected absolute Scope 3 GHG emissions related to retail gas in 2026 in megatonnes of CO2?,20,20.00
1296,What is the expected absolute Scope 3 GHG emissions related to retail gas in 2030 in megatonnes of CO2?,11.4,11.40
1297,What was the intensity of Scope 1 GHG emissions related to power generation in 2023 in grams of CO2 equivalent per kilowatt-hour?,160,160.00
1298,How much GHG emissions intensity related to power generation is targeted for 2026 in grams of CO2 equivalent per kilowatt-hour?,125,125.00
1299,What is the percentage reduction that must be applied to Scope 1 GHG emissions related to power generation and generated in 2023 to reach the target set for 2026?,-22,22.00
1300,What is the percentage reduction that must be applied to Scope 1 GHG emissions related to power generation and generated in 2023 to reach the target set for 2030?,-55,-55.00
1301,What is the percentage reduction that must be applied to Scope 1 GHG emissions related to power generation and generated in 2017 to reach the target set for 2026?,-66,"66.00, 80.00, 100.00"
1302,What is the percentage reduction that must be applied to Scope 1 GHG emissions related to power generation and generated in 2017 to reach the target set for 2040?,-100,"66.00, 80.00, 100.00"
1303,What are the Scope 1 GHG emissions related to integrated power in 2023 in grams of CO2 per kilowatt-hour?,168,168.00
1304,What is the target of Scope 1 GHG emissions related to integrated power in 2026 in grams of CO2 per kilowatt-hour?,135,135.00
1305,What is the percentage reduction that must be applied to Scope 1 GHG emissions related to integrated power and generated in 2017 to reach the target set for 2030?,-78,"59.00%, 78.00%, 100.00%"
1306,What is the percentage reduction that must be applied to Scope 1 GHG emissions related to integrated power and generated in 2023 to reach the target set for 2026?,-20,20.00%
1307,What is the target for Scope 1 GHG emissions related to integrated power for the year 2040 in grams of CO2 per kilowatt-hour?,0,0.00
1308,What are the Scope 3 GHG emissions related to the sale of natural gas on end-user market in 2023 in megatonnes of CO2?,16.8,16.80
1309,What is the target of additional emissions Scopes 1-2-3 for the year 2030 in megatonnes of CO2?,10.4,10.40
1310,What is the percentage reduction that must be applied to additional emissions Scopes 1-2-3 generated in 2017 to reach the target set for 2030?,-12,"55.00%, 90.00%"
1311,What is the percentage reduction that must be applied to additional emissions Scopes 1-2-3 generated in 2017 to reach the target set for 2040?,-90,"55.00%, 90.00%"
1312,"What was the emissions intensity in the supply chain in 2023, expressed in tonnes of CO2 equivalent per million euros",684,684.00
1313,What was the percentage reduction in emissions intensity in the supply chain in 2023 compared to 2022?,24,24.00
1314,What percentage of qualified suppliers were assessed for environmental issues in 2023?,100,100.00
1315,What was the total electricity consumption in megawatt-hour for the year 2023?,146273,146273.00
1316,How much electricity from renewable sources was procured through direct supply contracts and by purchasing guarantees of origin in megawatt-hour for the year 2023?,117016,117016.00
1317,What was the amount of electricity generated on site from renewable sources in megawatt-hour for the year 2023?,3158,3158.00
1318,What was the total district heating consumption in megawatt-hour for the year 2023?,9223,9223.00
1319,How much natural gas was consumed in megawatt-hour for the year 2023?,185153,185153.00
1320,"What was the total consumption of diesel/biodiesel in 1,000 liters for the year 2023?",52255,52255.00
1321,What was the total diesel consumption in megawatt-hour for the year 2023?,546451,546451.00
1322,How much biodiesel was consumed in megawatt-hour for the year 2023?,2402,2402.00
1323,"What was the total petrol/bioethanol consumption in 1,000 liters for the year 2023?",5947,5947.00
1324,What was the total petrol consumption in megawatt-hour for the year 2023?,55636,55636.00
1325,How much bioethanol was consumed in megawatt-hour for the year 2023?,555,555.00
1326,"What was the total consumption of other fuels in 1,000 liters for the year 2023?",3926,3926.00
1327,What was the total consumption of other fuels in megawatt-hour for the year 2023?,36199,36199.00
1328,What were the tonnes of CO2 emissions from natural gas consumption under Scope 1  in 2023?,33870,33870.00
1329,How many CO2e emissions (in tonnes) from the use of diesel (including biodiesel) under Scope 1 where produced in 2022?,132811,132811.00
1330,"What are the total CO2 emissions (in tonnes) from petrol consumption, including bioethanol, for the year 2020?",10847,10847.00
1331,What was the amount of other emissions under Scope 1 in tonnes in 2023?,8223,8223.00
1332,What is the location-based gross indirect GHG emissions from energy consumption in tonnes for 2023?,47024,243262.00
1333,How many tonnes of market-based gross indirect GHG emissions from energy consumption were reported in 2022?,6057,204494.00
1334,What was the total CO2 emissions in tonnes from district heating for the year 2020?,933,1993.00
1335,What is the total location-based gross direct GHG emissions (Scope 1 + 2) in tonnes for 2023?,243262,243262.00
1336,How many tonnes of market-based gross direct GHG emissions (Scope 1 + 2) were recorded in 2022?,219900,204494.00
1337,What is the percentage reduction in location-based GHG emissions (Scope 1 + 2) for 2023?,-3.1,-3.10%
1338,What is the percentage reduction in market-based GHG emissions (Scope 1 + 2) for 2022?,-9.2,-9.20%
1339,How many tonnes of CO2 equivalent were associated with purchased goods and services in 2022?,21284553,21284553.00
1340,What is the outgoing transportation emissions for transportation and distribution (upstream) in 2023 in tonnes of CO2 equivalent?,117932,117932.00
1341,"What were the outgoing transportation emissions for transportation and distribution (upstream) in 2022, measured in tonnes of CO₂ equivalent?",151243,151243.00
1342,What were the outgoing transportation emissions for transportation and distribution (upstream) in 2020 in tonnes of CO2 equivalent?,140359,140359.00
1343,What is the incoming transportation emissions for transportation and distribution (upstream) in 2023 in tonnes of CO2 equivalent?,146750,146750.00
1344,What were the incoming transportation emissions for transportation and distribution (upstream) in 2022 in tonnes of CO2 equivalent?,176971,146750.00
1345,What were the incoming transportation emissions for transportation and distribution (upstream) in 2020 in tonnes of CO2 equivalent?,162579,162.58
1346,What is the outgoing transportation emissions for transportation and distribution (downstream) in 2023 in tonnes of CO2 equivalent?,12096,12096.00
1347,What were the outgoing transportation emissions for transportation and distribution (downstream) in 2022 in tonnes of CO2 equivalent?,17407,12096.00
1348,What were the outgoing transportation emissions for transportation and distribution (downstream) in 2020 in tonnes of CO2 equivalent?,14364,12096.00
1349,What is the incoming transportation emissions for transportation and distribution (downstream) in 2023 in tonnes of CO2 equivalent?,133021,133021.00
1350,What were the incoming transportation emissions for transportation and distribution (downstream) in 2022 in tonnes of CO2 equivalent?,159178,133021.00
1351,What were the incoming transportation emissions for transportation and distribution (downstream) in 2020 in tonnes of CO2 equivalent?,115502,115502.00
1352,What were the fuel- and energy-related emissions in 2023 in tonnes of CO2 equivalent?,65710,65710.00
1353,What were the fuel- and energy-related emissions in 2022 in tonnes of CO2 equivalent?,65553,65553.00
1354,What were the fuel- and energy-related emissions in 2020 in tonnes of CO2 equivalent?,49750,49750.00
1355,What is the total energy consumption in megawatt-hour for the year 2023?,250916,250916.00
1356,How much electricity was consumed in megawatt-hour during the year 2023?,95108,95108.00
1357,What was the total energy consumption from renewable energy sources in megawatt-hour for the year 2023?,86870,86870.00
1358,What was the district heating consumption in megawatt-hour for the year 2023?,41931,41931.00
