index,question,value,response
1132,What was the natural gas consumption for heating in 2023 in tonnes of CO2 equivalent?,200.7,200.7
1133,How much natural gas for heating was consumed in 2022 in tonnes of CO2 equivalent?,291.1,291.1
1134,What was the amount of natural gas for heating used in 2021 in tonnes of CO2 equivalent?,196.5,196.5
1135,What were the leakages of refrigerant gases in 2023 in tonnes of CO2 equivalent?,487,487
1136,How much were the leakages of refrigerant gases recorded in 2022 in tonnes of CO2 equivalent?,219.2,219.2
1137,What was the total amount of leakages of refrigerant gases for the year 2021 in tonnes of CO2 equivalent?,260.3,219.2#260.3#196.5
1138,What were the direct emissions in 2023 in tonnes of CO2 equivalent?,71724.8,nan
1139,How much were the direct emissions recorded in 2022 in tonnes of CO2 equivalent?,72477.1,72477.1
1140,What was the direct emissions for the year 2021 in tonnes of CO2 equivalent?,68942,No answer in the response
1141,What were the direct emissions of the group in tonnes of CO2 equivalent for the year 2023?,77588.9,77588.9
1142,How many tonnes of CO2 equivalent were the direct emissions of the group in 2022?,76505.6,No answer in the response
1143,What is the total amount of direct emissions of the group in tonnes of CO2 equivalent recorded in 2021?,73203.7,68942
1144,What were the indirect emissions of the group in tonnes of CO2 equivalent for the year 2023?,1534836.9,1.53484e+06
1145,How many tonnes of CO2 equivalent were the indirect emissions of the group in 2022?,1739906.5,1.73991e+06
1146,What is the total amount of indirect emissions of the group in tonnes of CO2 equivalent recorded in 2021?,1662890.5,1.65834e+06
1147,What were the total emissions in tonnes of CO2 equivalent for the year 2023?,1612425.8,1.61243e+06
1148,How many tonnes of CO2 equivalent were the total emissions in 2022?,1816412.1,1.81641e+06
1149,What is the total amount of emissions in tonnes of CO2 equivalent recorded in 2021?,1736094.2,1.72728e+06
1150,What were the emissions (scope 1 and electricity) in tonnes of CO2 equivalent for the year 2023?,127345.5,127346
1151,How many tonnes of CO2 equivalent were emitted (scope 1 and electricity) in 2022?,136857.7,136858
1152,What were the emissions (scope 1 and electricity) in tonnes of CO2 equivalent for the year 2021?,130174.6,No answer in the response
1153,What is the percentage of emissions (scope 1 and electricity) in relation to revenue for the year 2023?,40,40#127346
1154,What was the emissions (scope 1 and electricity) in relation to revenue percentage for 2022?,46.2,46.2
1155,What is the percentage of emissions (scope 1 and electricity) in relation to revenue for the year 2021?,50,50
1156,What were the indirect group emissions in tonnes of CO2 equivalent for the year 2023?,1534836.9,1.53484e+06
1157,What were the indirect group emissions in tonnes of CO2 equivalent for the year 2022?,1662890.5,1.66289e+06
1158,What were the indirect group emissions in tonnes of CO2 equivalent for the year 2021?,1450131.4,1.45013e+06
1159,What were the gross indirect GHG terna emissions in tonnes of CO2 equivalent for the year 2023?,1530657.7,1.53484e+06
1160,What were the gross indirect GHG terna emissions in tonnes of CO2 equivalent for the year 2022?,1735046.6,1.66289e+06
1161,What were the gross indirect GHG terna emissions in tonnes of CO2 equivalent for the year 2021?,1658342.6,1.45013e+06
1162,What was the amount of electricity consumed in 2023 in tonnes of CO2 equivalent?,55620.7,55620.7#1.47504e+06
1163,How much electricity was consumed in 2022 in tonnes of CO2 equivalent?,64380.6,64380.6#1.67067e+06
1164,What was the electricity consumption in 2021 in tonnes of CO2 equivalent?,61232.6,61232.6#4.2
1165,What were the grid losses recorded in 2023 in tonnes of CO2 equivalent?,1475037,55620.7#1.47504e+06
1166,What were the grid losses for the year 2022 in tonnes of CO2 equivalent?,1670666,1.67067e+06
1167,How much were the grid losses in 2021 in tonnes of CO2 equivalent?,1597110,1.59711e+06
1168,What was the amount in tonnes of CO2 equivalent of emissions from purchased goods and services from the group in 2023?,152730.8,152731#1.16687e+06
1169,How much emissions from capital goods were reported from the group in tonnes of CO2 equivalent in 2022?,81294.8,81294.8
1170,What is the amount of emissions from energy and fuel related activities recorded in 2021 from the group in tonnes of CO2 equivalent?,475907.6,473450.6
1171,What was the total amount of emissions in tonnes of CO2 equivalent for upstream transportation and distribution in 2023 from terna?,6833.7,6833.7
1172,How much emissions in tonnes of CO2 equivalent from waste was generated by terna in operations in 2022?,3945.9,466686
1173,What was the terna’s business travel amount of emissions in tonnes of CO2 equivalent in 2021?,918,918
1174,What is the emissions value in tonnes of CO2 equivalent for group employee commuting for 2023?,10075.9,10075.9#8275.6#7690.8
1175,How many emissions in tonnes of CO2 equivalent from downstream transportation and distribution from the group was reported in 2022?,233.2,233.2
1176,What was the emissions in tonnes of CO2 equivalent related to the use of products sold by the group in 2021?,973225.1,973225#1308.7
1177,What are the emissions in tonnes of CO2 equivalent given by end-of-life treatment of products sold in 2022 from the group?,105.4,105.4
1178,What was the total weight of group’s waste produced in tonnes for the year 2023?,12368.9,12368.9
1179,How much waste from the group was sent for recovery in tonnes in 2022?,10948.3,10948.3
1180,What percentage of group’s waste was recovered in 2021?,84,86
1181,What was the total amount of terna’s waste sent for disposal in tonnes for the year 2023?,1063.4,2468.6
1182,How many tonnes of hazardous waste were produced in 2022 by terna?,517.9,81% of 5807.3
1183,What was the quantity of non-hazardous waste sent for recovery in tonnes in 2021 by terna?,299.5,No answer in the response
1184,How much non-hazardous group special waste was produced in tonnes in 2023?,6561.6,6561.6
1185,What was the quantity of hazardous special waste sent for recovery from the group in tonnes in 2022?,5589.2,1092.7
1186,What was the total weight of hazardous waste from the group produced in tonnes for the year 2021?,5801.3,1827.6#980.3#5801.3#4700.6
1187,How many tonnes of non-hazardous packaging waste from terna were sent for recovery in 2023?,520.4,1012.8
1188,What was the percentage of new suppliers checked for additional social and environmental requirements in 2023?,72.4,72.4
1189,What percentage of new suppliers were evaluated for additional social and environmental requirements in 2022?,76.3,76.3
1190,What was the percentage of new suppliers checked for additional social and environmental requirements in 2021?,75.6,75.6
1191,What percentage of new suppliers were checked for basic requirements in 2023?,100,100
1192,What was the percentage of new suppliers checked for basic requirements in 2022?,100,100
1193,What percentage of new suppliers were evaluated for basic requirements in 2021?,100,100
1194,How many total active suppliers were there in 2023?,2349,2349
1195,What percentage of total suppliers were active in 2024?,100,79.4%
1196,What is the amount procured from suppliers subject to specific requirements in 2025?,3217,3217
1197,What percentage of total suppliers will be active in 2026?,100,100
1198,What percentage of suppliers met basic requirements in 2023?,100,96.5
1199,What percentage of suppliers met additional social and environmental requirements?,96.5,96.5
1200,What percentage of suppliers met social and environmental qualification requirements?,10.2,100
1201,How many suppliers in percentage have assessed their country risk in 2026?,100,100
1202,How many qualification document checks were conducted in 2023?,526,526
1203,What was the total number of qualification document checks performed in 2022?,1287,1287#526
1204,Can you tell me the number of qualification document checks that took place in 2021?,218,218
1205,What is the count of on-site qualification checks that occurred in 2023?,17,17
1206,How many on-site qualification checks were carried out in 2022?,13,13
1207,What was the number of on-site qualification checks conducted in 2021?,10,10
1208,How many on-site qualification checks for ESG objectives were done in 2023?,14,14
1209,What was the number of on-site qualification checks for ESG objectives in 2022?,13,13
1210,Can you provide the count of on-site qualification checks for ESG objectives in 2021?,7,7
1211,How many suppliers were revoked from the list in 2023?,1,1
1212,What was the total number of suppliers suspended in 2022?,7,10#7
1213,"In 2021, how many suppliers received warnings?",4,4
1214,What is the count of suppliers that were warned in 2023?,4,4
1215,How many suppliers were suspended in 2021?,4,4
1216,What was the number of suppliers revoked from the list in 2022?,0,| Number of suppliers revoked off the list |
1217,How many suppliers were suspended in 2023?,10,10
1218,How many contracted suppliers were there in 2023?,2349,2349
1219,What was the number of contracted suppliers in 2022?,2354,No answer in the response
1220,Can you tell me the number of contracted suppliers in 2021?,2265,2265
1221,What percentage of EU calls for tender was there in 2023?,89,89
1222,What was the percentage of EU calls for tender in 2022?,77,77%
1223,What percentage of EU calls for tender was recorded in 2021?,91,91%
1224,What was the percentage of non-EU calls for tender in 2023?,5,5
1225,Can you provide the percentage of non-EU calls for tender in 2022?,10,5
1226,What was the percentage of non-EU calls for tender in 2021?,4,4
1227,What percentage of previously qualified suppliers was there in 2023?,4,4#2349
1228,What was the percentage of previously qualified suppliers in 2022?,10,4
1229,Can you tell me the percentage of previously qualified suppliers in 2021?,4,4#2265
1230,What was the percentage of one-off contracts in 2023?,2,2
1231,What percentage of one-off contracts was there in 2022?,2,2
1232,Can you provide the percentage of one-off contracts in 2021?,1,"1 | none |

#### and its corresponding scale is: none"
1233,How many active qualifications were recorded in 2023?,634,634
1234,What was the count of new qualifications added in 2022?,88,88
1235,What is the number of qualifications requiring an Environmental and Safety management system in 2021?,17,17
1236,How many new qualifications were there in 2023?,61,61
1237,What was the total number of active qualifications in 2022?,613,613
1238,How many qualifications required an Environmental and Safety management system in 2022?,304,304
1239,How many qualified categories were there in 2023?,53,53
1240,What was the number of newly qualified categories in 2022?,3,3
1241,"In 2021, how many qualifications required an Environmental and Safety management system?",17,17
1242,What was the total number of qualified categories in 2022?,53,53
1243,How many qualifications requiring an Environmental and Safety management system were there in 2023?,26,26
1244,How many newly qualified categories were there in 2021?,5,5
1245,What percentage of procurement in Italy was recorded in 2023?,57,57
1246,What was the percentage of overseas procurement in 2022?,2,43
1247,"In 2021, what percentage of procurement was attributed to goods?",86,86
1248,What percentage of procurement in works was noted in 2023?,53,53
1249,What was the percentage of services procurement in 2022?,25,25
1250,How many disputes with suppliers were pending in 2023?,36,36
1251,What was the number of disputes with suppliers that were pending in 2022?,37,37
1252,How many disputes with suppliers were pending in 2021?,35,35
1253,What is the count of disputes with suppliers that are currently in progress in 2023?,5,5
1254,How many disputes with suppliers were in progress in 2022?,3,5
1255,What was the number of disputes with suppliers that were in progress in 2021?,6,6
1256,How many disputes with suppliers were settled in 2023?,5,5
1257,What was the number of disputes with suppliers that were settled in 2022?,1,1
1258,How many disputes with suppliers were settled in 2021?,1,1
1259,What was the total energy consumption within the organization in 2023 in GJ?,1574357,1.57436e+06
1260,How much energy was consumed from office buildings in 2022 in GJ?,1578675,1.57868e+06
1261,What is the energy consumption from data centers in 2023 in GJ?,286312,286312
1262,What was the energy consumption from office buildings per employee in 2023 in GJ/employee?,8.1,|8.1|
1263,What was the percentage reduction in energy consumption in office buildings per employee since 2019?,47,|-15.1 |
1264,What is the percentage difference between 2023 and 2022 for the total energy consumption within the organization in GJ?,21.9,"19.9#19.9 |

The corresponding scale is: percent |

"
1265,What is the percentage difference between 2023 and 2022 for the energy consumption from data centers in GJ?,12,12.0%
1266,What is the percentage difference between 2023 and 2022 for the total energy consumption within the organization in GJ?,19.9,"19.9#19.9 |

The corresponding scale is: percent |

"
1267,What is the percentage difference between 2023 and 2022 for the energy consumption from office buildings per employee in GJ/employee?,22.3,| 8.1#10.4 |
1268,What was the electricity consumption in 2023 in the organization (%)?,72.5,72.5
1269,How much fossil fuels were consumed by the organization in 2022 (%)?,12.4,No answer in the response
1270,What was the long distance heating consumption in 2023 (%)?,16.8,16.8
1271,What was the consumption from other sources in 2022 (%)?,1.4,1.1
1272,What was the amount of renewable electricity generated in joules for the year 2023?,1122821,1122821
1273,How much renewable electricity was produced in joules for the year 2022?,1153987,1153987
1274,What percentage of all electricity was renewable in 2023?,100,100
1275,What was the share of renewable electricity as a percentage of all electricity in 2022?,89,89%
1276,What is the difference between 2023 and 2022 of the percentage of renewable electricity?,11,11%-p - 89%
1277,What is the percentage difference between 2023 and 2022 for the amount of renewable electricity generated in joules?,2.7,2.7
1278,What were the Gross Scope 1 GHG emissions in 2023 in tonnes of CO2 equivalent?,31774,No answer in the response
1279,What were the Gross market-based Scope 2 GHG emissions in 2022 in tonnes of CO2 equivalent?,30490,30490
1280,What were the Gross location-based Scope 2 GHG emissions in 2023 in tonnes of CO2 equivalent?,112228,112228
1281,What were the Gross Scope 3 GHG emissions in 2023 in tonnes of CO2 equivalent?,96745,96745
1282,What were the Total emissions from own operation in 2022 in tonnes of CO2 equivalent?,153910,153910
1283,What was the delta between 2023 and 2022 for the gross Scope 1 GHG emissions in tonnes of CO2 equivalent?,2.7,31774#30953
1284,What was the difference between 2023 and 2022 for the gross market-based Scope 2 GHG emissions in tonnes of CO2 equivalent?,74,No answer in the response
1285,What was the difference between 2023 and 2022 for the gross Scope 3 GHG emissions in tonnes of CO2 equivalent?,4.6,96745#92467
1286,What was the difference between 2023 and 2022 for the total emissions from own operation in tonnes of CO2 equivalent?,11.3,No answer in the response
1287,What is the target value for commercial emissions in kt CO2e/€ mn GWP for the year 2030?,0.14,0.14
1288,What was the baseline value for retail motor emissions in mn t CO2 for the year 2022?,2.1,2.1
1289,By what percentage does the target for commercial emissions in 2030 exceed the baseline for 2022?,-45,-45.0
1290,What is the percentage difference between the target and baseline for retail motor emissions in 2030 compared to 2022?,-30,-45.0#-30.0
1291,What is the emissions target for the year 2030 in tonnes of CO2 equivalent?,0.828,No answer in the response
1294,What were the emissions in 2023 in tonnes of CO2 equivalent?,0.894,0.894
1295,What is the emissions baseline in 2019 in tonnes of CO2 equivalent?,2.367,2.367
1296,What is the percentage delta of the target for 2030 compared to the baseline of 2019?,65,65.0%
1297,What is the percentage delta of the target for 2025 compared to the baseline of 2019?,50,50.0%
1298,What are the 2030 target emissions in t CO2e/€ mn for all corporates invested?,54,54% | 294.2 |
1299,What are the 2023 emissions for listed corporates in mn t CO2e?,14,192.2#39.9 |
1300,What are the 2019 emissions for listed corporates in mn t CO2e?,24.9,249
1301,What is the delta target emissions for all corporates (%)?,50,50
1308,What was the production volume of recycled aggregates in 2022 in million t?,3.8,3.8
1309,What percentage of total aggregates production was made up of recycled aggregates in 2021?,1.1,1.1
1310,What was the percentage of alternative raw materials contained in other building materials such as asphalt in 2022?,12.1,12.1
1317,What was the percentage of renewable energy consumption in 2021?,9.1,9.1
1318,What was the percentage of renewable energy consumption in 2022?,10.7,10.7
1319,What was the percentage of renewable energy consumption in 2023?,12.3,12.3
1320,What was the specific energy consumption for cement in 1990 in MJ/t?,4186,No answer in the response
1321,What was the specific energy consumption for cement in 2021 in MJ/t?,3093,3093
1322,What was the specific energy consumption for cement in 2022 in MJ/t?,3037,3037
1323,What was the specific energy consumption for cement in 2023 in MJ/t?,2981,2981
1324,What was the energy consumption for clinker production in 1990 in MJ/t?,4359,4186
1325,What was the energy consumption for clinker production in 2021 in MJ/t?,3859,3093
1326,What was the energy consumption for clinker production in 2022 in MJ/t?,3880,3880
1327,What was the energy consumption for clinker production in 2023 in MJ/t?,3864,3864
1328,What was the percentage of hard coal used in clinker production in 2021?,41.7,41.7
1329,What was the percentage of hard coal used in clinker production in 2022?,37.3,37.3
1330,What was the percentage of hard coal used in clinker production in 2023?,34.5,34.5
1331,What was the percentage of petroleum coke used in clinker production in 2021?,18.9,18.9
1332,What was the percentage of petroleum coke used in clinker production in 2022?,20.9,20.9
1333,What was the percentage of petroleum coke used in clinker production in 2023?,20.9,20.9
1334,What was the percentage of natural gas used in clinker production in 2021?,10.6,10.6
1335,What was the percentage of natural gas used in clinker production in 2022?,10.8,10.8
1336,What was the percentage of natural gas used in clinker production in 2023?,12.9,12.9
1337,What was the percentage of alternative fossil fuels used in clinker production in 2021?,15.4,15.4
1338,What was the percentage of alternative fossil fuels used in clinker production in 2022?,16.1,16.7
1339,What was the percentage of alternative fossil fuels used in clinker production in 2023?,16.7,16.7
1340,What was the percentage of biomass used in clinker production in 2021?,11.2,26.4#41.7
1341,What was the percentage of biomass used in clinker production in 2022?,12.6,12.6
1342,What was the percentage of biomass used in clinker production in 2023?,13.2,13.2
1343,"What percentage of fuel consumption was accounted for by alternative fuels, including biomass, in 2021?",26.4,26.4
1344,"In 2022, what proportion of fuel usage came from alternative sources, such as biomass (%)?",28.7,28.5
1345,"What was the rate of alternative fuel usage, including biomass, in 2023 (%)?",29.9,29.9
1346,"In 2021, what proportion of cementitious material consisted of clinker (%)?",72.9,72.9
1347,What was the clinker content in cementitious material in 2022 (%)?,71.6,71.6
1348,What fraction of clinker was included in cementitious material in 2023 (%)?,70.2,70.2
1349,What was the total energy consumed in terajoules for the year 2021?,363226,363226
1350,How much total energy was consumed in terajoules in 2022?,347068,347068
1351,What was the total energy consumed in terajoules for the year 2023?,329775,329775
1358,What was the percentage of renewable energy used in 2021?,9.10,9.1%
1359,What was the percentage of renewable energy used in 2022?,10.40,12.5%
1360,What was the percentage of renewable energy used in 2023?,12.30,12.3%
1361,What was the percentage of alternative energy sources in 2021?,21.70,21.7%
1362,What was the percentage of alternative energy sources in 2022?,23.70,23.7%
1363,What was the percentage of alternative energy sources in 2023?,24.40,24.4%
1364,What was the percentage of grid electricity used in 2021?,12.20,12.2%
1365,What was the percentage of grid electricity used in 2022?,12.50,12.5%
1366,What was the percentage of grid electricity used in 2023?,12.50,12.5%
1382,"What was the total energy consumption from cement production in 2023, measured in TJ?",318671,318671
1383,"How much energy was consumed for clinker production in 2022, expressed in TJ?",309153,309153
1384,"What was the energy consumption for aggregates in 2023, in TJ?",11104,"| aggregates business line |
| - Absolute energy consumption |
| - Cement                                                                                                                                                   | 450860 |
| - Thereof clinker production                                                                                                                               | 385973 |
| - Aggregates                                                                                                                                               | n.a.   |

#### and its corresponding scale is: none"
1385,What was the total surface water withdrawal in 2021 in million m3?,28.6,28.6
1386,How much groundwater was withdrawn in 2022 in million m3?,9.9,9.9
1387,What was the total seawater withdrawal in 2023 in million m3?,3.5,3.5
1388,"What was the total water withdrawal for the aggregates business line in 2021, measured in million cubic meters (m³)?",243.8,243.8
1389,What was the total surface water discharge in 2022 in million m3?,23.3,23.3#23.9
1390,How much groundwater was discharged in 2023 in million m3?,0.1,7.8
1391,What was the total seawater discharge in 2021 in million m3?,3.9,3.5
1392,What was the total discharge in million m3 to third-party water sources in 2022?,0.6,"0.6#28.9 |

#### and its corresponding scale is: million m3 |

"
1393,What was the total water consumption in million m3 for the aggregates business line in 2021?,42.1,372
1394,How much water in million m3 was consumed in areas with water scarcity in 2023?,7.5,7.5
1395,What percentage of water recycling systems were implemented in 2023?,60,60%
1396,What percentage of aggregate sites in water-risk areas implemented water management plans in 2023?,5,5%
1397,What percentage of cement sites in water-risk areas implemented water management plans in 2023?,8,5%
1398,What percentage of cement sites in water-risk areas implemented water recycling systems in 2023?,82,60%
1399,What was the total water withdrawal in 2021 measured in million m³?,60.3,60.3
1400,How much total water withdrawal was recorded in 2022 in million m³?,60.7,58.2
1401,What was the total water withdrawal in 2023 measured in million m³?,58.2,58.2
1402,What is the total water withdrawal in 2021 in million m³ for areas with water scarcity?,16.7,60.3
1403,What was the total water withdrawal in 2022 in million m³ for areas with water scarcity?,15.6,15.6
1404,How much total water withdrawal was recorded in 2023 in million m³ for areas with water scarcity?,14.8,"| 14.8 |

#### and its corresponding scale is: | million m3 |"
1405,What percentage of quarries had a biodiversity management plan in 2021?,43,43%
1406,What was the percentage of quarries with a restoration plan in 2022?,92,92%
1407,What proportion of quarries located near an area of high biodiversity value had a biodiversity management plan in 2023 (%)?,61,61%
1408,What percentage of quarries had a restoration plan in 2023?,76,76.00%
1409,What were the absolute gross CO2 emissions (Scope 1) of the cement business line in million t for the year 2022?,65.4,586
1410,How much were the absolute net CO2 emissions (Scope 1) of the cement business line in million t in 2023?,57.1,57.1
1411,What was the specific gross CO2 emissions per tonne of cementitious material (Scope 1) in kg CO2/t for the year 2021 in the cement business line?,598.7,No answer in the response
1412,"In the cement business line, what were the specific net CO2 emissions per tonne of cementitious material (Scope 1) in kg CO2/t in 2022?",551,551
1413,What were the absolute CO2 emissions from external electrical power and thermal energy production (Scope 2) - location based approach in million t for the year 2023 in the aggregates business line?,0.25,4.5
1414,What was the absolute CO2 emissions from external electrical power and thermal energy production (Scope 2) - market based approach in million t for the year 1990 in the cement business line?,4.5,"| answer | none |

#### and its corresponding scale is: | none |

"
1415,What were the specific CO2 emissions from external electrical power and thermal energy production per tonne of cementitious material (Scope 2) - location based approach in kg CO2/t for the year 2023 in the cement business line?,41,534
1416,What were the CO2 emissions from purchased materials (Scope 3) in million t for the year 2022?,9.7,57.1
1417,What were the CO2 emissions from purchased fuels (Scope 3) in million t for the year 2023?,3.7,5.
1418,What was the CO2 emissions from processing of sold products (Scope 3) in million t for the year 2023?,0.2,0.2
1419,What were the specific CO2 emissions per Group revenue in kt CO2/€m for the year 2023?,3.9,3.9
1421,What were the absolute CO2 emissions from fuels (Scope 1) in million t for the year 2022 in the aggregates business line?,0.51,0.51
1422,What were the absolute CO2 emissions from external electrical and thermal production (Scope 2) - market based approach in million t for the year 2023 in the cement business line?,0.25,0.25
1423,What was the amount of Gross global Scope 1 emissions in million metric tonnes CO2 for the year 2021?,69.5,69.5
1424,How many million metric tonnes CO2-e were emitted as Gross global Scope 1 emissions in 2022?,65.9,65.9
1425,What was the value of Gross global Scope 1 emissions in million metric tonnes CO2-e for the year 2023?,63.3,63.3#million
1426,What percentage of emissions was covered under emissions-limiting regulations in 2021?,47,47%
1427,What was the percentage of emissions covered under emissions-limiting regulations in 2022?,38,38%
1428,What percentage of emissions was covered under emissions-limiting regulations in 2023?,41,41%
1429,How many milligrammes of dioxins / furans were emitted in 2021?,3380,3380
1430,What was the emission level of dioxins / furans in milligrammes for the year 2022?,4933,4933
1431,What was the amount of dioxins / furans emitted in milligrammes in 2023?,4013,4013
1432,What was the total amount of volatile organic compounds (VOCs) emitted in metric tonnes in 2021?,3695,3695
1433,How many metric tonnes of volatile organic compounds (VOCs) were emitted in 2022?,3520,3520
1434,What was the emission level of volatile organic compounds (VOCs) in metric tonnes for the year 2023?,2950,2950
1435,How many kilogrammes of heavy metals (mercury) were reported in 2021?,1458,No answer in the response
1436,What was the amount of heavy metals (mercury) in kilogrammes for the year 2022?,1129,1226
1437,How many kilogrammes of heavy metals (mercury) were reported in 2023?,1226,1226
1456,What was the absolute NO emissions in 2008 measured in tonnes?,84571,84571
1457,How much were the specific NO emissions in 2021 in grams per tonne of clinker?,1235,1235
1458,What was the absolute SO emissions in 2022 measured in tonnes?,27636,27636
1459,What were the specific SO emissions in 2023 in grams per tonne of clinker?,326,No answer in the response
1460,What was the absolute dust emissions in 2021 measured in tonnes?,3250,3250
1461,How much were the specific dust emissions in 2022 in grams per tonne of clinker?,28,349
1462,What percentage of clinker was produced in kilns with continuous or discontinuous measurement of all emissions in 2022?,77,74
1463,"What was the proportion of clinker produced in kilns with continuous measurement of dust, NOx, and SOx emissions in 2023 (%)?",87,87
1464,What was the specific emissions of mercury in 2022 in grams per tonne of clinker?,0.015,0.018
1466,What was the specific emissions of dioxins and furans in 2023 in micrograms TEQ per tonne of clinker?,0.057,0.057
1467,What is the Scope 1 CO2 gross emissions reduction target in kilograms per tonne of cementitious material in 2023?,400,534kgCO2/t cementitious material
1468,What is the expected percentage reduction in gross Scope 1 CO2 emissions in 2030 compared to 2020?,-24.00,-24%
1469,What is the expected percentage reduction in gross Scope 2 CO2 emissions in 20230 compared to 2020?,-65.00,-65%
1470,What is the expected percentage reduction for Scope 3 CO2 emissions in absolute terms in 2030 compared to 2020?,-25.00,-12%
1471,How many milions of tonnes of CO2 are expected to be captured cumulatively through CCUS projects by 2030?,10,10m tonnes
1472,What is the expected reduction percentage for NOx emissions in 2030 compared to 2008?,40.00,-40%
1473,What is the expected reduction percentage for SOx emissions in 2030 compared to 2008?,40.00,-40%
1477,How much are the specific net CO2 emissions in 2023 in kg CO2 per tonne of cementitious material?,534,534 kg CO2/t cementitious material
1478,What were the specific net CO2 emissions in kg CO2/t cementitious material for the year 2021?,565,No answer in the response
1479,What were the specific net CO2 emissions in kg CO2/t cementitious material for the year 2022?,551,551
1480,What were the specific net CO2 emissions in kg CO2/t cementitious material for the year 2023?,534,534
1487,What was the specific NO emissions in grams per tonne of clinker for the year 2021?,1235,No answer in the response
1488,How many grams per tonne of clinker were the specific SO emissions in 2022?,349,No answer in the response
1489,What was the value of specific dust emissions in grams per tonne of clinker for the year 2023?,36,36
1490,What were the specific NO emissions in grams per tonne of clinker for the year 2022?,1249,1249
1491,What was the specific SO emissions in grams per tonne of clinker for the year 2023?,326,326
1492,What were the specific dust emissions in grams per tonne of clinker for the year 2021?,39,39
1493,What was the total amount of waste generated in 2021 in kilotonnes?,1276.7,No answer in the response
1494,What was the total amount of waste generated in 2022 in kilotonnes?,953.1,953.1
1495,What was the total amount of waste generated in 2023 in kilotonnes?,476.5,476.5
1496,What percentage of the total waste generated in 2021 was non-hazardous?,93,93%
1497,What percentage of the total waste generated in 2022 was non-hazardous?,98,98%
1498,What percentage of the total waste generated in 2023 was non-hazardous?,94,94
1499,What percentage of the total waste generated in 2021 was hazardous?,7,7
1500,What percentage of the total waste generated in 2022 was hazardous?,2,"2#7 |

#### and its corresponding scale is: none"
1501,What percentage of the total waste generated in 2023 was hazardous?,6,6
1502,What was the share of waste sent to incineration in 2023 (%)?,5.8,5.8
1503,"What was the share of waste sent to reuse, recycling, recovery in 2021 (%)?",66,66
1504,"What was the share of waste sent to reuse, recycling, recovery in 2022 (%)?",73,73
1505,"What was the share of waste sent to reuse, recycling, recovery in 2023 (%)?",39.3,39.3
1506,What was the share of waste sent to landfill in 2023 (%)?,47.2,47.2
1507,What was the share of waste sent to other disposal operations in 2021 (%)?,34,34
1508,What was the share of waste sent to other disposal operations in 2022 (%)?,27,27
1509,What was the share of waste sent to other disposal operations in 2023 (%)?,6.1,6.1
1522,What was the total closing balance at December 31 for energy efficiency certificates in 2023 (TOE)?,477835,477835
1523,What was the total closing balance at December 31 for energy efficiency certificates in 2022 (TOE)?,416174,416174
1524,What was the total water withdrawals in millions of m3 for the year 2022?,76,No answer in the response
1525,What percentage of water withdrawals occurred in water-stressed areas in 2022?,19.3,19.3%
1526,What was the total specific withdrawals of fresh water in V/kWh for the year 2022?,0.23,0.23
1527,What was the total water consumption in millions of m3 for the year 2022?,45.2,35.4
1528,What percentage of water consumption occurred in water-stressed areas in 2022?,20.5,20.5%
1529,What is the total water withdrawals in millions of m3 for the year 2028?,55,55
1530,What is the expected percentage of water withdrawals in water-stressed areas in 2028?,23.3,23.3%
1531,What is the total specific withdrawals of fresh water in V/kWh for the year 2028?,0.2,No answer in the response
1532,What is the total water consumption in millions of m3 for the year 2028?,35.4,35.4
1533,What is the expected percentage of water consumption in water-stressed areas in 2028?,22.1,22.1#23.3
1534,What is the intensity of scope 1 GHG emissions related to power generation for the year 2026 in grams of CO2 equivalent per kilowatt-hour?,125,125 gco2eq/kwh
1535,What is the intensity of scope 1 GHG emissions related to power generation for the year 2030 in grams of CO2 equivalent per kilowatt-hour?,72,72 gco2eq/kwh
1536,What is the intensity of scope 1 GHG emissions related to power generation for the year 2040 in grams of CO2 equivalent per kilowatt-hour?,0,0 gco2eq/kwh
1537,What is the percentage reduction that must be applied to Scope 1 GHG emissions related to power generation and generated in 2023 to reach the target set for 2026?,-22,-22%
1538,What is the percentage reduction that must be applied to Scope 1 GHG emissions related to power generation and generated in 2017 to reach the target set for 2040?,-100,100%
1539,What is the percentage reduction that must be applied to Scope 1 GHG emissions related to power generation and generated in 2017 to reach the target set for 2030?,-80.00,-80%
1540,What is the percentage reduction that must be applied to Scope 1 GHG emissions related to power generation and generated in 2023 to reach the target set for 2040?,-100.00,-100%
1544,What is the intensity of Scope 1 and Scope 3 GHG emissions related to integrated power for the year 2023 in grams of CO2 equivalent per kilowatt-hour?,168,168 gCO2eq/kWh
1545,What are the expected Scope 1 and Scope 3 GHG emissions related to integrated power for the year 2026 in grams of CO2 equivalent per kilowatt-hour?,135,135 gCO2eq/kWh
1546,What is the percentage reduction that must be applied to emissions related to integrated power and generated in 2023 to reach the target set for 2026?,-20.00,-20.00%
1547,What is the percentage reduction that must be applied to emissions related to integrated power and generated in 2017 to reach the target set for 2030?,-78.00,-78.00%
1553,"What is the target value for CO2 emissions, including scopes 1, 2, and 3, in megatonnes for the year 2030?",10.4,10.4 MtCO2eq
1554,"What is the percentage reduction that must be applied to additional scope 1, 2 and 3 emissions generated in 2017 to reach the target set for 2040?",-90.00,-90.00%
1561,What were the direct greenhouse gas emissions (Scope 1) in 2023 in megatonnes of CO2?,34.51,No answer in the response
